場所,コースタイプ,芝・ダ,距離帯,馬場分類,枠ゾーン,血統区分,血統名,母数,勝利数,複勝数,勝率,複勝率,単勝回収率,複勝回収率,平均人気,基準複勝率,複勝率差,リフト,評価,特徴コメント
中山,坂あり・パワー型,芝,中距離(1700-2000),良,中枠(3-6),母父,サクラバクシンオー,55,2,12,0.0364,0.2182,17.5,0.0,8.38,0.2165,0.0017,1.008,C,中山芝中距離(1700-2000)・良・中枠(3-6)で母父「サクラバクシンオー」は基準比リフト1.008
新潟,直線長め・平坦型,ダ,中距離(1700-2000),良,中枠(3-6),母父,アフリート,74,5,16,0.0676,0.2162,21.8,0.0,6.77,0.2144,0.0018,1.008,C,新潟ダ中距離(1700-2000)・良・中枠(3-6)で母父「アフリート」は基準比リフト1.008
阪神,坂あり・パワー型,芝,短中距離(1400-1600),良,外枠(7-8),母父,サンデーサイレンス,286,18,55,0.0629,0.1923,53.1,0.0,8.5,0.1907,0.0016,1.008,C,阪神芝短中距離(1400-1600)・良・外枠(7-8)で母父「サンデーサイレンス」は基準比リフト1.008
京都,平坦・スピード型,芝,短中距離(1400-1600),良,内枠(1-2),母父,キングカメハメハ,50,4,11,0.08,0.22,21.0,0.0,7.9,0.2185,0.0015,1.007,C,京都芝短中距離(1400-1600)・良・内枠(1-2)で母父「キングカメハメハ」は基準比リフト1.007
阪神,坂あり・パワー型,ダ,短距離(1000-1300),良,中枠(3-6),母父,フジキセキ,139,12,29,0.0863,0.2086,63.2,0.0,8.25,0.2076,0.001,1.005,C,阪神ダ短距離(1000-1300)・良・中枠(3-6)で母父「フジキセキ」は基準比リフト1.005
福島,小回り・機動型,芝,中距離(1700-2000),良,外枠(7-8),母父,ブライアンズタイム,53,2,10,0.0377,0.1887,11.3,0.0,7.19,0.1878,0.0009,1.005,C,福島芝中距離(1700-2000)・良・外枠(7-8)で母父「ブライアンズタイム」は基準比リフト1.005
中京,直線長め・持続型,ダ,短距離(1000-1300),良,中枠(3-6),母父,サンデーサイレンス,93,6,17,0.0645,0.1828,81.8,0.0,8.54,0.182,0.0008,1.004,C,中京ダ短距離(1000-1300)・良・中枠(3-6)で母父「サンデーサイレンス」は基準比リフト1.004
阪神,坂あり・パワー型,芝,短中距離(1400-1600),良,内枠(1-2),母父,サンデーサイレンス,206,15,46,0.0728,0.2233,83.8,0.0,7.41,0.2227,0.0006,1.003,C,阪神芝短中距離(1400-1600)・良・内枠(1-2)で母父「サンデーサイレンス」は基準比リフト1.003
京都,平坦・スピード型,ダ,中距離(1700-2000),良,外枠(7-8),母父,ダンスインザダーク,82,1,17,0.0122,0.2073,8.0,0.0,7.22,0.2066,0.0007,1.003,C,京都ダ中距離(1700-2000)・良・外枠(7-8)で母父「ダンスインザダーク」は基準比リフト1.003
東京,直線長め・持続型,芝,中距離(1700-2000),良,中枠(3-6),母父,マンハッタンカフェ,80,6,19,0.075,0.2375,117.1,0.0,8.18,0.237,0.0005,1.002,C,東京芝中距離(1700-2000)・良・中枠(3-6)で母父「マンハッタンカフェ」は基準比リフト1.002
福島,小回り・機動型,芝,中距離(1700-2000),良,中枠(3-6),母父,ディープインパクト,73,7,16,0.0959,0.2192,38.1,0.0,6.68,0.2188,0.0004,1.002,C,福島芝中距離(1700-2000)・良・中枠(3-6)で母父「ディープインパクト」は基準比リフト1.002
東京,直線長め・持続型,ダ,短中距離(1400-1600),良,中枠(3-6),母父,ティンバーカントリー,145,15,29,0.1034,0.2,157.6,0.0,8.7,0.1997,0.0003,1.002,C,東京ダ短中距離(1400-1600)・良・中枠(3-6)で母父「ティンバーカントリー」は基準比リフト1.002
中山,坂あり・パワー型,ダ,短距離(1000-1300),良,中枠(3-6),母父,ネオユニヴァース,114,5,22,0.0439,0.193,69.2,0.0,8.34,0.1927,0.0003,1.002,C,中山ダ短距離(1000-1300)・良・中枠(3-6)で母父「ネオユニヴァース」は基準比リフト1.002
阪神,坂あり・パワー型,芝,短中距離(1400-1600),良,外枠(7-8),母父,キングカメハメハ,89,7,17,0.0787,0.191,235.5,0.0,7.93,0.1907,0.0003,1.002,C,阪神芝短中距離(1400-1600)・良・外枠(7-8)で母父「キングカメハメハ」は基準比リフト1.002
中山,坂あり・パワー型,ダ,中距離(1700-2000),良,内枠(1-2),母父,ティンバーカントリー,54,4,10,0.0741,0.1852,15.2,0.0,8.07,0.1848,0.0004,1.002,C,中山ダ中距離(1700-2000)・良・内枠(1-2)で母父「ティンバーカントリー」は基準比リフト1.002
阪神,坂あり・パワー型,ダ,中距離(1700-2000),稍,中枠(3-6),母父,クロフネ,62,3,13,0.0484,0.2097,15.6,0.0,6.97,0.2095,0.0002,1.001,C,阪神ダ中距離(1700-2000)・稍・中枠(3-6)で母父「クロフネ」は基準比リフト1.001
阪神,坂あり・パワー型,ダ,中距離(1700-2000),稍,内枠(1-2),母父,サンデーサイレンス,79,6,18,0.0759,0.2278,116.5,0.0,6.82,0.2278,0.0,1.0,C,阪神ダ中距離(1700-2000)・稍・内枠(1-2)で母父「サンデーサイレンス」は基準比リフト1.0
京都,平坦・スピード型,ダ,中距離(1700-2000),良,中枠(3-6),母父,ネオユニヴァース,55,2,12,0.0364,0.2182,12.0,0.0,7.6,0.2181,0.0001,1.0,C,京都ダ中距離(1700-2000)・良・中枠(3-6)で母父「ネオユニヴァース」は基準比リフト1.0
中山,坂あり・パワー型,芝,短中距離(1400-1600),良,外枠(7-8),母父,フレンチデピュティ,53,6,10,0.1132,0.1887,60.6,0.0,7.38,0.1887,0.0,1.0,C,中山芝短中距離(1400-1600)・良・外枠(7-8)で母父「フレンチデピュティ」は基準比リフト1.0
東京,直線長め・持続型,芝,中長距離(2100-2400),良,中枠(3-6),母父,ダンスインザダーク,62,0,14,0.0,0.2258,0.0,0.0,8.34,0.226,-0.0002,0.999,参考,東京芝中長距離(2100-2400)・良・中枠(3-6)で母父「ダンスインザダーク」は基準比リフト0.999
中山,坂あり・パワー型,ダ,短距離(1000-1300),良,外枠(7-8),母父,フォーティナイナー,64,5,13,0.0781,0.2031,101.9,0.0,8.3,0.2034,-0.0003,0.999,参考,中山ダ短距離(1000-1300)・良・外枠(7-8)で母父「フォーティナイナー」は基準比リフト0.999
福島,小回り・機動型,ダ,中距離(1700-2000),良,中枠(3-6),母父,マンハッタンカフェ,55,6,11,0.1091,0.2,68.4,0.0,7.47,0.2003,-0.0003,0.999,参考,福島ダ中距離(1700-2000)・良・中枠(3-6)で母父「マンハッタンカフェ」は基準比リフト0.999
東京,直線長め・持続型,ダ,短中距離(1400-1600),稍,中枠(3-6),母父,ダンスインザダーク,74,3,14,0.0405,0.1892,36.1,0.0,8.16,0.1894,-0.0002,0.999,参考,東京ダ短中距離(1400-1600)・稍・中枠(3-6)で母父「ダンスインザダーク」は基準比リフト0.999
小倉,小回り・機動型,芝,中距離(1700-2000),良,中枠(3-6),母父,フジキセキ,140,12,31,0.0857,0.2214,55.7,0.0,8.04,0.2218,-0.0004,0.998,参考,小倉芝中距離(1700-2000)・良・中枠(3-6)で母父「フジキセキ」は基準比リフト0.998
小倉,小回り・機動型,芝,短距離(1000-1300),良,外枠(7-8),母父,アグネスタキオン,91,9,18,0.0989,0.1978,109.0,0.0,8.46,0.1981,-0.0003,0.998,参考,小倉芝短距離(1000-1300)・良・外枠(7-8)で母父「アグネスタキオン」は基準比リフト0.998
京都,平坦・スピード型,ダ,短距離(1000-1300),良,中枠(3-6),母父,フジキセキ,144,7,28,0.0486,0.1944,18.5,0.0,8.15,0.1949,-0.0005,0.997,参考,京都ダ短距離(1000-1300)・良・中枠(3-6)で母父「フジキセキ」は基準比リフト0.997
阪神,坂あり・パワー型,ダ,短中距離(1400-1600),良,外枠(7-8),母父,フジキセキ,59,4,13,0.0678,0.2203,182.9,0.0,8.31,0.2213,-0.001,0.995,参考,阪神ダ短中距離(1400-1600)・良・外枠(7-8)で母父「フジキセキ」は基準比リフト0.995
中山,坂あり・パワー型,ダ,中距離(1700-2000),稍,中枠(3-6),母父,サンデーサイレンス,169,13,35,0.0769,0.2071,100.9,0.0,7.79,0.2081,-0.001,0.995,参考,中山ダ中距離(1700-2000)・稍・中枠(3-6)で母父「サンデーサイレンス」は基準比リフト0.995
京都,平坦・スピード型,芝,中距離(1700-2000),良,中枠(3-6),母父,スペシャルウィーク,82,6,20,0.0732,0.2439,36.3,0.0,6.79,0.2454,-0.0015,0.994,参考,京都芝中距離(1700-2000)・良・中枠(3-6)で母父「スペシャルウィーク」は基準比リフト0.994
中山,坂あり・パワー型,芝,長距離(2500以上),良,中枠(3-6),母父,サンデーサイレンス,87,6,21,0.069,0.2414,77.4,0.0,7.33,0.2429,-0.0015,0.994,参考,中山芝長距離(2500以上)・良・中枠(3-6)で母父「サンデーサイレンス」は基準比リフト0.994
阪神,坂あり・パワー型,ダ,中距離(1700-2000),良,中枠(3-6),母父,ダンスインザダーク,177,14,40,0.0791,0.226,76.8,0.0,7.33,0.2273,-0.0013,0.994,参考,阪神ダ中距離(1700-2000)・良・中枠(3-6)で母父「ダンスインザダーク」は基準比リフト0.994
福島,小回り・機動型,芝,中距離(1700-2000),良,中枠(3-6),母父,スペシャルウィーク,92,4,20,0.0435,0.2174,22.0,0.0,7.39,0.2188,-0.0014,0.994,参考,福島芝中距離(1700-2000)・良・中枠(3-6)で母父「スペシャルウィーク」は基準比リフト0.994
函館,小回り・持続型,ダ,中距離(1700-2000),良,中枠(3-6),母父,サンデーサイレンス,171,13,40,0.076,0.2339,106.7,0.0,6.16,0.2356,-0.0017,0.993,参考,函館ダ中距離(1700-2000)・良・中枠(3-6)で母父「サンデーサイレンス」は基準比リフト0.993
函館,小回り・持続型,芝,中距離(1700-2000),良,外枠(7-8),母父,サンデーサイレンス,142,13,29,0.0915,0.2042,52.4,0.0,6.32,0.2056,-0.0014,0.993,参考,函館芝中距離(1700-2000)・良・外枠(7-8)で母父「サンデーサイレンス」は基準比リフト0.993
東京,直線長め・持続型,芝,短中距離(1400-1600),良,中枠(3-6),母父,スペシャルウィーク,154,13,31,0.0844,0.2013,62.4,0.0,8.49,0.2028,-0.0015,0.993,参考,東京芝短中距離(1400-1600)・良・中枠(3-6)で母父「スペシャルウィーク」は基準比リフト0.993
中山,坂あり・パワー型,芝,短中距離(1400-1600),良,中枠(3-6),母父,トニービン,95,5,19,0.0526,0.2,61.3,0.0,7.74,0.2014,-0.0014,0.993,参考,中山芝短中距離(1400-1600)・良・中枠(3-6)で母父「トニービン」は基準比リフト0.993
京都,平坦・スピード型,ダ,短距離(1000-1300),良,中枠(3-6),母父,クロフネ,62,4,12,0.0645,0.1935,213.9,0.0,8.1,0.1949,-0.0014,0.993,参考,京都ダ短距離(1000-1300)・良・中枠(3-6)で母父「クロフネ」は基準比リフト0.993
京都,平坦・スピード型,芝,短中距離(1400-1600),良,中枠(3-6),母父,クロフネ,113,5,24,0.0442,0.2124,23.5,0.0,7.73,0.2142,-0.0018,0.992,参考,京都芝短中距離(1400-1600)・良・中枠(3-6)で母父「クロフネ」は基準比リフト0.992
東京,直線長め・持続型,ダ,短中距離(1400-1600),良,中枠(3-6),母父,キングカメハメハ,222,11,44,0.0495,0.1982,20.3,0.0,7.52,0.1997,-0.0015,0.992,参考,東京ダ短中距離(1400-1600)・良・中枠(3-6)で母父「キングカメハメハ」は基準比リフト0.992
小倉,小回り・機動型,芝,中距離(1700-2000),良,中枠(3-6),母父,アグネスタキオン,141,15,31,0.1064,0.2199,82.3,0.0,7.5,0.2218,-0.0019,0.991,参考,小倉芝中距離(1700-2000)・良・中枠(3-6)で母父「アグネスタキオン」は基準比リフト0.991
中山,坂あり・パワー型,ダ,中距離(1700-2000),稍,内枠(1-2),母父,サンデーサイレンス,88,7,16,0.0795,0.1818,62.2,0.0,7.57,0.1835,-0.0017,0.991,参考,中山ダ中距離(1700-2000)・稍・内枠(1-2)で母父「サンデーサイレンス」は基準比リフト0.991
東京,直線長め・持続型,ダ,短中距離(1400-1600),良,外枠(7-8),母父,ジェイドロバリー,56,2,12,0.0357,0.2143,21.4,0.0,8.38,0.2165,-0.0022,0.99,参考,東京ダ短中距離(1400-1600)・良・外枠(7-8)で母父「ジェイドロバリー」は基準比リフト0.99
東京,直線長め・持続型,ダ,短中距離(1400-1600),良,中枠(3-6),母父,ホワイトマズル,91,6,18,0.0659,0.1978,39.5,0.0,8.3,0.1997,-0.0019,0.99,参考,東京ダ短中距離(1400-1600)・良・中枠(3-6)で母父「ホワイトマズル」は基準比リフト0.99
東京,直線長め・持続型,芝,短中距離(1400-1600),良,外枠(7-8),母父,フレンチデピュティ,117,8,23,0.0684,0.1966,53.2,0.0,7.83,0.1988,-0.0022,0.989,参考,東京芝短中距離(1400-1600)・良・外枠(7-8)で母父「フレンチデピュティ」は基準比リフト0.989
新潟,直線長め・平坦型,芝,中距離(1700-2000),良,外枠(7-8),母父,サンデーサイレンス,221,21,46,0.095,0.2081,83.3,0.0,7.44,0.2107,-0.0026,0.988,参考,新潟芝中距離(1700-2000)・良・外枠(7-8)で母父「サンデーサイレンス」は基準比リフト0.988
東京,直線長め・持続型,芝,短中距離(1400-1600),良,外枠(7-8),母父,ダイワメジャー,56,7,11,0.125,0.1964,211.1,0.0,7.14,0.1988,-0.0024,0.988,参考,東京芝短中距離(1400-1600)・良・外枠(7-8)で母父「ダイワメジャー」は基準比リフト0.988
京都,平坦・スピード型,芝,短中距離(1400-1600),良,内枠(1-2),母父,アグネスタキオン,51,4,11,0.0784,0.2157,69.6,0.0,7.49,0.2185,-0.0028,0.987,参考,京都芝短中距離(1400-1600)・良・内枠(1-2)で母父「アグネスタキオン」は基準比リフト0.987
東京,直線長め・持続型,芝,短中距離(1400-1600),良,内枠(1-2),母父,キングカメハメハ,99,8,20,0.0808,0.202,51.3,0.0,7.55,0.2047,-0.0027,0.987,参考,東京芝短中距離(1400-1600)・良・内枠(1-2)で母父「キングカメハメハ」は基準比リフト0.987
東京,直線長め・持続型,ダ,短中距離(1400-1600),良,中枠(3-6),母父,ワイルドラッシュ,71,5,14,0.0704,0.1972,59.0,0.0,7.79,0.1997,-0.0025,0.987,参考,東京ダ短中距離(1400-1600)・良・中枠(3-6)で母父「ワイルドラッシュ」は基準比リフト0.987
中山,坂あり・パワー型,ダ,短距離(1000-1300),良,中枠(3-6),母父,サンデーサイレンス,347,21,66,0.0605,0.1902,63.0,0.0,8.36,0.1927,-0.0025,0.987,参考,中山ダ短距離(1000-1300)・良・中枠(3-6)で母父「サンデーサイレンス」は基準比リフト0.987
京都,平坦・スピード型,ダ,中距離(1700-2000),良,内枠(1-2),母父,ダンスインザダーク,57,3,13,0.0526,0.2281,68.1,0.0,8.21,0.2314,-0.0033,0.986,参考,京都ダ中距離(1700-2000)・良・内枠(1-2)で母父「ダンスインザダーク」は基準比リフト0.986
東京,直線長め・持続型,芝,短中距離(1400-1600),良,中枠(3-6),母父,アドマイヤベガ,70,4,14,0.0571,0.2,250.9,0.0,9.0,0.2028,-0.0028,0.986,参考,東京芝短中距離(1400-1600)・良・中枠(3-6)で母父「アドマイヤベガ」は基準比リフト0.986
札幌,小回り・持続型,芝,長距離(2500以上),良,中枠(3-6),母父,サンデーサイレンス,61,4,14,0.0656,0.2295,26.1,0.0,5.59,0.233,-0.0035,0.985,参考,札幌芝長距離(2500以上)・良・中枠(3-6)で母父「サンデーサイレンス」は基準比リフト0.985
東京,直線長め・持続型,ダ,短中距離(1400-1600),良,外枠(7-8),母父,タイキシャトル,75,8,16,0.1067,0.2133,362.4,0.0,9.33,0.2165,-0.0032,0.985,参考,東京ダ短中距離(1400-1600)・良・外枠(7-8)で母父「タイキシャトル」は基準比リフト0.985
福島,小回り・機動型,芝,中距離(1700-2000),良,内枠(1-2),母父,アグネスタキオン,59,4,12,0.0678,0.2034,55.4,0.0,7.41,0.2066,-0.0032,0.985,参考,福島芝中距離(1700-2000)・良・内枠(1-2)で母父「アグネスタキオン」は基準比リフト0.985
京都,平坦・スピード型,芝,短距離(1000-1300),良,中枠(3-6),母父,サンデーサイレンス,123,7,25,0.0569,0.2033,42.8,0.0,7.21,0.2064,-0.0031,0.985,参考,京都芝短距離(1000-1300)・良・中枠(3-6)で母父「サンデーサイレンス」は基準比リフト0.985
小倉,小回り・機動型,芝,中距離(1700-2000),良,外枠(7-8),母父,サンデーサイレンス,238,19,48,0.0798,0.2017,48.9,0.0,7.4,0.2048,-0.0031,0.985,参考,小倉芝中距離(1700-2000)・良・外枠(7-8)で母父「サンデーサイレンス」は基準比リフト0.985
東京,直線長め・持続型,ダ,短中距離(1400-1600),良,中枠(3-6),母父,シンボリクリスエス,244,17,48,0.0697,0.1967,108.6,0.0,7.87,0.1997,-0.003,0.985,参考,東京ダ短中距離(1400-1600)・良・中枠(3-6)で母父「シンボリクリスエス」は基準比リフト0.985
中京,直線長め・持続型,ダ,短中距離(1400-1600),良,中枠(3-6),母父,フレンチデピュティ,72,4,14,0.0556,0.1944,31.2,0.0,6.92,0.1973,-0.0029,0.985,参考,中京ダ短中距離(1400-1600)・良・中枠(3-6)で母父「フレンチデピュティ」は基準比リフト0.985
京都,平坦・スピード型,芝,短中距離(1400-1600),良,内枠(1-2),母父,サンデーサイレンス,214,12,46,0.0561,0.215,44.3,0.0,7.76,0.2185,-0.0035,0.984,参考,京都芝短中距離(1400-1600)・良・内枠(1-2)で母父「サンデーサイレンス」は基準比リフト0.984
中山,坂あり・パワー型,ダ,短距離(1000-1300),良,内枠(1-2),母父,スペシャルウィーク,69,7,12,0.1014,0.1739,146.8,0.0,8.9,0.1768,-0.0029,0.984,参考,中山ダ短距離(1000-1300)・良・内枠(1-2)で母父「スペシャルウィーク」は基準比リフト0.984
新潟,直線長め・平坦型,ダ,中距離(1700-2000),良,外枠(7-8),母父,アグネスタキオン,63,5,14,0.0794,0.2222,35.2,0.0,7.83,0.226,-0.0038,0.983,参考,新潟ダ中距離(1700-2000)・良・外枠(7-8)で母父「アグネスタキオン」は基準比リフト0.983
京都,平坦・スピード型,ダ,中距離(1700-2000),良,中枠(3-6),母父,ジェイドロバリー,70,8,15,0.1143,0.2143,152.3,0.0,7.5,0.2181,-0.0038,0.983,参考,京都ダ中距離(1700-2000)・良・中枠(3-6)で母父「ジェイドロバリー」は基準比リフト0.983
京都,平坦・スピード型,芝,短中距離(1400-1600),良,中枠(3-6),母父,タイキシャトル,114,9,24,0.0789,0.2105,40.3,0.0,7.88,0.2142,-0.0037,0.983,参考,京都芝短中距離(1400-1600)・良・中枠(3-6)で母父「タイキシャトル」は基準比リフト0.983
京都,平坦・スピード型,芝,短中距離(1400-1600),良,中枠(3-6),母父,ディープインパクト,114,6,24,0.0526,0.2105,34.4,0.0,6.99,0.2142,-0.0037,0.983,参考,京都芝短中距離(1400-1600)・良・中枠(3-6)で母父「ディープインパクト」は基準比リフト0.983
京都,平坦・スピード型,ダ,中距離(1700-2000),良,外枠(7-8),母父,フォーティナイナー,64,5,13,0.0781,0.2031,26.9,0.0,7.83,0.2066,-0.0035,0.983,参考,京都ダ中距離(1700-2000)・良・外枠(7-8)で母父「フォーティナイナー」は基準比リフト0.983
東京,直線長め・持続型,ダ,短中距離(1400-1600),稍,外枠(7-8),母父,ブライアンズタイム,64,5,14,0.0781,0.2188,169.1,0.0,8.91,0.2227,-0.0039,0.982,参考,東京ダ短中距離(1400-1600)・稍・外枠(7-8)で母父「ブライアンズタイム」は基準比リフト0.982
京都,平坦・スピード型,ダ,中距離(1700-2000),良,外枠(7-8),母父,トニービン,69,5,14,0.0725,0.2029,21.7,0.0,6.57,0.2066,-0.0037,0.982,参考,京都ダ中距離(1700-2000)・良・外枠(7-8)で母父「トニービン」は基準比リフト0.982
阪神,坂あり・パワー型,ダ,中距離(1700-2000),良,内枠(1-2),母父,ブライアンズタイム,89,6,18,0.0674,0.2022,40.7,0.0,7.44,0.206,-0.0038,0.982,参考,阪神ダ中距離(1700-2000)・良・内枠(1-2)で母父「ブライアンズタイム」は基準比リフト0.982
東京,直線長め・持続型,芝,短中距離(1400-1600),良,外枠(7-8),母父,トニービン,128,9,25,0.0703,0.1953,37.6,0.0,8.32,0.1988,-0.0035,0.982,参考,東京芝短中距離(1400-1600)・良・外枠(7-8)で母父「トニービン」は基準比リフト0.982
新潟,直線長め・平坦型,芝,短中距離(1400-1600),良,中枠(3-6),母父,タイキシャトル,68,4,13,0.0588,0.1912,86.2,0.0,9.54,0.1947,-0.0035,0.982,参考,新潟芝短中距離(1400-1600)・良・中枠(3-6)で母父「タイキシャトル」は基準比リフト0.982
京都,平坦・スピード型,芝,短中距離(1400-1600),良,内枠(1-2),母父,ダンスインザダーク,70,4,15,0.0571,0.2143,38.0,0.0,7.97,0.2185,-0.0042,0.981,参考,京都芝短中距離(1400-1600)・良・内枠(1-2)で母父「ダンスインザダーク」は基準比リフト0.981
京都,平坦・スピード型,ダ,中距離(1700-2000),良,中枠(3-6),母父,フジキセキ,173,10,37,0.0578,0.2139,23.7,0.0,7.31,0.2181,-0.0042,0.981,参考,京都ダ中距離(1700-2000)・良・中枠(3-6)で母父「フジキセキ」は基準比リフト0.981
中山,坂あり・パワー型,ダ,短距離(1000-1300),良,中枠(3-6),母父,スペシャルウィーク,106,8,20,0.0755,0.1887,34.4,0.0,7.93,0.1927,-0.004,0.979,参考,中山ダ短距離(1000-1300)・良・中枠(3-6)で母父「スペシャルウィーク」は基準比リフト0.979
中山,坂あり・パワー型,ダ,中距離(1700-2000),良,外枠(7-8),母父,キングカメハメハ,101,12,22,0.1188,0.2178,156.5,0.0,8.31,0.2226,-0.0048,0.978,参考,中山ダ中距離(1700-2000)・良・外枠(7-8)で母父「キングカメハメハ」は基準比リフト0.978
中山,坂あり・パワー型,ダ,短距離(1000-1300),良,外枠(7-8),母父,サンデーサイレンス,191,14,38,0.0733,0.199,41.4,0.0,8.19,0.2034,-0.0044,0.978,参考,中山ダ短距離(1000-1300)・良・外枠(7-8)で母父「サンデーサイレンス」は基準比リフト0.978
小倉,小回り・機動型,芝,中距離(1700-2000),良,中枠(3-6),母父,Sadler's Wells,60,2,13,0.0333,0.2167,13.7,0.0,8.2,0.2218,-0.0051,0.977,参考,小倉芝中距離(1700-2000)・良・中枠(3-6)で母父「Sadler's Wells」は基準比リフト0.977
新潟,直線長め・平坦型,芝,中距離(1700-2000),良,中枠(3-6),母父,フレンチデピュティ,66,5,14,0.0758,0.2121,65.0,0.0,7.27,0.2171,-0.005,0.977,参考,新潟芝中距離(1700-2000)・良・中枠(3-6)で母父「フレンチデピュティ」は基準比リフト0.977
中山,坂あり・パワー型,芝,中距離(1700-2000),良,中枠(3-6),母父,ジャングルポケット,52,1,11,0.0192,0.2115,11.9,0.0,8.79,0.2165,-0.005,0.977,参考,中山芝中距離(1700-2000)・良・中枠(3-6)で母父「ジャングルポケット」は基準比リフト0.977
福島,小回り・機動型,ダ,短距離(1000-1300),良,中枠(3-6),母父,サンデーサイレンス,98,6,18,0.0612,0.1837,67.1,0.0,7.4,0.1882,-0.0045,0.976,参考,福島ダ短距離(1000-1300)・良・中枠(3-6)で母父「サンデーサイレンス」は基準比リフト0.976
中山,坂あり・パワー型,芝,中距離(1700-2000),良,内枠(1-2),母父,キングカメハメハ,74,3,16,0.0405,0.2162,8.2,0.0,6.84,0.2217,-0.0055,0.975,参考,中山芝中距離(1700-2000)・良・内枠(1-2)で母父「キングカメハメハ」は基準比リフト0.975
京都,平坦・スピード型,ダ,中距離(1700-2000),良,中枠(3-6),母父,スペシャルウィーク,127,8,27,0.063,0.2126,182.8,0.0,7.77,0.2181,-0.0055,0.975,参考,京都ダ中距離(1700-2000)・良・中枠(3-6)で母父「スペシャルウィーク」は基準比リフト0.975
阪神,坂あり・パワー型,芝,短中距離(1400-1600),良,中枠(3-6),母父,タイキシャトル,123,8,26,0.065,0.2114,66.3,0.0,8.48,0.2169,-0.0055,0.975,参考,阪神芝短中距離(1400-1600)・良・中枠(3-6)で母父「タイキシャトル」は基準比リフト0.975
中京,直線長め・持続型,ダ,中距離(1700-2000),良,外枠(7-8),母父,キングカメハメハ,59,5,12,0.0847,0.2034,60.7,0.0,6.86,0.2087,-0.0053,0.975,参考,中京ダ中距離(1700-2000)・良・外枠(7-8)で母父「キングカメハメハ」は基準比リフト0.975
中京,直線長め・持続型,芝,短中距離(1400-1600),良,中枠(3-6),母父,マンハッタンカフェ,55,4,11,0.0727,0.2,35.8,0.0,8.6,0.2051,-0.0051,0.975,参考,中京芝短中距離(1400-1600)・良・中枠(3-6)で母父「マンハッタンカフェ」は基準比リフト0.975
新潟,直線長め・平坦型,ダ,短距離(1000-1300),良,中枠(3-6),母父,サクラバクシンオー,96,8,19,0.0833,0.1979,184.7,0.0,7.6,0.2029,-0.005,0.975,参考,新潟ダ短距離(1000-1300)・良・中枠(3-6)で母父「サクラバクシンオー」は基準比リフト0.975
東京,直線長め・持続型,ダ,短中距離(1400-1600),良,中枠(3-6),母父,ダンシングブレーヴ,77,2,15,0.026,0.1948,6.5,0.0,8.66,0.1997,-0.0049,0.975,参考,東京ダ短中距離(1400-1600)・良・中枠(3-6)で母父「ダンシングブレーヴ」は基準比リフト0.975
新潟,直線長め・平坦型,芝,短中距離(1400-1600),良,中枠(3-6),母父,クロフネ,79,4,15,0.0506,0.1899,112.7,0.0,7.57,0.1947,-0.0048,0.975,参考,新潟芝短中距離(1400-1600)・良・中枠(3-6)で母父「クロフネ」は基準比リフト0.975
東京,直線長め・持続型,芝,中距離(1700-2000),良,中枠(3-6),母父,アグネスデジタル,52,3,12,0.0577,0.2308,97.1,0.0,8.02,0.237,-0.0062,0.974,参考,東京芝中距離(1700-2000)・良・中枠(3-6)で母父「アグネスデジタル」は基準比リフト0.974
中山,坂あり・パワー型,芝,短中距離(1400-1600),良,中枠(3-6),母父,キングカメハメハ,102,9,20,0.0882,0.1961,76.8,0.0,7.87,0.2014,-0.0053,0.974,参考,中山芝短中距離(1400-1600)・良・中枠(3-6)で母父「キングカメハメハ」は基準比リフト0.974
東京,直線長め・持続型,ダ,短中距離(1400-1600),良,内枠(1-2),母父,フレンチデピュティ,153,10,25,0.0654,0.1634,42.8,0.0,8.29,0.1677,-0.0043,0.974,参考,東京ダ短中距離(1400-1600)・良・内枠(1-2)で母父「フレンチデピュティ」は基準比リフト0.974
東京,直線長め・持続型,ダ,短中距離(1400-1600),良,中枠(3-6),母父,マンハッタンカフェ,144,11,28,0.0764,0.1944,72.6,0.0,8.18,0.1997,-0.0053,0.973,参考,東京ダ短中距離(1400-1600)・良・中枠(3-6)で母父「マンハッタンカフェ」は基準比リフト0.973
中山,坂あり・パワー型,ダ,短距離(1000-1300),良,中枠(3-6),母父,ダイワメジャー,64,5,12,0.0781,0.1875,25.0,0.0,7.48,0.1927,-0.0052,0.973,参考,中山ダ短距離(1000-1300)・良・中枠(3-6)で母父「ダイワメジャー」は基準比リフト0.973
中京,直線長め・持続型,芝,短中距離(1400-1600),良,中枠(3-6),母父,サンデーサイレンス,261,12,52,0.046,0.1992,48.0,0.0,7.78,0.2051,-0.0059,0.971,参考,中京芝短中距離(1400-1600)・良・中枠(3-6)で母父「サンデーサイレンス」は基準比リフト0.971
小倉,小回り・機動型,芝,短距離(1000-1300),良,外枠(7-8),母父,フジキセキ,130,7,25,0.0538,0.1923,94.4,0.0,8.78,0.1981,-0.0058,0.971,参考,小倉芝短距離(1000-1300)・良・外枠(7-8)で母父「フジキセキ」は基準比リフト0.971
阪神,坂あり・パワー型,芝,短中距離(1400-1600),良,中枠(3-6),母父,マンハッタンカフェ,57,4,12,0.0702,0.2105,52.5,0.0,7.89,0.2169,-0.0064,0.97,参考,阪神芝短中距離(1400-1600)・良・中枠(3-6)で母父「マンハッタンカフェ」は基準比リフト0.97
