場所,コースタイプ,芝・ダ,距離帯,馬場分類,枠ゾーン,血統区分,血統名,母数,勝利数,複勝数,勝率,複勝率,単勝回収率,複勝回収率,平均人気,基準複勝率,複勝率差,リフト,評価,特徴コメント
中京,直線長め・持続型,ダ,短距離(1000-1300),良,外枠(7-8),母父,サンデーサイレンス,59,9,19,0.1525,0.322,152.7,0.0,7.8,0.1988,0.1232,1.62,C,中京ダ短距離(1000-1300)・良・外枠(7-8)で母父「サンデーサイレンス」は基準比リフト1.62
阪神,坂あり・パワー型,ダ,中距離(1700-2000),良,中枠(3-6),母父,ゴールドアリュール,77,10,28,0.1299,0.3636,87.7,0.0,6.3,0.2273,0.1363,1.6,C,阪神ダ中距離(1700-2000)・良・中枠(3-6)で母父「ゴールドアリュール」は基準比リフト1.6
阪神,坂あり・パワー型,ダ,中距離(1700-2000),良,中枠(3-6),母父,ネオユニヴァース,77,9,28,0.1169,0.3636,162.3,0.0,7.25,0.2273,0.1363,1.6,C,阪神ダ中距離(1700-2000)・良・中枠(3-6)で母父「ネオユニヴァース」は基準比リフト1.6
阪神,坂あり・パワー型,芝,中距離(1700-2000),良,外枠(7-8),母父,クロフネ,78,11,29,0.141,0.3718,112.4,0.0,5.83,0.2332,0.1386,1.594,C,阪神芝中距離(1700-2000)・良・外枠(7-8)で母父「クロフネ」は基準比リフト1.594
京都,平坦・スピード型,芝,中距離(1700-2000),良,中枠(3-6),母父,シンボリクリスエス,72,13,28,0.1806,0.3889,55.6,0.0,6.22,0.2454,0.1435,1.585,C,京都芝中距離(1700-2000)・良・中枠(3-6)で母父「シンボリクリスエス」は基準比リフト1.585
中山,坂あり・パワー型,ダ,中距離(1700-2000),良,中枠(3-6),母父,Storm Cat,51,6,16,0.1176,0.3137,283.7,0.0,7.2,0.199,0.1147,1.576,C,中山ダ中距離(1700-2000)・良・中枠(3-6)で母父「Storm Cat」は基準比リフト1.576
新潟,直線長め・平坦型,芝,短中距離(1400-1600),良,中枠(3-6),母父,アグネスタキオン,75,11,23,0.1467,0.3067,178.1,0.0,7.25,0.1947,0.112,1.575,C,新潟芝短中距離(1400-1600)・良・中枠(3-6)で母父「アグネスタキオン」は基準比リフト1.575
東京,直線長め・持続型,ダ,短中距離(1400-1600),良,内枠(1-2),母父,Storm Cat,53,7,14,0.1321,0.2642,56.6,0.0,7.57,0.1677,0.0965,1.575,C,東京ダ短中距離(1400-1600)・良・内枠(1-2)で母父「Storm Cat」は基準比リフト1.575
東京,直線長め・持続型,ダ,短中距離(1400-1600),良,内枠(1-2),母父,ディープインパクト,65,3,17,0.0462,0.2615,23.2,0.0,7.65,0.1677,0.0938,1.559,C,東京ダ短中距離(1400-1600)・良・内枠(1-2)で母父「ディープインパクト」は基準比リフト1.559
東京,直線長め・持続型,ダ,中長距離(2100-2400),良,中枠(3-6),母父,スペシャルウィーク,58,7,20,0.1207,0.3448,150.2,0.0,6.88,0.2214,0.1234,1.557,C,東京ダ中長距離(2100-2400)・良・中枠(3-6)で母父「スペシャルウィーク」は基準比リフト1.557
中山,坂あり・パワー型,ダ,中距離(1700-2000),良,外枠(7-8),母父,スペシャルウィーク,78,13,27,0.1667,0.3462,236.9,0.0,7.06,0.2226,0.1236,1.555,C,中山ダ中距離(1700-2000)・良・外枠(7-8)で母父「スペシャルウィーク」は基準比リフト1.555
中山,坂あり・パワー型,ダ,短距離(1000-1300),良,外枠(7-8),母父,ネオユニヴァース,54,4,17,0.0741,0.3148,32.6,0.0,7.39,0.2034,0.1114,1.548,C,中山ダ短距離(1000-1300)・良・外枠(7-8)で母父「ネオユニヴァース」は基準比リフト1.548
東京,直線長め・持続型,芝,中距離(1700-2000),良,外枠(7-8),母父,フレンチデピュティ,57,7,19,0.1228,0.3333,210.0,0.0,7.39,0.2154,0.1179,1.547,C,東京芝中距離(1700-2000)・良・外枠(7-8)で母父「フレンチデピュティ」は基準比リフト1.547
福島,小回り・機動型,ダ,中距離(1700-2000),良,中枠(3-6),母父,アフリート,78,12,24,0.1538,0.3077,144.0,0.0,7.26,0.2003,0.1074,1.536,C,福島ダ中距離(1700-2000)・良・中枠(3-6)で母父「アフリート」は基準比リフト1.536
東京,直線長め・持続型,ダ,短中距離(1400-1600),良,中枠(3-6),母父,Fusaichi Pegasus,79,6,24,0.0759,0.3038,62.9,0.0,7.03,0.1997,0.1041,1.521,C,東京ダ短中距離(1400-1600)・良・中枠(3-6)で母父「Fusaichi Pegasus」は基準比リフト1.521
東京,直線長め・持続型,芝,短中距離(1400-1600),良,外枠(7-8),母父,ファルブラヴ,53,5,16,0.0943,0.3019,362.3,0.0,6.68,0.1988,0.1031,1.519,C,東京芝短中距離(1400-1600)・良・外枠(7-8)で母父「ファルブラヴ」は基準比リフト1.519
新潟,直線長め・平坦型,芝,短中距離(1400-1600),良,中枠(3-6),母父,ディープインパクト,75,9,22,0.12,0.2933,128.8,0.0,7.76,0.1947,0.0986,1.506,C,新潟芝短中距離(1400-1600)・良・中枠(3-6)で母父「ディープインパクト」は基準比リフト1.506
京都,平坦・スピード型,芝,中距離(1700-2000),良,中枠(3-6),母父,Storm Cat,65,7,24,0.1077,0.3692,34.9,0.0,5.85,0.2454,0.1238,1.504,C,京都芝中距離(1700-2000)・良・中枠(3-6)で母父「Storm Cat」は基準比リフト1.504
函館,小回り・持続型,ダ,中距離(1700-2000),良,中枠(3-6),母父,クロフネ,51,7,18,0.1373,0.3529,58.4,0.0,5.49,0.2356,0.1173,1.498,C,函館ダ中距離(1700-2000)・良・中枠(3-6)で母父「クロフネ」は基準比リフト1.498
中京,直線長め・持続型,芝,中距離(1700-2000),良,中枠(3-6),母父,キングカメハメハ,76,9,25,0.1184,0.3289,62.4,0.0,6.07,0.2207,0.1082,1.49,C,中京芝中距離(1700-2000)・良・中枠(3-6)で母父「キングカメハメハ」は基準比リフト1.49
東京,直線長め・持続型,芝,短中距離(1400-1600),良,中枠(3-6),母父,サクラユタカオー,53,5,16,0.0943,0.3019,61.3,0.0,7.62,0.2028,0.0991,1.489,C,東京芝短中距離(1400-1600)・良・中枠(3-6)で母父「サクラユタカオー」は基準比リフト1.489
中山,坂あり・パワー型,芝,中距離(1700-2000),良,外枠(7-8),母父,ディープインパクト,78,8,24,0.1026,0.3077,72.7,0.0,7.0,0.2074,0.1003,1.484,C,中山芝中距離(1700-2000)・良・外枠(7-8)で母父「ディープインパクト」は基準比リフト1.484
小倉,小回り・機動型,芝,短距離(1000-1300),良,中枠(3-6),母父,サクラユタカオー,52,7,15,0.1346,0.2885,129.6,0.0,7.29,0.1949,0.0936,1.48,C,小倉芝短距離(1000-1300)・良・中枠(3-6)で母父「サクラユタカオー」は基準比リフト1.48
小倉,小回り・機動型,ダ,短距離(1000-1300),良,中枠(3-6),母父,サンデーサイレンス,76,10,25,0.1316,0.3289,134.2,0.0,7.13,0.2229,0.106,1.476,C,小倉ダ短距離(1000-1300)・良・中枠(3-6)で母父「サンデーサイレンス」は基準比リフト1.476
新潟,直線長め・平坦型,ダ,短距離(1000-1300),稍,中枠(3-6),母父,サンデーサイレンス,68,5,20,0.0735,0.2941,60.1,0.0,6.97,0.1993,0.0948,1.476,C,新潟ダ短距離(1000-1300)・稍・中枠(3-6)で母父「サンデーサイレンス」は基準比リフト1.476
新潟,直線長め・平坦型,ダ,中距離(1700-2000),良,外枠(7-8),母父,ダンスインザダーク,66,3,22,0.0455,0.3333,19.2,0.0,7.29,0.226,0.1073,1.475,C,新潟ダ中距離(1700-2000)・良・外枠(7-8)で母父「ダンスインザダーク」は基準比リフト1.475
札幌,小回り・持続型,ダ,短距離(1000-1300),良,中枠(3-6),母父,サンデーサイレンス,61,4,23,0.0656,0.377,75.6,0.0,6.59,0.2558,0.1212,1.474,C,札幌ダ短距離(1000-1300)・良・中枠(3-6)で母父「サンデーサイレンス」は基準比リフト1.474
小倉,小回り・機動型,芝,中距離(1700-2000),良,中枠(3-6),母父,Storm Cat,52,7,17,0.1346,0.3269,85.0,0.0,6.63,0.2218,0.1051,1.474,C,小倉芝中距離(1700-2000)・良・中枠(3-6)で母父「Storm Cat」は基準比リフト1.474
中山,坂あり・パワー型,ダ,中距離(1700-2000),稍,中枠(3-6),母父,フレンチデピュティ,72,6,22,0.0833,0.3056,202.8,0.0,7.57,0.2081,0.0975,1.469,C,中山ダ中距離(1700-2000)・稍・中枠(3-6)で母父「フレンチデピュティ」は基準比リフト1.469
阪神,坂あり・パワー型,ダ,中距離(1700-2000),重不良,内枠(1-2),母父,サンデーサイレンス,51,6,15,0.1176,0.2941,52.5,0.0,6.37,0.2005,0.0936,1.467,C,阪神ダ中距離(1700-2000)・重不良・内枠(1-2)で母父「サンデーサイレンス」は基準比リフト1.467
中山,坂あり・パワー型,芝,短中距離(1400-1600),良,外枠(7-8),母父,キングカメハメハ,65,6,18,0.0923,0.2769,104.0,0.0,7.46,0.1887,0.0882,1.467,C,中山芝短中距離(1400-1600)・良・外枠(7-8)で母父「キングカメハメハ」は基準比リフト1.467
小倉,小回り・機動型,芝,短距離(1000-1300),良,内枠(1-2),母父,スペシャルウィーク,54,7,15,0.1296,0.2778,67.6,0.0,7.8,0.1897,0.0881,1.464,C,小倉芝短距離(1000-1300)・良・内枠(1-2)で母父「スペシャルウィーク」は基準比リフト1.464
京都,平坦・スピード型,芝,短距離(1000-1300),良,中枠(3-6),母父,トニービン,53,6,16,0.1132,0.3019,101.9,0.0,7.7,0.2064,0.0955,1.463,C,京都芝短距離(1000-1300)・良・中枠(3-6)で母父「トニービン」は基準比リフト1.463
小倉,小回り・機動型,ダ,中距離(1700-2000),稍,内枠(1-2),母父,サンデーサイレンス,61,6,18,0.0984,0.2951,150.8,0.0,7.75,0.2017,0.0934,1.463,C,小倉ダ中距離(1700-2000)・稍・内枠(1-2)で母父「サンデーサイレンス」は基準比リフト1.463
阪神,坂あり・パワー型,芝,中距離(1700-2000),良,内枠(1-2),母父,キングカメハメハ,71,7,26,0.0986,0.3662,49.7,0.0,6.39,0.2505,0.1157,1.462,C,阪神芝中距離(1700-2000)・良・内枠(1-2)で母父「キングカメハメハ」は基準比リフト1.462
小倉,小回り・機動型,芝,中距離(1700-2000),良,中枠(3-6),母父,エルコンドルパサー,71,4,23,0.0563,0.3239,170.6,0.0,5.96,0.2218,0.1021,1.46,C,小倉芝中距離(1700-2000)・良・中枠(3-6)で母父「エルコンドルパサー」は基準比リフト1.46
京都,平坦・スピード型,ダ,中距離(1700-2000),良,中枠(3-6),母父,Kingmambo,66,7,21,0.1061,0.3182,77.6,0.0,6.85,0.2181,0.1001,1.459,C,京都ダ中距離(1700-2000)・良・中枠(3-6)で母父「Kingmambo」は基準比リフト1.459
中京,直線長め・持続型,芝,短中距離(1400-1600),良,外枠(7-8),母父,スペシャルウィーク,52,5,15,0.0962,0.2885,404.4,0.0,8.4,0.1978,0.0907,1.459,C,中京芝短中距離(1400-1600)・良・外枠(7-8)で母父「スペシャルウィーク」は基準比リフト1.459
阪神,坂あり・パワー型,芝,短中距離(1400-1600),良,外枠(7-8),母父,Storm Cat,54,4,15,0.0741,0.2778,31.1,0.0,6.3,0.1907,0.0871,1.457,C,阪神芝短中距離(1400-1600)・良・外枠(7-8)で母父「Storm Cat」は基準比リフト1.457
中山,坂あり・パワー型,ダ,短距離(1000-1300),稍,中枠(3-6),母父,サクラバクシンオー,58,3,15,0.0517,0.2586,70.2,0.0,9.12,0.1775,0.0811,1.457,C,中山ダ短距離(1000-1300)・稍・中枠(3-6)で母父「サクラバクシンオー」は基準比リフト1.457
小倉,小回り・機動型,芝,中距離(1700-2000),良,外枠(7-8),母父,ディープインパクト,74,8,22,0.1081,0.2973,46.4,0.0,6.23,0.2048,0.0925,1.452,C,小倉芝中距離(1700-2000)・良・外枠(7-8)で母父「ディープインパクト」は基準比リフト1.452
福島,小回り・機動型,ダ,中距離(1700-2000),良,中枠(3-6),母父,ティンバーカントリー,55,4,16,0.0727,0.2909,36.7,0.0,7.85,0.2003,0.0906,1.452,C,福島ダ中距離(1700-2000)・良・中枠(3-6)で母父「ティンバーカントリー」は基準比リフト1.452
札幌,小回り・持続型,芝,中距離(1700-2000),良,中枠(3-6),母父,ディープインパクト,71,9,25,0.1268,0.3521,82.5,0.0,6.79,0.2428,0.1093,1.45,C,札幌芝中距離(1700-2000)・良・中枠(3-6)で母父「ディープインパクト」は基準比リフト1.45
中京,直線長め・持続型,ダ,中距離(1700-2000),良,中枠(3-6),母父,マンハッタンカフェ,60,9,19,0.15,0.3167,73.2,0.0,6.22,0.2184,0.0983,1.45,C,中京ダ中距離(1700-2000)・良・中枠(3-6)で母父「マンハッタンカフェ」は基準比リフト1.45
東京,直線長め・持続型,芝,中距離(1700-2000),良,内枠(1-2),母父,シンボリクリスエス,53,6,18,0.1132,0.3396,108.3,0.0,7.21,0.2345,0.1051,1.448,C,東京芝中距離(1700-2000)・良・内枠(1-2)で母父「シンボリクリスエス」は基準比リフト1.448
中山,坂あり・パワー型,ダ,中距離(1700-2000),良,中枠(3-6),母父,Giant's Causeway,59,5,17,0.0847,0.2881,96.4,0.0,7.19,0.199,0.0891,1.448,C,中山ダ中距離(1700-2000)・良・中枠(3-6)で母父「Giant's Causeway」は基準比リフト1.448
小倉,小回り・機動型,ダ,中距離(1700-2000),良,外枠(7-8),母父,ブライアンズタイム,70,4,20,0.0571,0.2857,248.9,0.0,8.44,0.1974,0.0883,1.447,C,小倉ダ中距離(1700-2000)・良・外枠(7-8)で母父「ブライアンズタイム」は基準比リフト1.447
福島,小回り・機動型,芝,短距離(1000-1300),良,外枠(7-8),母父,サクラバクシンオー,74,8,21,0.1081,0.2838,93.5,0.0,8.18,0.1962,0.0876,1.446,C,福島芝短距離(1000-1300)・良・外枠(7-8)で母父「サクラバクシンオー」は基準比リフト1.446
東京,直線長め・持続型,ダ,短中距離(1400-1600),稍,外枠(7-8),母父,フレンチデピュティ,53,5,17,0.0943,0.3208,32.3,0.0,6.7,0.2227,0.0981,1.441,C,東京ダ短中距離(1400-1600)・稍・外枠(7-8)で母父「フレンチデピュティ」は基準比リフト1.441
函館,小回り・持続型,ダ,中距離(1700-2000),良,中枠(3-6),母父,キングカメハメハ,56,5,19,0.0893,0.3393,56.2,0.0,5.84,0.2356,0.1037,1.44,C,函館ダ中距離(1700-2000)・良・中枠(3-6)で母父「キングカメハメハ」は基準比リフト1.44
小倉,小回り・機動型,芝,短距離(1000-1300),良,中枠(3-6),母父,ジャングルポケット,50,2,14,0.04,0.28,385.6,0.0,8.06,0.1949,0.0851,1.437,C,小倉芝短距離(1000-1300)・良・中枠(3-6)で母父「ジャングルポケット」は基準比リフト1.437
函館,小回り・持続型,芝,中距離(1700-2000),良,中枠(3-6),母父,キングカメハメハ,61,7,21,0.1148,0.3443,107.9,0.0,6.92,0.2397,0.1046,1.436,C,函館芝中距離(1700-2000)・良・中枠(3-6)で母父「キングカメハメハ」は基準比リフト1.436
京都,平坦・スピード型,ダ,短中距離(1400-1600),良,外枠(7-8),母父,ダンスインザダーク,61,5,17,0.082,0.2787,63.4,0.0,7.67,0.1942,0.0845,1.435,C,京都ダ短中距離(1400-1600)・良・外枠(7-8)で母父「ダンスインザダーク」は基準比リフト1.435
中山,坂あり・パワー型,ダ,短距離(1000-1300),稍,中枠(3-6),母父,クロフネ,63,5,16,0.0794,0.254,58.6,0.0,8.22,0.1775,0.0765,1.431,C,中山ダ短距離(1000-1300)・稍・中枠(3-6)で母父「クロフネ」は基準比リフト1.431
東京,直線長め・持続型,芝,中長距離(2100-2400),良,中枠(3-6),母父,ディープインパクト,59,8,19,0.1356,0.322,65.6,0.0,5.88,0.226,0.096,1.425,C,東京芝中長距離(2100-2400)・良・中枠(3-6)で母父「ディープインパクト」は基準比リフト1.425
阪神,坂あり・パワー型,芝,中距離(1700-2000),稍,外枠(7-8),母父,サンデーサイレンス,56,8,17,0.1429,0.3036,122.9,0.0,6.98,0.2149,0.0887,1.413,C,阪神芝中距離(1700-2000)・稍・外枠(7-8)で母父「サンデーサイレンス」は基準比リフト1.413
阪神,坂あり・パワー型,芝,短距離(1000-1300),良,中枠(3-6),母父,サクラバクシンオー,54,3,17,0.0556,0.3148,136.7,0.0,6.5,0.2234,0.0914,1.409,C,阪神芝短距離(1000-1300)・良・中枠(3-6)で母父「サクラバクシンオー」は基準比リフト1.409
阪神,坂あり・パワー型,芝,短中距離(1400-1600),良,内枠(1-2),母父,トニービン,51,5,16,0.098,0.3137,43.7,0.0,6.04,0.2227,0.091,1.409,C,阪神芝短中距離(1400-1600)・良・内枠(1-2)で母父「トニービン」は基準比リフト1.409
中京,直線長め・持続型,芝,短中距離(1400-1600),良,内枠(1-2),母父,ダンスインザダーク,51,5,15,0.098,0.2941,78.0,0.0,8.71,0.2091,0.085,1.407,C,中京芝短中距離(1400-1600)・良・内枠(1-2)で母父「ダンスインザダーク」は基準比リフト1.407
小倉,小回り・機動型,芝,短距離(1000-1300),良,外枠(7-8),母父,キングカメハメハ,61,4,17,0.0656,0.2787,82.8,0.0,7.89,0.1981,0.0806,1.407,C,小倉芝短距離(1000-1300)・良・外枠(7-8)で母父「キングカメハメハ」は基準比リフト1.407
新潟,直線長め・平坦型,芝,中長距離(2100-2400),良,外枠(7-8),母父,サンデーサイレンス,71,8,19,0.1127,0.2676,158.9,0.0,6.73,0.1903,0.0773,1.406,C,新潟芝中長距離(2100-2400)・良・外枠(7-8)で母父「サンデーサイレンス」は基準比リフト1.406
京都,平坦・スピード型,ダ,中距離(1700-2000),良,外枠(7-8),母父,スペシャルウィーク,76,5,22,0.0658,0.2895,22.8,0.0,6.51,0.2066,0.0829,1.401,C,京都ダ中距離(1700-2000)・良・外枠(7-8)で母父「スペシャルウィーク」は基準比リフト1.401
福島,小回り・機動型,芝,短距離(1000-1300),良,内枠(1-2),母父,ダンスインザダーク,65,5,20,0.0769,0.3077,89.2,0.0,7.26,0.2198,0.0879,1.4,C,福島芝短距離(1000-1300)・良・内枠(1-2)で母父「ダンスインザダーク」は基準比リフト1.4
中山,坂あり・パワー型,ダ,短距離(1000-1300),重不良,中枠(3-6),母父,ブライアンズタイム,56,4,15,0.0714,0.2679,45.7,0.0,7.88,0.1917,0.0762,1.397,C,中山ダ短距離(1000-1300)・重不良・中枠(3-6)で母父「ブライアンズタイム」は基準比リフト1.397
新潟,直線長め・平坦型,芝,中距離(1700-2000),稍,中枠(3-6),母父,サンデーサイレンス,66,4,20,0.0606,0.303,70.8,0.0,7.74,0.217,0.086,1.396,C,新潟芝中距離(1700-2000)・稍・中枠(3-6)で母父「サンデーサイレンス」は基準比リフト1.396
阪神,坂あり・パワー型,ダ,短中距離(1400-1600),良,中枠(3-6),母父,Storm Cat,53,4,15,0.0755,0.283,116.6,0.0,7.19,0.2031,0.0799,1.393,C,阪神ダ短中距離(1400-1600)・良・中枠(3-6)で母父「Storm Cat」は基準比リフト1.393
札幌,小回り・持続型,ダ,中距離(1700-2000),良,中枠(3-6),母父,キングカメハメハ,70,9,24,0.1286,0.3429,130.7,0.0,6.54,0.2469,0.096,1.389,C,札幌ダ中距離(1700-2000)・良・中枠(3-6)で母父「キングカメハメハ」は基準比リフト1.389
中山,坂あり・パワー型,芝,中距離(1700-2000),良,外枠(7-8),母父,フレンチデピュティ,59,5,17,0.0847,0.2881,32.5,0.0,7.49,0.2074,0.0807,1.389,C,中山芝中距離(1700-2000)・良・外枠(7-8)で母父「フレンチデピュティ」は基準比リフト1.389
小倉,小回り・機動型,芝,短距離(1000-1300),良,外枠(7-8),母父,スペシャルウィーク,73,5,20,0.0685,0.274,42.6,0.0,7.93,0.1981,0.0759,1.383,C,小倉芝短距離(1000-1300)・良・外枠(7-8)で母父「スペシャルウィーク」は基準比リフト1.383
新潟,直線長め・平坦型,芝,中距離(1700-2000),良,中枠(3-6),母父,クロフネ,70,5,21,0.0714,0.3,22.1,0.0,6.5,0.2171,0.0829,1.382,C,新潟芝中距離(1700-2000)・良・中枠(3-6)で母父「クロフネ」は基準比リフト1.382
阪神,坂あり・パワー型,ダ,短中距離(1400-1600),良,中枠(3-6),母父,ディープインパクト,57,3,16,0.0526,0.2807,28.6,0.0,8.46,0.2031,0.0776,1.382,C,阪神ダ短中距離(1400-1600)・良・中枠(3-6)で母父「ディープインパクト」は基準比リフト1.382
京都,平坦・スピード型,ダ,短距離(1000-1300),良,内枠(1-2),母父,フジキセキ,72,4,21,0.0556,0.2917,52.8,0.0,7.76,0.2115,0.0802,1.379,C,京都ダ短距離(1000-1300)・良・内枠(1-2)で母父「フジキセキ」は基準比リフト1.379
東京,直線長め・持続型,芝,短中距離(1400-1600),良,外枠(7-8),母父,ネオユニヴァース,62,5,17,0.0806,0.2742,63.5,0.0,7.56,0.1988,0.0754,1.379,C,東京芝短中距離(1400-1600)・良・外枠(7-8)で母父「ネオユニヴァース」は基準比リフト1.379
福島,小回り・機動型,芝,中距離(1700-2000),良,中枠(3-6),母父,シンボリクリスエス,63,11,19,0.1746,0.3016,252.7,0.0,7.81,0.2188,0.0828,1.378,C,福島芝中距離(1700-2000)・良・中枠(3-6)で母父「シンボリクリスエス」は基準比リフト1.378
阪神,坂あり・パワー型,ダ,短中距離(1400-1600),良,内枠(1-2),母父,ブライアンズタイム,64,6,15,0.0938,0.2344,37.5,0.0,7.83,0.1701,0.0643,1.378,C,阪神ダ短中距離(1400-1600)・良・内枠(1-2)で母父「ブライアンズタイム」は基準比リフト1.378
小倉,小回り・機動型,ダ,中距離(1700-2000),良,内枠(1-2),母父,ブライアンズタイム,72,8,21,0.1111,0.2917,69.3,0.0,7.93,0.2118,0.0799,1.377,C,小倉ダ中距離(1700-2000)・良・内枠(1-2)で母父「ブライアンズタイム」は基準比リフト1.377
新潟,直線長め・平坦型,芝,中距離(1700-2000),良,外枠(7-8),母父,トニービン,76,7,22,0.0921,0.2895,85.1,0.0,7.21,0.2107,0.0788,1.374,C,新潟芝中距離(1700-2000)・良・外枠(7-8)で母父「トニービン」は基準比リフト1.374
中京,直線長め・持続型,ダ,短距離(1000-1300),良,中枠(3-6),母父,キングカメハメハ,52,8,13,0.1538,0.25,83.7,0.0,8.73,0.182,0.068,1.374,C,中京ダ短距離(1000-1300)・良・中枠(3-6)で母父「キングカメハメハ」は基準比リフト1.374
中山,坂あり・パワー型,ダ,中距離(1700-2000),稍,中枠(3-6),母父,クロフネ,70,10,20,0.1429,0.2857,77.3,0.0,6.16,0.2081,0.0776,1.373,C,中山ダ中距離(1700-2000)・稍・中枠(3-6)で母父「クロフネ」は基準比リフト1.373
新潟,直線長め・平坦型,芝,中距離(1700-2000),良,中枠(3-6),母父,シンボリクリスエス,64,7,19,0.1094,0.2969,65.8,0.0,7.39,0.2171,0.0798,1.368,C,新潟芝中距離(1700-2000)・良・中枠(3-6)で母父「シンボリクリスエス」は基準比リフト1.368
中京,直線長め・持続型,ダ,中距離(1700-2000),重不良,中枠(3-6),母父,サンデーサイレンス,64,10,17,0.1562,0.2656,60.5,0.0,6.2,0.1943,0.0713,1.367,C,中京ダ中距離(1700-2000)・重不良・中枠(3-6)で母父「サンデーサイレンス」は基準比リフト1.367
新潟,直線長め・平坦型,ダ,短距離(1000-1300),良,内枠(1-2),母父,ブライアンズタイム,54,6,13,0.1111,0.2407,92.4,0.0,7.59,0.1762,0.0645,1.366,C,新潟ダ短距離(1000-1300)・良・内枠(1-2)で母父「ブライアンズタイム」は基準比リフト1.366
京都,平坦・スピード型,芝,中長距離(2100-2400),良,中枠(3-6),母父,トニービン,72,11,23,0.1528,0.3194,80.7,0.0,5.62,0.2341,0.0853,1.364,C,京都芝中長距離(2100-2400)・良・中枠(3-6)で母父「トニービン」は基準比リフト1.364
中山,坂あり・パワー型,ダ,短距離(1000-1300),良,中枠(3-6),母父,Seeking the Gold,61,3,16,0.0492,0.2623,17.2,0.0,6.97,0.1927,0.0696,1.361,C,中山ダ短距離(1000-1300)・良・中枠(3-6)で母父「Seeking the Gold」は基準比リフト1.361
函館,小回り・持続型,芝,短距離(1000-1300),良,外枠(7-8),母父,サクラバクシンオー,56,7,16,0.125,0.2857,47.5,0.0,6.89,0.21,0.0757,1.36,C,函館芝短距離(1000-1300)・良・外枠(7-8)で母父「サクラバクシンオー」は基準比リフト1.36
小倉,小回り・機動型,芝,中距離(1700-2000),良,内枠(1-2),母父,アグネスタキオン,53,4,16,0.0755,0.3019,55.8,0.0,7.23,0.2226,0.0793,1.356,C,小倉芝中距離(1700-2000)・良・内枠(1-2)で母父「アグネスタキオン」は基準比リフト1.356
中山,坂あり・パワー型,ダ,短距離(1000-1300),稍,中枠(3-6),母父,タイキシャトル,50,4,12,0.08,0.24,36.4,0.0,8.26,0.1775,0.0625,1.352,C,中山ダ短距離(1000-1300)・稍・中枠(3-6)で母父「タイキシャトル」は基準比リフト1.352
札幌,小回り・持続型,ダ,中距離(1700-2000),良,中枠(3-6),母父,クロフネ,57,9,19,0.1579,0.3333,143.9,0.0,5.93,0.2469,0.0864,1.35,C,札幌ダ中距離(1700-2000)・良・中枠(3-6)で母父「クロフネ」は基準比リフト1.35
阪神,坂あり・パワー型,ダ,中距離(1700-2000),良,外枠(7-8),母父,マンハッタンカフェ,63,10,20,0.1587,0.3175,66.5,0.0,5.71,0.2351,0.0824,1.35,C,阪神ダ中距離(1700-2000)・良・外枠(7-8)で母父「マンハッタンカフェ」は基準比リフト1.35
中山,坂あり・パワー型,ダ,中距離(1700-2000),良,外枠(7-8),母父,マンハッタンカフェ,60,6,18,0.1,0.3,57.5,0.0,7.08,0.2226,0.0774,1.348,C,中山ダ中距離(1700-2000)・良・外枠(7-8)で母父「マンハッタンカフェ」は基準比リフト1.348
中山,坂あり・パワー型,芝,短中距離(1400-1600),良,中枠(3-6),母父,シンボリクリスエス,70,5,19,0.0714,0.2714,41.4,0.0,7.33,0.2014,0.07,1.348,C,中山芝短中距離(1400-1600)・良・中枠(3-6)で母父「シンボリクリスエス」は基準比リフト1.348
函館,小回り・持続型,ダ,中距離(1700-2000),良,内枠(1-2),母父,サンデーサイレンス,66,7,24,0.1061,0.3636,85.0,0.0,5.92,0.2701,0.0935,1.346,C,函館ダ中距離(1700-2000)・良・内枠(1-2)で母父「サンデーサイレンス」は基準比リフト1.346
京都,平坦・スピード型,芝,短距離(1000-1300),良,中枠(3-6),母父,アグネスタキオン,54,1,15,0.0185,0.2778,10.2,0.0,7.67,0.2064,0.0714,1.346,C,京都芝短距離(1000-1300)・良・中枠(3-6)で母父「アグネスタキオン」は基準比リフト1.346
東京,直線長め・持続型,芝,中距離(1700-2000),良,中枠(3-6),母父,Sadler's Wells,66,8,21,0.1212,0.3182,104.7,0.0,6.73,0.237,0.0812,1.343,C,東京芝中距離(1700-2000)・良・中枠(3-6)で母父「Sadler's Wells」は基準比リフト1.343
阪神,坂あり・パワー型,ダ,中距離(1700-2000),良,中枠(3-6),母父,Storm Cat,59,6,18,0.1017,0.3051,94.4,0.0,6.53,0.2273,0.0778,1.342,C,阪神ダ中距離(1700-2000)・良・中枠(3-6)で母父「Storm Cat」は基準比リフト1.342
東京,直線長め・持続型,ダ,短中距離(1400-1600),良,中枠(3-6),母父,アジュディケーティング,75,5,20,0.0667,0.2667,36.7,0.0,7.76,0.1997,0.067,1.336,C,東京ダ短中距離(1400-1600)・良・中枠(3-6)で母父「アジュディケーティング」は基準比リフト1.336
新潟,直線長め・平坦型,芝,中距離(1700-2000),良,外枠(7-8),母父,ダンスインザダーク,64,6,18,0.0938,0.2812,77.8,0.0,8.09,0.2107,0.0705,1.335,C,新潟芝中距離(1700-2000)・良・外枠(7-8)で母父「ダンスインザダーク」は基準比リフト1.335
