場所,コースタイプ,芝・ダ,距離帯,馬場分類,枠ゾーン,血統区分,血統名,母数,勝利数,複勝数,勝率,複勝率,単勝回収率,複勝回収率,平均人気,基準複勝率,複勝率差,リフト,評価,特徴コメント
小倉,小回り・機動型,ダ,短距離(1000-1300),重不良,中枠(3-6),母父系統,ニアークティック系,164,16,39,0.0976,0.2378,79.2,0.0,7.21,0.2243,0.0135,1.06,B,小倉ダ短距離(1000-1300)・重不良・中枠(3-6)で母父系統「ニアークティック系」は基準比リフト1.06
小倉,小回り・機動型,芝,中距離(1700-2000),良,内枠(1-2),母父系統,ナスルーラ系,339,31,80,0.0914,0.236,65.1,0.0,7.38,0.2226,0.0134,1.06,B,小倉芝中距離(1700-2000)・良・内枠(1-2)で母父系統「ナスルーラ系」は基準比リフト1.06
中京,直線長め・持続型,芝,中距離(1700-2000),稍,中枠(3-6),母父系統,ロイヤルチャージャー系,161,13,38,0.0807,0.236,92.1,0.0,7.84,0.2227,0.0133,1.06,B,中京芝中距離(1700-2000)・稍・中枠(3-6)で母父系統「ロイヤルチャージャー系」は基準比リフト1.06
新潟,直線長め・平坦型,ダ,中距離(1700-2000),良,中枠(3-6),母父系統,ナスルーラ系,484,36,110,0.0744,0.2273,96.7,0.0,7.58,0.2144,0.0129,1.06,B,新潟ダ中距離(1700-2000)・良・中枠(3-6)で母父系統「ナスルーラ系」は基準比リフト1.06
札幌,小回り・持続型,芝,中距離(1700-2000),良,外枠(7-8),母父系統,ナスルーラ系,227,12,50,0.0529,0.2203,59.5,0.0,6.82,0.2079,0.0124,1.06,B,札幌芝中距離(1700-2000)・良・外枠(7-8)で母父系統「ナスルーラ系」は基準比リフト1.06
新潟,直線長め・平坦型,芝,中距離(1700-2000),良,内枠(1-2),母父系統,ニアークティック系,589,38,117,0.0645,0.1986,107.1,0.0,8.18,0.1874,0.0112,1.06,B,新潟芝中距離(1700-2000)・良・内枠(1-2)で母父系統「ニアークティック系」は基準比リフト1.06
札幌,小回り・持続型,芝,短中距離(1400-1600),良,内枠(1-2),母父系統,ロイヤルチャージャー系,159,19,47,0.1195,0.2956,84.3,0.0,6.62,0.279,0.0166,1.059,B,札幌芝短中距離(1400-1600)・良・内枠(1-2)で母父系統「ロイヤルチャージャー系」は基準比リフト1.059
京都,平坦・スピード型,芝,短距離(1000-1300),良,内枠(1-2),母父系統,ナスルーラ系,126,13,31,0.1032,0.246,118.8,0.0,7.65,0.2324,0.0136,1.059,B,京都芝短距離(1000-1300)・良・内枠(1-2)で母父系統「ナスルーラ系」は基準比リフト1.059
新潟,直線長め・平坦型,芝,中距離(1700-2000),稍,中枠(3-6),母父系統,ニアークティック系,222,16,51,0.0721,0.2297,71.9,0.0,7.82,0.217,0.0127,1.059,B,新潟芝中距離(1700-2000)・稍・中枠(3-6)で母父系統「ニアークティック系」は基準比リフト1.059
札幌,小回り・持続型,芝,短距離(1000-1300),稍,中枠(3-6),母父系統,ニアークティック系,105,9,24,0.0857,0.2286,71.6,0.0,8.07,0.2158,0.0128,1.059,B,札幌芝短距離(1000-1300)・稍・中枠(3-6)で母父系統「ニアークティック系」は基準比リフト1.059
阪神,坂あり・パワー型,ダ,短距離(1000-1300),良,中枠(3-6),母父系統,ナスルーラ系,455,33,100,0.0725,0.2198,50.4,0.0,8.08,0.2076,0.0122,1.059,B,阪神ダ短距離(1000-1300)・良・中枠(3-6)で母父系統「ナスルーラ系」は基準比リフト1.059
東京,直線長め・持続型,ダ,短中距離(1400-1600),良,中枠(3-6),母父系統,マンノウォー系,104,12,22,0.1154,0.2115,119.2,0.0,8.13,0.1997,0.0118,1.059,B,東京ダ短中距離(1400-1600)・良・中枠(3-6)で母父系統「マンノウォー系」は基準比リフト1.059
京都,平坦・スピード型,ダ,中距離(1700-2000),不,外枠(7-8),母父系統,ニアークティック系,91,7,19,0.0769,0.2088,77.8,0.0,7.24,0.1972,0.0116,1.059,B,京都ダ中距離(1700-2000)・不・外枠(7-8)で母父系統「ニアークティック系」は基準比リフト1.059
新潟,直線長め・平坦型,芝,短中距離(1400-1600),良,内枠(1-2),母父系統,ニアークティック系,662,43,118,0.065,0.1782,93.1,0.0,8.77,0.1682,0.01,1.059,B,新潟芝短中距離(1400-1600)・良・内枠(1-2)で母父系統「ニアークティック系」は基準比リフト1.059
東京,直線長め・持続型,芝,中距離(1700-2000),良,中枠(3-6),母父系統,ニアークティック系,2102,188,527,0.0894,0.2507,69.7,0.0,7.25,0.237,0.0137,1.058,B,東京芝中距離(1700-2000)・良・中枠(3-6)で母父系統「ニアークティック系」は基準比リフト1.058
新潟,直線長め・平坦型,ダ,中距離(1700-2000),稍,中枠(3-6),母父系統,ネイティヴダンサー系,396,34,96,0.0859,0.2424,86.7,0.0,7.2,0.2292,0.0132,1.058,B,新潟ダ中距離(1700-2000)・稍・中枠(3-6)で母父系統「ネイティヴダンサー系」は基準比リフト1.058
札幌,小回り・持続型,ダ,中距離(1700-2000),良,内枠(1-2),母父系統,ロイヤルチャージャー系,315,24,70,0.0762,0.2222,91.9,0.0,6.66,0.21,0.0122,1.058,B,札幌ダ中距離(1700-2000)・良・内枠(1-2)で母父系統「ロイヤルチャージャー系」は基準比リフト1.058
京都,平坦・スピード型,ダ,短中距離(1400-1600),良,内枠(1-2),母父系統,ニアークティック系,647,46,142,0.0711,0.2195,81.4,0.0,7.99,0.2074,0.0121,1.058,B,京都ダ短中距離(1400-1600)・良・内枠(1-2)で母父系統「ニアークティック系」は基準比リフト1.058
阪神,坂あり・パワー型,ダ,中距離(1700-2000),重不良,内枠(1-2),母父系統,ロイヤルチャージャー系,245,17,52,0.0694,0.2122,95.5,0.0,7.6,0.2005,0.0117,1.058,B,阪神ダ中距離(1700-2000)・重不良・内枠(1-2)で母父系統「ロイヤルチャージャー系」は基準比リフト1.058
東京,直線長め・持続型,芝,短中距離(1400-1600),良,外枠(7-8),母父系統,ネイティヴダンサー系,1379,107,290,0.0776,0.2103,65.0,0.0,8.38,0.1988,0.0115,1.058,B,東京芝短中距離(1400-1600)・良・外枠(7-8)で母父系統「ネイティヴダンサー系」は基準比リフト1.058
京都,平坦・スピード型,ダ,短距離(1000-1300),稍,外枠(7-8),母父系統,ネイティヴダンサー系,146,10,35,0.0685,0.2397,51.0,0.0,8.12,0.2268,0.0129,1.057,B,京都ダ短距離(1000-1300)・稍・外枠(7-8)で母父系統「ネイティヴダンサー系」は基準比リフト1.057
京都,平坦・スピード型,芝,中長距離(2100-2400),良,内枠(1-2),母父系統,ロイヤルチャージャー系,257,32,79,0.1245,0.3074,173.3,0.0,6.62,0.2911,0.0163,1.056,B,京都芝中長距離(2100-2400)・良・内枠(1-2)で母父系統「ロイヤルチャージャー系」は基準比リフト1.056
函館,小回り・持続型,ダ,中距離(1700-2000),良,中枠(3-6),母父系統,ネイティヴダンサー系,615,48,153,0.078,0.2488,61.5,0.0,6.67,0.2356,0.0132,1.056,B,函館ダ中距離(1700-2000)・良・中枠(3-6)で母父系統「ネイティヴダンサー系」は基準比リフト1.056
中京,直線長め・持続型,芝,中距離(1700-2000),良,内枠(1-2),母父系統,ナスルーラ系,164,12,39,0.0732,0.2378,51.3,0.0,7.51,0.2251,0.0127,1.056,B,中京芝中距離(1700-2000)・良・内枠(1-2)で母父系統「ナスルーラ系」は基準比リフト1.056
京都,平坦・スピード型,ダ,短距離(1000-1300),良,外枠(7-8),母父系統,ニアークティック系,658,46,142,0.0699,0.2158,39.7,0.0,7.87,0.2043,0.0115,1.056,B,京都ダ短距離(1000-1300)・良・外枠(7-8)で母父系統「ニアークティック系」は基準比リフト1.056
京都,平坦・スピード型,芝,短中距離(1400-1600),良,外枠(7-8),母父系統,ロイヤルチャージャー系,1424,103,291,0.0723,0.2044,86.7,0.0,8.23,0.1935,0.0109,1.056,B,京都芝短中距離(1400-1600)・良・外枠(7-8)で母父系統「ロイヤルチャージャー系」は基準比リフト1.056
函館,小回り・持続型,ダ,中距離(1700-2000),稍,中枠(3-6),母父系統,ナスルーラ系,92,7,23,0.0761,0.25,229.1,0.0,6.91,0.2369,0.0131,1.055,B,函館ダ中距離(1700-2000)・稍・中枠(3-6)で母父系統「ナスルーラ系」は基準比リフト1.055
函館,小回り・持続型,ダ,短距離(1000-1300),稍,中枠(3-6),母父系統,ニアークティック系,106,7,28,0.066,0.2642,54.2,0.0,6.28,0.2507,0.0135,1.054,B,函館ダ短距離(1000-1300)・稍・中枠(3-6)で母父系統「ニアークティック系」は基準比リフト1.054
札幌,小回り・持続型,ダ,中距離(1700-2000),良,中枠(3-6),母父系統,ネイティヴダンサー系,799,77,208,0.0964,0.2603,84.2,0.0,6.76,0.2469,0.0134,1.054,B,札幌ダ中距離(1700-2000)・良・中枠(3-6)で母父系統「ネイティヴダンサー系」は基準比リフト1.054
京都,平坦・スピード型,ダ,長距離(2500以上),良,外枠(7-8),母父系統,ナスルーラ系,81,6,21,0.0741,0.2593,74.7,0.0,7.02,0.246,0.0133,1.054,B,京都ダ長距離(2500以上)・良・外枠(7-8)で母父系統「ナスルーラ系」は基準比リフト1.054
小倉,小回り・機動型,ダ,短距離(1000-1300),良,外枠(7-8),母父系統,ナスルーラ系,138,11,33,0.0797,0.2391,68.0,0.0,6.97,0.2268,0.0123,1.054,B,小倉ダ短距離(1000-1300)・良・外枠(7-8)で母父系統「ナスルーラ系」は基準比リフト1.054
京都,平坦・スピード型,芝,中距離(1700-2000),良,外枠(7-8),母父系統,ネイティヴダンサー系,671,59,160,0.0879,0.2385,57.9,0.0,7.08,0.2263,0.0122,1.054,B,京都芝中距離(1700-2000)・良・外枠(7-8)で母父系統「ネイティヴダンサー系」は基準比リフト1.054
京都,平坦・スピード型,芝,短中距離(1400-1600),良,中枠(3-6),母父系統,ナスルーラ系,917,70,207,0.0763,0.2257,93.6,0.0,7.9,0.2142,0.0115,1.054,B,京都芝短中距離(1400-1600)・良・中枠(3-6)で母父系統「ナスルーラ系」は基準比リフト1.054
函館,小回り・持続型,芝,短距離(1000-1300),良,外枠(7-8),母父系統,ナスルーラ系,253,17,56,0.0672,0.2213,40.7,0.0,7.46,0.21,0.0113,1.054,B,函館芝短距離(1000-1300)・良・外枠(7-8)で母父系統「ナスルーラ系」は基準比リフト1.054
中山,坂あり・パワー型,ダ,短距離(1000-1300),不,内枠(1-2),母父系統,ネイティヴダンサー系,107,5,18,0.0467,0.1682,34.0,0.0,8.52,0.1596,0.0086,1.054,B,中山ダ短距離(1000-1300)・不・内枠(1-2)で母父系統「ネイティヴダンサー系」は基準比リフト1.054
阪神,坂あり・パワー型,ダ,短中距離(1400-1600),良,外枠(7-8),母父系統,ネイティヴダンサー系,635,61,148,0.0961,0.2331,67.4,0.0,7.52,0.2213,0.0118,1.053,B,阪神ダ短中距離(1400-1600)・良・外枠(7-8)で母父系統「ネイティヴダンサー系」は基準比リフト1.053
東京,直線長め・持続型,芝,中距離(1700-2000),良,外枠(7-8),母父系統,ネイティヴダンサー系,926,67,210,0.0724,0.2268,58.8,0.0,7.34,0.2154,0.0114,1.053,B,東京芝中距離(1700-2000)・良・外枠(7-8)で母父系統「ネイティヴダンサー系」は基準比リフト1.053
福島,小回り・機動型,芝,中距離(1700-2000),良,内枠(1-2),母父系統,ニアークティック系,561,41,122,0.0731,0.2175,68.6,0.0,7.75,0.2066,0.0109,1.053,B,福島芝中距離(1700-2000)・良・内枠(1-2)で母父系統「ニアークティック系」は基準比リフト1.053
小倉,小回り・機動型,芝,短距離(1000-1300),稍,内枠(1-2),母父系統,ニアークティック系,172,9,31,0.0523,0.1802,173.7,0.0,8.23,0.1711,0.0091,1.053,B,小倉芝短距離(1000-1300)・稍・内枠(1-2)で母父系統「ニアークティック系」は基準比リフト1.053
新潟,直線長め・平坦型,芝,中距離(1700-2000),重不良,中枠(3-6),母父系統,ロイヤルチャージャー系,92,4,22,0.0435,0.2391,42.8,0.0,7.6,0.2273,0.0118,1.052,B,新潟芝中距離(1700-2000)・重不良・中枠(3-6)で母父系統「ロイヤルチャージャー系」は基準比リフト1.052
中山,坂あり・パワー型,芝,中長距離(2100-2400),良,中枠(3-6),母父系統,ナスルーラ系,173,9,38,0.052,0.2197,26.8,0.0,8.06,0.2088,0.0109,1.052,B,中山芝中長距離(2100-2400)・良・中枠(3-6)で母父系統「ナスルーラ系」は基準比リフト1.052
函館,小回り・持続型,芝,短距離(1000-1300),稍,中枠(3-6),母父系統,ニアークティック系,204,21,52,0.1029,0.2549,131.1,0.0,6.84,0.2425,0.0124,1.051,B,函館芝短距離(1000-1300)・稍・中枠(3-6)で母父系統「ニアークティック系」は基準比リフト1.051
中山,坂あり・パワー型,ダ,中長距離(2100-2400),良,外枠(7-8),母父系統,ロイヤルチャージャー系,108,9,27,0.0833,0.25,32.7,0.0,6.63,0.2378,0.0122,1.051,B,中山ダ中長距離(2100-2400)・良・外枠(7-8)で母父系統「ロイヤルチャージャー系」は基準比リフト1.051
京都,平坦・スピード型,ダ,短距離(1000-1300),良,内枠(1-2),母父系統,ナスルーラ系,261,13,58,0.0498,0.2222,38.5,0.0,7.77,0.2115,0.0107,1.051,B,京都ダ短距離(1000-1300)・良・内枠(1-2)で母父系統「ナスルーラ系」は基準比リフト1.051
京都,平坦・スピード型,ダ,短中距離(1400-1600),稍,中枠(3-6),母父系統,ネイティヴダンサー系,346,28,75,0.0809,0.2168,76.8,0.0,7.65,0.2062,0.0106,1.051,B,京都ダ短中距離(1400-1600)・稍・中枠(3-6)で母父系統「ネイティヴダンサー系」は基準比リフト1.051
東京,直線長め・持続型,ダ,短中距離(1400-1600),不,内枠(1-2),母父系統,ネイティヴダンサー系,159,8,30,0.0503,0.1887,43.6,0.0,8.42,0.1796,0.0091,1.051,B,東京ダ短中距離(1400-1600)・不・内枠(1-2)で母父系統「ネイティヴダンサー系」は基準比リフト1.051
札幌,小回り・持続型,ダ,短距離(1000-1300),良,外枠(7-8),母父系統,ロイヤルチャージャー系,248,22,75,0.0887,0.3024,33.3,0.0,5.84,0.2879,0.0145,1.05,B,札幌ダ短距離(1000-1300)・良・外枠(7-8)で母父系統「ロイヤルチャージャー系」は基準比リフト1.05
中山,坂あり・パワー型,芝,短中距離(1400-1600),良,内枠(1-2),母父系統,ロイヤルチャージャー系,803,62,202,0.0772,0.2516,80.9,0.0,7.66,0.2397,0.0119,1.05,B,中山芝短中距離(1400-1600)・良・内枠(1-2)で母父系統「ロイヤルチャージャー系」は基準比リフト1.05
京都,平坦・スピード型,芝,中長距離(2100-2400),良,中枠(3-6),母父系統,ネイティヴダンサー系,370,30,91,0.0811,0.2459,73.0,0.0,7.06,0.2341,0.0118,1.05,B,京都芝中長距離(2100-2400)・良・中枠(3-6)で母父系統「ネイティヴダンサー系」は基準比リフト1.05
中京,直線長め・持続型,芝,短中距離(1400-1600),稍,外枠(7-8),母父系統,ネイティヴダンサー系,117,12,26,0.1026,0.2222,49.0,0.0,7.44,0.2116,0.0106,1.05,B,中京芝短中距離(1400-1600)・稍・外枠(7-8)で母父系統「ネイティヴダンサー系」は基準比リフト1.05
中京,直線長め・持続型,ダ,短距離(1000-1300),稍,内枠(1-2),母父系統,ロイヤルチャージャー系,109,5,22,0.0459,0.2018,33.7,0.0,7.88,0.1922,0.0096,1.05,B,中京ダ短距離(1000-1300)・稍・内枠(1-2)で母父系統「ロイヤルチャージャー系」は基準比リフト1.05
中山,坂あり・パワー型,ダ,短距離(1000-1300),重不良,中枠(3-6),母父系統,ニアークティック系,462,31,93,0.0671,0.2013,56.1,0.0,8.31,0.1917,0.0096,1.05,B,中山ダ短距離(1000-1300)・重不良・中枠(3-6)で母父系統「ニアークティック系」は基準比リフト1.05
福島,小回り・機動型,芝,短距離(1000-1300),良,中枠(3-6),母父系統,ニアークティック系,1468,95,291,0.0647,0.1982,68.7,0.0,8.17,0.1887,0.0095,1.05,B,福島芝短距離(1000-1300)・良・中枠(3-6)で母父系統「ニアークティック系」は基準比リフト1.05
阪神,坂あり・パワー型,ダ,長距離(2500以上),良,中枠(3-6),母父系統,ロイヤルチャージャー系,283,24,76,0.0848,0.2686,69.6,0.0,6.28,0.256,0.0126,1.049,C,阪神ダ長距離(2500以上)・良・中枠(3-6)で母父系統「ロイヤルチャージャー系」は基準比リフト1.049
新潟,直線長め・平坦型,芝,長距離(2500以上),良,外枠(7-8),母父系統,ネイティヴダンサー系,179,20,47,0.1117,0.2626,111.5,0.0,6.9,0.2503,0.0123,1.049,C,新潟芝長距離(2500以上)・良・外枠(7-8)で母父系統「ネイティヴダンサー系」は基準比リフト1.049
新潟,直線長め・平坦型,ダ,中距離(1700-2000),不,中枠(3-6),母父系統,ニアークティック系,188,13,46,0.0691,0.2447,33.7,0.0,7.36,0.2333,0.0114,1.049,C,新潟ダ中距離(1700-2000)・不・中枠(3-6)で母父系統「ニアークティック系」は基準比リフト1.049
中京,直線長め・持続型,芝,短中距離(1400-1600),良,外枠(7-8),母父系統,ナスルーラ系,323,21,67,0.065,0.2074,46.7,0.0,7.84,0.1978,0.0096,1.049,C,中京芝短中距離(1400-1600)・良・外枠(7-8)で母父系統「ナスルーラ系」は基準比リフト1.049
新潟,直線長め・平坦型,芝,短中距離(1400-1600),良,中枠(3-6),母父系統,ネイティヴダンサー系,1058,78,216,0.0737,0.2042,96.5,0.0,8.43,0.1947,0.0095,1.049,C,新潟芝短中距離(1400-1600)・良・中枠(3-6)で母父系統「ネイティヴダンサー系」は基準比リフト1.049
中京,直線長め・持続型,ダ,短中距離(1400-1600),良,外枠(7-8),母父系統,ロイヤルチャージャー系,556,38,113,0.0683,0.2032,48.8,0.0,8.24,0.1938,0.0094,1.049,C,中京ダ短中距離(1400-1600)・良・外枠(7-8)で母父系統「ロイヤルチャージャー系」は基準比リフト1.049
函館,小回り・持続型,芝,中距離(1700-2000),良,中枠(3-6),母父系統,ナスルーラ系,378,30,95,0.0794,0.2513,87.0,0.0,6.99,0.2397,0.0116,1.048,C,函館芝中距離(1700-2000)・良・中枠(3-6)で母父系統「ナスルーラ系」は基準比リフト1.048
函館,小回り・持続型,ダ,中距離(1700-2000),良,中枠(3-6),母父系統,ニアークティック系,761,68,188,0.0894,0.247,114.8,0.0,6.76,0.2356,0.0114,1.048,C,函館ダ中距離(1700-2000)・良・中枠(3-6)で母父系統「ニアークティック系」は基準比リフト1.048
新潟,直線長め・平坦型,芝,短距離(1000-1300),良,外枠(7-8),母父系統,ニアークティック系,674,54,165,0.0801,0.2448,69.4,0.0,7.66,0.2335,0.0113,1.048,C,新潟芝短距離(1000-1300)・良・外枠(7-8)で母父系統「ニアークティック系」は基準比リフト1.048
新潟,直線長め・平坦型,ダ,中距離(1700-2000),不,中枠(3-6),母父系統,ネイティヴダンサー系,139,10,34,0.0719,0.2446,88.3,0.0,7.67,0.2333,0.0113,1.048,C,新潟ダ中距離(1700-2000)・不・中枠(3-6)で母父系統「ネイティヴダンサー系」は基準比リフト1.048
阪神,坂あり・パワー型,芝,中距離(1700-2000),良,外枠(7-8),母父系統,ネイティヴダンサー系,741,67,181,0.0904,0.2443,92.0,0.0,7.15,0.2332,0.0111,1.048,C,阪神芝中距離(1700-2000)・良・外枠(7-8)で母父系統「ネイティヴダンサー系」は基準比リフト1.048
京都,平坦・スピード型,ダ,中距離(1700-2000),良,中枠(3-6),母父系統,ロイヤルチャージャー系,2402,169,549,0.0704,0.2286,85.5,0.0,7.53,0.2181,0.0105,1.048,C,京都ダ中距離(1700-2000)・良・中枠(3-6)で母父系統「ロイヤルチャージャー系」は基準比リフト1.048
阪神,坂あり・パワー型,ダ,短距離(1000-1300),重不良,中枠(3-6),母父系統,ナスルーラ系,141,10,30,0.0709,0.2128,63.8,0.0,7.91,0.203,0.0098,1.048,C,阪神ダ短距離(1000-1300)・重不良・中枠(3-6)で母父系統「ナスルーラ系」は基準比リフト1.048
福島,小回り・機動型,ダ,短距離(1000-1300),良,中枠(3-6),母父系統,ニアークティック系,705,40,139,0.0567,0.1972,70.3,0.0,8.18,0.1882,0.009,1.048,C,福島ダ短距離(1000-1300)・良・中枠(3-6)で母父系統「ニアークティック系」は基準比リフト1.048
函館,小回り・持続型,ダ,短距離(1000-1300),良,内枠(1-2),母父系統,ネイティヴダンサー系,115,13,34,0.113,0.2957,56.3,0.0,5.63,0.2824,0.0133,1.047,C,函館ダ短距離(1000-1300)・良・内枠(1-2)で母父系統「ネイティヴダンサー系」は基準比リフト1.047
新潟,直線長め・平坦型,芝,長距離(2500以上),良,中枠(3-6),母父系統,ネイティヴダンサー系,309,22,73,0.0712,0.2362,63.9,0.0,7.27,0.2255,0.0107,1.047,C,新潟芝長距離(2500以上)・良・中枠(3-6)で母父系統「ネイティヴダンサー系」は基準比リフト1.047
阪神,坂あり・パワー型,ダ,短中距離(1400-1600),良,外枠(7-8),母父系統,ロイヤルチャージャー系,850,60,197,0.0706,0.2318,72.5,0.0,7.91,0.2213,0.0105,1.047,C,阪神ダ短中距離(1400-1600)・良・外枠(7-8)で母父系統「ロイヤルチャージャー系」は基準比リフト1.047
中山,坂あり・パワー型,ダ,中距離(1700-2000),不,外枠(7-8),母父系統,ニアークティック系,165,11,38,0.0667,0.2303,41.6,0.0,7.74,0.2199,0.0104,1.047,C,中山ダ中距離(1700-2000)・不・外枠(7-8)で母父系統「ニアークティック系」は基準比リフト1.047
阪神,坂あり・パワー型,芝,短中距離(1400-1600),良,中枠(3-6),母父系統,ニアークティック系,2224,176,505,0.0791,0.2271,74.0,0.0,7.67,0.2169,0.0102,1.047,C,阪神芝短中距離(1400-1600)・良・中枠(3-6)で母父系統「ニアークティック系」は基準比リフト1.047
小倉,小回り・機動型,ダ,中距離(1700-2000),重不良,中枠(3-6),母父系統,ネイティヴダンサー系,269,24,59,0.0892,0.2193,68.8,0.0,7.74,0.2095,0.0098,1.047,C,小倉ダ中距離(1700-2000)・重不良・中枠(3-6)で母父系統「ネイティヴダンサー系」は基準比リフト1.047
東京,直線長め・持続型,ダ,短距離(1000-1300),良,内枠(1-2),母父系統,ロイヤルチャージャー系,362,20,76,0.0552,0.2099,79.8,0.0,8.19,0.2004,0.0095,1.047,C,東京ダ短距離(1000-1300)・良・内枠(1-2)で母父系統「ロイヤルチャージャー系」は基準比リフト1.047
小倉,小回り・機動型,ダ,中距離(1700-2000),良,外枠(7-8),母父系統,ニアークティック系,600,41,124,0.0683,0.2067,111.9,0.0,7.79,0.1974,0.0093,1.047,C,小倉ダ中距離(1700-2000)・良・外枠(7-8)で母父系統「ニアークティック系」は基準比リフト1.047
阪神,坂あり・パワー型,ダ,短距離(1000-1300),良,内枠(1-2),母父系統,ネイティヴダンサー系,404,23,76,0.0569,0.1881,85.8,0.0,8.25,0.1796,0.0085,1.047,C,阪神ダ短距離(1000-1300)・良・内枠(1-2)で母父系統「ネイティヴダンサー系」は基準比リフト1.047
新潟,直線長め・平坦型,ダ,中距離(1700-2000),重不良,中枠(3-6),母父系統,ロイヤルチャージャー系,284,25,69,0.088,0.243,61.7,0.0,7.5,0.2323,0.0107,1.046,C,新潟ダ中距離(1700-2000)・重不良・中枠(3-6)で母父系統「ロイヤルチャージャー系」は基準比リフト1.046
中山,坂あり・パワー型,ダ,長距離(2500以上),良,外枠(7-8),母父系統,ナスルーラ系,90,6,21,0.0667,0.2333,30.7,0.0,7.29,0.223,0.0103,1.046,C,中山ダ長距離(2500以上)・良・外枠(7-8)で母父系統「ナスルーラ系」は基準比リフト1.046
中山,坂あり・パワー型,ダ,中距離(1700-2000),良,外枠(7-8),母父系統,ネイティヴダンサー系,1091,98,254,0.0898,0.2328,69.4,0.0,7.76,0.2226,0.0102,1.046,C,中山ダ中距離(1700-2000)・良・外枠(7-8)で母父系統「ネイティヴダンサー系」は基準比リフト1.046
新潟,直線長め・平坦型,ダ,中距離(1700-2000),良,中枠(3-6),母父系統,その他のエクリプス系,107,9,24,0.0841,0.2243,486.6,0.0,8.08,0.2144,0.0099,1.046,C,新潟ダ中距離(1700-2000)・良・中枠(3-6)で母父系統「その他のエクリプス系」は基準比リフト1.046
中京,直線長め・持続型,芝,短距離(1000-1300),良,内枠(1-2),母父系統,ナスルーラ系,144,11,29,0.0764,0.2014,91.5,0.0,9.59,0.1925,0.0089,1.046,C,中京芝短距離(1000-1300)・良・内枠(1-2)で母父系統「ナスルーラ系」は基準比リフト1.046
中山,坂あり・パワー型,ダ,中距離(1700-2000),稍,内枠(1-2),母父系統,ニアークティック系,323,14,62,0.0433,0.192,69.1,0.0,7.86,0.1835,0.0085,1.046,C,中山ダ中距離(1700-2000)・稍・内枠(1-2)で母父系統「ニアークティック系」は基準比リフト1.046
新潟,直線長め・平坦型,芝,短距離(1000-1300),稍,外枠(7-8),母父系統,ロイヤルチャージャー系,141,6,37,0.0426,0.2624,63.1,0.0,7.88,0.2512,0.0112,1.045,C,新潟芝短距離(1000-1300)・稍・外枠(7-8)で母父系統「ロイヤルチャージャー系」は基準比リフト1.045
札幌,小回り・持続型,ダ,中距離(1700-2000),良,中枠(3-6),母父系統,ナスルーラ系,403,43,104,0.1067,0.2581,107.5,0.0,6.73,0.2469,0.0112,1.045,C,札幌ダ中距離(1700-2000)・良・中枠(3-6)で母父系統「ナスルーラ系」は基準比リフト1.045
東京,直線長め・持続型,芝,中距離(1700-2000),良,内枠(1-2),母父系統,ネイティヴダンサー系,645,70,158,0.1085,0.245,84.7,0.0,6.97,0.2345,0.0105,1.045,C,東京芝中距離(1700-2000)・良・内枠(1-2)で母父系統「ネイティヴダンサー系」は基準比リフト1.045
京都,平坦・スピード型,芝,中距離(1700-2000),良,外枠(7-8),母父系統,ニアークティック系,998,76,236,0.0762,0.2365,69.2,0.0,7.32,0.2263,0.0102,1.045,C,京都芝中距離(1700-2000)・良・外枠(7-8)で母父系統「ニアークティック系」は基準比リフト1.045
京都,平坦・スピード型,ダ,中距離(1700-2000),稍,外枠(7-8),母父系統,ニアークティック系,352,22,83,0.0625,0.2358,50.6,0.0,7.3,0.2257,0.0101,1.045,C,京都ダ中距離(1700-2000)・稍・外枠(7-8)で母父系統「ニアークティック系」は基準比リフト1.045
中山,坂あり・パワー型,芝,中距離(1700-2000),良,内枠(1-2),母父系統,ナスルーラ系,341,26,79,0.0762,0.2317,52.6,0.0,7.65,0.2217,0.01,1.045,C,中山芝中距離(1700-2000)・良・内枠(1-2)で母父系統「ナスルーラ系」は基準比リフト1.045
札幌,小回り・持続型,芝,短距離(1000-1300),良,外枠(7-8),母父系統,ネイティヴダンサー系,239,16,55,0.0669,0.2301,68.0,0.0,7.53,0.2201,0.01,1.045,C,札幌芝短距離(1000-1300)・良・外枠(7-8)で母父系統「ネイティヴダンサー系」は基準比リフト1.045
中山,坂あり・パワー型,ダ,短距離(1000-1300),稍,中枠(3-6),母父系統,ニアークティック系,820,46,152,0.0561,0.1854,73.3,0.0,8.54,0.1775,0.0079,1.045,C,中山ダ短距離(1000-1300)・稍・中枠(3-6)で母父系統「ニアークティック系」は基準比リフト1.045
新潟,直線長め・平坦型,芝,短中距離(1400-1600),良,内枠(1-2),母父系統,ナスルーラ系,313,22,55,0.0703,0.1757,62.3,0.0,8.99,0.1682,0.0075,1.045,C,新潟芝短中距離(1400-1600)・良・内枠(1-2)で母父系統「ナスルーラ系」は基準比リフト1.045
阪神,坂あり・パワー型,ダ,長距離(2500以上),良,中枠(3-6),母父系統,ネイティヴダンサー系,217,21,58,0.0968,0.2673,81.4,0.0,6.55,0.256,0.0113,1.044,C,阪神ダ長距離(2500以上)・良・中枠(3-6)で母父系統「ネイティヴダンサー系」は基準比リフト1.044
