場所,コースタイプ,芝・ダ,距離帯,馬場分類,枠ゾーン,血統区分,血統名,母数,勝利数,複勝数,勝率,複勝率,単勝回収率,複勝回収率,平均人気,基準複勝率,複勝率差,リフト,評価,特徴コメント
函館,小回り・持続型,芝,中距離(1700-2000),良,中枠(3-6),母父系統,ロイヤルチャージャー系,907,68,212,0.075,0.2337,68.8,0.0,7.17,0.2397,-0.006,0.975,参考,函館芝中距離(1700-2000)・良・中枠(3-6)で母父系統「ロイヤルチャージャー系」は基準比リフト0.975
京都,平坦・スピード型,ダ,中距離(1700-2000),重不良,中枠(3-6),母父系統,ロイヤルチャージャー系,412,29,90,0.0704,0.2184,65.7,0.0,7.41,0.2239,-0.0055,0.975,参考,京都ダ中距離(1700-2000)・重不良・中枠(3-6)で母父系統「ロイヤルチャージャー系」は基準比リフト0.975
阪神,坂あり・パワー型,芝,短中距離(1400-1600),良,内枠(1-2),母父系統,ネイティヴダンサー系,654,48,142,0.0734,0.2171,50.8,0.0,7.94,0.2227,-0.0056,0.975,参考,阪神芝短中距離(1400-1600)・良・内枠(1-2)で母父系統「ネイティヴダンサー系」は基準比リフト0.975
小倉,小回り・機動型,芝,中距離(1700-2000),良,内枠(1-2),母父系統,ネイティヴダンサー系,530,40,115,0.0755,0.217,50.2,0.0,7.55,0.2226,-0.0056,0.975,参考,小倉芝中距離(1700-2000)・良・内枠(1-2)で母父系統「ネイティヴダンサー系」は基準比リフト0.975
福島,小回り・機動型,芝,短距離(1000-1300),良,内枠(1-2),母父系統,ニアークティック系,663,46,142,0.0694,0.2142,83.8,0.0,7.97,0.2198,-0.0056,0.975,参考,福島芝短距離(1000-1300)・良・内枠(1-2)で母父系統「ニアークティック系」は基準比リフト0.975
京都,平坦・スピード型,ダ,中距離(1700-2000),良,中枠(3-6),母父系統,ネイティヴダンサー系,1777,129,378,0.0726,0.2127,72.5,0.0,7.47,0.2181,-0.0054,0.975,参考,京都ダ中距離(1700-2000)・良・中枠(3-6)で母父系統「ネイティヴダンサー系」は基準比リフト0.975
中山,坂あり・パワー型,ダ,短距離(1000-1300),不,中枠(3-6),母父系統,ネイティヴダンサー系,238,19,50,0.0798,0.2101,90.8,0.0,7.68,0.2154,-0.0053,0.975,参考,中山ダ短距離(1000-1300)・不・中枠(3-6)で母父系統「ネイティヴダンサー系」は基準比リフト0.975
阪神,坂あり・パワー型,ダ,中距離(1700-2000),重不良,外枠(7-8),母父系統,ネイティヴダンサー系,210,14,43,0.0667,0.2048,46.2,0.0,7.43,0.2101,-0.0053,0.975,参考,阪神ダ中距離(1700-2000)・重不良・外枠(7-8)で母父系統「ネイティヴダンサー系」は基準比リフト0.975
中山,坂あり・パワー型,芝,短中距離(1400-1600),良,中枠(3-6),母父系統,ロイヤルチャージャー系,1763,114,346,0.0647,0.1963,73.9,0.0,7.92,0.2014,-0.0051,0.975,参考,中山芝短中距離(1400-1600)・良・中枠(3-6)で母父系統「ロイヤルチャージャー系」は基準比リフト0.975
中京,直線長め・持続型,芝,短距離(1000-1300),良,中枠(3-6),母父系統,ロイヤルチャージャー系,608,30,117,0.0493,0.1924,44.8,0.0,8.58,0.1973,-0.0049,0.975,参考,中京芝短距離(1000-1300)・良・中枠(3-6)で母父系統「ロイヤルチャージャー系」は基準比リフト0.975
東京,直線長め・持続型,ダ,短距離(1000-1300),良,中枠(3-6),母父系統,ネイティヴダンサー系,511,46,98,0.09,0.1918,115.4,0.0,8.22,0.1967,-0.0049,0.975,参考,東京ダ短距離(1000-1300)・良・中枠(3-6)で母父系統「ネイティヴダンサー系」は基準比リフト0.975
新潟,直線長め・平坦型,芝,短中距離(1400-1600),良,外枠(7-8),母父系統,ニアークティック系,899,63,167,0.0701,0.1858,57.2,0.0,8.65,0.1905,-0.0047,0.975,参考,新潟芝短中距離(1400-1600)・良・外枠(7-8)で母父系統「ニアークティック系」は基準比リフト0.975
新潟,直線長め・平坦型,芝,中距離(1700-2000),良,内枠(1-2),母父系統,ナスルーラ系,268,18,49,0.0672,0.1828,32.3,0.0,8.37,0.1874,-0.0046,0.975,参考,新潟芝中距離(1700-2000)・良・内枠(1-2)で母父系統「ナスルーラ系」は基準比リフト0.975
東京,直線長め・持続型,ダ,短中距離(1400-1600),良,内枠(1-2),母父系統,ナスルーラ系,728,44,119,0.0604,0.1635,34.4,0.0,8.58,0.1677,-0.0042,0.975,参考,東京ダ短中距離(1400-1600)・良・内枠(1-2)で母父系統「ナスルーラ系」は基準比リフト0.975
小倉,小回り・機動型,芝,長距離(2500以上),稍,中枠(3-6),母父系統,ニアークティック系,100,8,27,0.08,0.27,35.0,0.0,6.21,0.2771,-0.0071,0.974,参考,小倉芝長距離(2500以上)・稍・中枠(3-6)で母父系統「ニアークティック系」は基準比リフト0.974
阪神,坂あり・パワー型,芝,中距離(1700-2000),稍,内枠(1-2),母父系統,ネイティヴダンサー系,108,11,27,0.1019,0.25,58.1,0.0,7.11,0.2567,-0.0067,0.974,参考,阪神芝中距離(1700-2000)・稍・内枠(1-2)で母父系統「ネイティヴダンサー系」は基準比リフト0.974
新潟,直線長め・平坦型,ダ,短距離(1000-1300),稍,外枠(7-8),母父系統,ニアークティック系,265,24,61,0.0906,0.2302,152.6,0.0,8.11,0.2363,-0.0061,0.974,参考,新潟ダ短距離(1000-1300)・稍・外枠(7-8)で母父系統「ニアークティック系」は基準比リフト0.974
中山,坂あり・パワー型,ダ,中距離(1700-2000),不,内枠(1-2),母父系統,ロイヤルチャージャー系,164,5,32,0.0305,0.1951,16.6,0.0,7.7,0.2004,-0.0053,0.974,参考,中山ダ中距離(1700-2000)・不・内枠(1-2)で母父系統「ロイヤルチャージャー系」は基準比リフト0.974
小倉,小回り・機動型,芝,中距離(1700-2000),稍,中枠(3-6),母父系統,ロイヤルチャージャー系,457,22,89,0.0481,0.1947,56.9,0.0,7.76,0.2,-0.0053,0.974,参考,小倉芝中距離(1700-2000)・稍・中枠(3-6)で母父系統「ロイヤルチャージャー系」は基準比リフト0.974
新潟,直線長め・平坦型,芝,短中距離(1400-1600),良,外枠(7-8),母父系統,ロイヤルチャージャー系,1040,71,193,0.0683,0.1856,81.9,0.0,8.73,0.1905,-0.0049,0.974,参考,新潟芝短中距離(1400-1600)・良・外枠(7-8)で母父系統「ロイヤルチャージャー系」は基準比リフト0.974
中京,直線長め・持続型,ダ,短中距離(1400-1600),良,内枠(1-2),母父系統,ニアークティック系,365,30,70,0.0822,0.1918,92.5,0.0,8.11,0.1971,-0.0053,0.973,参考,中京ダ短中距離(1400-1600)・良・内枠(1-2)で母父系統「ニアークティック系」は基準比リフト0.973
新潟,直線長め・平坦型,ダ,短距離(1000-1300),重不良,中枠(3-6),母父系統,ロイヤルチャージャー系,293,20,56,0.0683,0.1911,28.4,0.0,7.78,0.1964,-0.0053,0.973,参考,新潟ダ短距離(1000-1300)・重不良・中枠(3-6)で母父系統「ロイヤルチャージャー系」は基準比リフト0.973
京都,平坦・スピード型,ダ,短中距離(1400-1600),稍,外枠(7-8),母父系統,ニアークティック系,160,10,29,0.0625,0.1812,50.2,0.0,8.3,0.1862,-0.005,0.973,参考,京都ダ短中距離(1400-1600)・稍・外枠(7-8)で母父系統「ニアークティック系」は基準比リフト0.973
阪神,坂あり・パワー型,芝,中距離(1700-2000),良,中枠(3-6),母父系統,ロイヤルチャージャー系,2111,158,492,0.0748,0.2331,65.6,0.0,7.24,0.2399,-0.0068,0.972,参考,阪神芝中距離(1700-2000)・良・中枠(3-6)で母父系統「ロイヤルチャージャー系」は基準比リフト0.972
京都,平坦・スピード型,芝,中距離(1700-2000),良,内枠(1-2),母父系統,ニアークティック系,680,58,158,0.0853,0.2324,65.4,0.0,7.19,0.239,-0.0066,0.972,参考,京都芝中距離(1700-2000)・良・内枠(1-2)で母父系統「ニアークティック系」は基準比リフト0.972
中山,坂あり・パワー型,芝,中長距離(2100-2400),良,内枠(1-2),母父系統,ネイティヴダンサー系,87,7,19,0.0805,0.2184,72.1,0.0,7.63,0.2248,-0.0064,0.972,参考,中山芝中長距離(2100-2400)・良・内枠(1-2)で母父系統「ネイティヴダンサー系」は基準比リフト0.972
小倉,小回り・機動型,ダ,短距離(1000-1300),良,内枠(1-2),母父系統,ロイヤルチャージャー系,162,16,33,0.0988,0.2037,102.8,0.0,7.05,0.2096,-0.0059,0.972,参考,小倉ダ短距離(1000-1300)・良・内枠(1-2)で母父系統「ロイヤルチャージャー系」は基準比リフト0.972
新潟,直線長め・平坦型,芝,中距離(1700-2000),稍,内枠(1-2),母父系統,ニアークティック系,102,6,20,0.0588,0.1961,85.3,0.0,8.46,0.2017,-0.0056,0.972,参考,新潟芝中距離(1700-2000)・稍・内枠(1-2)で母父系統「ニアークティック系」は基準比リフト0.972
福島,小回り・機動型,ダ,短距離(1000-1300),良,内枠(1-2),母父系統,ロイヤルチャージャー系,407,20,76,0.0491,0.1867,46.2,0.0,8.56,0.1921,-0.0054,0.972,参考,福島ダ短距離(1000-1300)・良・内枠(1-2)で母父系統「ロイヤルチャージャー系」は基準比リフト0.972
福島,小回り・機動型,ダ,中距離(1700-2000),重不良,中枠(3-6),母父系統,ロイヤルチャージャー系,244,11,45,0.0451,0.1844,63.1,0.0,8.23,0.1898,-0.0054,0.972,参考,福島ダ中距離(1700-2000)・重不良・中枠(3-6)で母父系統「ロイヤルチャージャー系」は基準比リフト0.972
京都,平坦・スピード型,ダ,短中距離(1400-1600),重不良,内枠(1-2),母父系統,ネイティヴダンサー系,87,5,15,0.0575,0.1724,32.8,0.0,7.72,0.1773,-0.0049,0.972,参考,京都ダ短中距離(1400-1600)・重不良・内枠(1-2)で母父系統「ネイティヴダンサー系」は基準比リフト0.972
新潟,直線長め・平坦型,ダ,短距離(1000-1300),稍,内枠(1-2),母父系統,ロイヤルチャージャー系,195,14,33,0.0718,0.1692,62.8,0.0,7.72,0.1741,-0.0049,0.972,参考,新潟ダ短距離(1000-1300)・稍・内枠(1-2)で母父系統「ロイヤルチャージャー系」は基準比リフト0.972
福島,小回り・機動型,芝,長距離(2500以上),良,内枠(1-2),母父系統,ロイヤルチャージャー系,258,21,63,0.0814,0.2442,146.0,0.0,7.24,0.2516,-0.0074,0.971,参考,福島芝長距離(2500以上)・良・内枠(1-2)で母父系統「ロイヤルチャージャー系」は基準比リフト0.971
阪神,坂あり・パワー型,芝,短距離(1000-1300),良,中枠(3-6),母父系統,ネイティヴダンサー系,438,39,95,0.089,0.2169,70.9,0.0,7.57,0.2234,-0.0065,0.971,参考,阪神芝短距離(1000-1300)・良・中枠(3-6)で母父系統「ネイティヴダンサー系」は基準比リフト0.971
中山,坂あり・パワー型,ダ,短距離(1000-1300),不,中枠(3-6),母父系統,ロイヤルチャージャー系,330,18,69,0.0545,0.2091,51.9,0.0,8.7,0.2154,-0.0063,0.971,参考,中山ダ短距離(1000-1300)・不・中枠(3-6)で母父系統「ロイヤルチャージャー系」は基準比リフト0.971
小倉,小回り・機動型,ダ,中距離(1700-2000),不,内枠(1-2),母父系統,ロイヤルチャージャー系,130,12,27,0.0923,0.2077,152.7,0.0,8.58,0.2139,-0.0062,0.971,参考,小倉ダ中距離(1700-2000)・不・内枠(1-2)で母父系統「ロイヤルチャージャー系」は基準比リフト0.971
阪神,坂あり・パワー型,ダ,短距離(1000-1300),重不良,外枠(7-8),母父系統,ロイヤルチャージャー系,190,12,39,0.0632,0.2053,46.4,0.0,7.97,0.2115,-0.0062,0.971,参考,阪神ダ短距離(1000-1300)・重不良・外枠(7-8)で母父系統「ロイヤルチャージャー系」は基準比リフト0.971
中山,坂あり・パワー型,芝,短距離(1000-1300),稍,中枠(3-6),母父系統,ネイティヴダンサー系,128,9,26,0.0703,0.2031,94.2,0.0,7.91,0.2091,-0.006,0.971,参考,中山芝短距離(1000-1300)・稍・中枠(3-6)で母父系統「ネイティヴダンサー系」は基準比リフト0.971
新潟,直線長め・平坦型,芝,短中距離(1400-1600),稍,中枠(3-6),母父系統,ニアークティック系,195,10,35,0.0513,0.1795,25.4,0.0,8.39,0.1849,-0.0054,0.971,参考,新潟芝短中距離(1400-1600)・稍・中枠(3-6)で母父系統「ニアークティック系」は基準比リフト0.971
札幌,小回り・持続型,ダ,短距離(1000-1300),良,外枠(7-8),母父系統,ネイティヴダンサー系,154,20,43,0.1299,0.2792,153.9,0.0,6.29,0.2879,-0.0087,0.97,参考,札幌ダ短距離(1000-1300)・良・外枠(7-8)で母父系統「ネイティヴダンサー系」は基準比リフト0.97
小倉,小回り・機動型,ダ,短距離(1000-1300),良,中枠(3-6),母父系統,ロイヤルチャージャー系,564,38,122,0.0674,0.2163,56.0,0.0,7.38,0.2229,-0.0066,0.97,参考,小倉ダ短距離(1000-1300)・良・中枠(3-6)で母父系統「ロイヤルチャージャー系」は基準比リフト0.97
東京,直線長め・持続型,ダ,短中距離(1400-1600),稍,外枠(7-8),母父系統,ナスルーラ系,199,16,43,0.0804,0.2161,60.1,0.0,8.19,0.2227,-0.0066,0.97,参考,東京ダ短中距離(1400-1600)・稍・外枠(7-8)で母父系統「ナスルーラ系」は基準比リフト0.97
東京,直線長め・持続型,ダ,短中距離(1400-1600),良,外枠(7-8),母父系統,ロイヤルチャージャー系,2657,176,558,0.0662,0.21,70.7,0.0,8.07,0.2165,-0.0065,0.97,参考,東京ダ短中距離(1400-1600)・良・外枠(7-8)で母父系統「ロイヤルチャージャー系」は基準比リフト0.97
阪神,坂あり・パワー型,芝,短中距離(1400-1600),重不良,中枠(3-6),母父系統,ロイヤルチャージャー系,160,11,30,0.0688,0.1875,112.8,0.0,8.39,0.1933,-0.0058,0.97,参考,阪神芝短中距離(1400-1600)・重不良・中枠(3-6)で母父系統「ロイヤルチャージャー系」は基準比リフト0.97
函館,小回り・持続型,ダ,中距離(1700-2000),稍,外枠(7-8),母父系統,ロイヤルチャージャー系,184,18,49,0.0978,0.2663,80.0,0.0,6.51,0.2747,-0.0084,0.969,参考,函館ダ中距離(1700-2000)・稍・外枠(7-8)で母父系統「ロイヤルチャージャー系」は基準比リフト0.969
小倉,小回り・機動型,芝,長距離(2500以上),良,外枠(7-8),母父系統,ニアークティック系,272,17,62,0.0625,0.2279,34.9,0.0,6.72,0.2352,-0.0073,0.969,参考,小倉芝長距離(2500以上)・良・外枠(7-8)で母父系統「ニアークティック系」は基準比リフト0.969
阪神,坂あり・パワー型,芝,中長距離(2100-2400),良,外枠(7-8),母父系統,ネイティヴダンサー系,206,15,44,0.0728,0.2136,70.2,0.0,6.7,0.2204,-0.0068,0.969,参考,阪神芝中長距離(2100-2400)・良・外枠(7-8)で母父系統「ネイティヴダンサー系」は基準比リフト0.969
東京,直線長め・持続型,芝,中距離(1700-2000),良,外枠(7-8),母父系統,ナスルーラ系,575,30,120,0.0522,0.2087,35.4,0.0,7.37,0.2154,-0.0067,0.969,参考,東京芝中距離(1700-2000)・良・外枠(7-8)で母父系統「ナスルーラ系」は基準比リフト0.969
中山,坂あり・パワー型,ダ,中距離(1700-2000),稍,外枠(7-8),母父系統,ナスルーラ系,160,7,33,0.0438,0.2062,33.1,0.0,8.26,0.2128,-0.0066,0.969,参考,中山ダ中距離(1700-2000)・稍・外枠(7-8)で母父系統「ナスルーラ系」は基準比リフト0.969
京都,平坦・スピード型,芝,短中距離(1400-1600),重不良,中枠(3-6),母父系統,ネイティヴダンサー系,109,10,22,0.0917,0.2018,115.7,0.0,8.15,0.2082,-0.0064,0.969,参考,京都芝短中距離(1400-1600)・重不良・中枠(3-6)で母父系統「ネイティヴダンサー系」は基準比リフト0.969
中京,直線長め・持続型,芝,長距離(2500以上),良,外枠(7-8),母父系統,ロイヤルチャージャー系,173,10,40,0.0578,0.2312,47.7,0.0,7.03,0.2389,-0.0077,0.968,参考,中京芝長距離(2500以上)・良・外枠(7-8)で母父系統「ロイヤルチャージャー系」は基準比リフト0.968
阪神,坂あり・パワー型,ダ,中距離(1700-2000),良,中枠(3-6),母父系統,ネイティヴダンサー系,1722,138,379,0.0801,0.2201,68.2,0.0,7.38,0.2273,-0.0072,0.968,参考,阪神ダ中距離(1700-2000)・良・中枠(3-6)で母父系統「ネイティヴダンサー系」は基準比リフト0.968
新潟,直線長め・平坦型,芝,長距離(2500以上),稍,中枠(3-6),母父系統,ロイヤルチャージャー系,150,13,33,0.0867,0.22,79.7,0.0,6.84,0.2272,-0.0072,0.968,参考,新潟芝長距離(2500以上)・稍・中枠(3-6)で母父系統「ロイヤルチャージャー系」は基準比リフト0.968
中山,坂あり・パワー型,芝,短中距離(1400-1600),稍,外枠(7-8),母父系統,ニアークティック系,137,12,29,0.0876,0.2117,48.8,0.0,7.54,0.2188,-0.0071,0.968,参考,中山芝短中距離(1400-1600)・稍・外枠(7-8)で母父系統「ニアークティック系」は基準比リフト0.968
阪神,坂あり・パワー型,ダ,短距離(1000-1300),不,中枠(3-6),母父系統,ネイティヴダンサー系,122,12,25,0.0984,0.2049,94.3,0.0,8.16,0.2117,-0.0068,0.968,参考,阪神ダ短距離(1000-1300)・不・中枠(3-6)で母父系統「ネイティヴダンサー系」は基準比リフト0.968
阪神,坂あり・パワー型,ダ,中距離(1700-2000),稍,中枠(3-6),母父系統,ナスルーラ系,281,18,57,0.0641,0.2028,77.4,0.0,7.66,0.2095,-0.0067,0.968,参考,阪神ダ中距離(1700-2000)・稍・中枠(3-6)で母父系統「ナスルーラ系」は基準比リフト0.968
新潟,直線長め・平坦型,芝,中距離(1700-2000),稍,外枠(7-8),母父系統,ロイヤルチャージャー系,180,17,36,0.0944,0.2,144.1,0.0,8.08,0.2066,-0.0066,0.968,参考,新潟芝中距離(1700-2000)・稍・外枠(7-8)で母父系統「ロイヤルチャージャー系」は基準比リフト0.968
東京,直線長め・持続型,ダ,短中距離(1400-1600),良,中枠(3-6),母父系統,ニアークティック系,4039,239,781,0.0592,0.1934,48.5,0.0,8.16,0.1997,-0.0063,0.968,参考,東京ダ短中距離(1400-1600)・良・中枠(3-6)で母父系統「ニアークティック系」は基準比リフト0.968
新潟,直線長め・平坦型,ダ,短距離(1000-1300),稍,中枠(3-6),母父系統,ロイヤルチャージャー系,565,24,109,0.0425,0.1929,39.4,0.0,7.88,0.1993,-0.0064,0.968,参考,新潟ダ短距離(1000-1300)・稍・中枠(3-6)で母父系統「ロイヤルチャージャー系」は基準比リフト0.968
新潟,直線長め・平坦型,ダ,短距離(1000-1300),稍,内枠(1-2),母父系統,ニアークティック系,178,11,30,0.0618,0.1685,87.5,0.0,8.24,0.1741,-0.0056,0.968,参考,新潟ダ短距離(1000-1300)・稍・内枠(1-2)で母父系統「ニアークティック系」は基準比リフト0.968
函館,小回り・持続型,芝,短距離(1000-1300),良,中枠(3-6),母父系統,ロイヤルチャージャー系,1159,88,261,0.0759,0.2252,70.5,0.0,7.4,0.2329,-0.0077,0.967,参考,函館芝短距離(1000-1300)・良・中枠(3-6)で母父系統「ロイヤルチャージャー系」は基準比リフト0.967
京都,平坦・スピード型,芝,短中距離(1400-1600),良,中枠(3-6),母父系統,ネイティヴダンサー系,1419,111,294,0.0782,0.2072,88.4,0.0,7.87,0.2142,-0.007,0.967,参考,京都芝短中距離(1400-1600)・良・中枠(3-6)で母父系統「ネイティヴダンサー系」は基準比リフト0.967
中山,坂あり・パワー型,ダ,中距離(1700-2000),良,中枠(3-6),母父系統,ロイヤルチャージャー系,3195,198,615,0.062,0.1925,68.9,0.0,8.12,0.199,-0.0065,0.967,参考,中山ダ中距離(1700-2000)・良・中枠(3-6)で母父系統「ロイヤルチャージャー系」は基準比リフト0.967
京都,平坦・スピード型,ダ,短距離(1000-1300),良,中枠(3-6),母父系統,ナスルーラ系,589,35,111,0.0594,0.1885,97.9,0.0,8.34,0.1949,-0.0064,0.967,参考,京都ダ短距離(1000-1300)・良・中枠(3-6)で母父系統「ナスルーラ系」は基準比リフト0.967
中山,坂あり・パワー型,ダ,中距離(1700-2000),稍,中枠(3-6),母父系統,ネイティヴダンサー系,706,48,142,0.068,0.2011,74.7,0.0,8.01,0.2081,-0.007,0.966,参考,中山ダ中距離(1700-2000)・稍・中枠(3-6)で母父系統「ネイティヴダンサー系」は基準比リフト0.966
札幌,小回り・持続型,ダ,短距離(1000-1300),良,中枠(3-6),母父系統,ネイティヴダンサー系,231,20,57,0.0866,0.2468,58.1,0.0,6.39,0.2558,-0.009,0.965,参考,札幌ダ短距離(1000-1300)・良・中枠(3-6)で母父系統「ネイティヴダンサー系」は基準比リフト0.965
阪神,坂あり・パワー型,ダ,中距離(1700-2000),稍,外枠(7-8),母父系統,ロイヤルチャージャー系,572,49,134,0.0857,0.2343,102.6,0.0,7.27,0.2427,-0.0084,0.965,参考,阪神ダ中距離(1700-2000)・稍・外枠(7-8)で母父系統「ロイヤルチャージャー系」は基準比リフト0.965
函館,小回り・持続型,ダ,中距離(1700-2000),良,外枠(7-8),母父系統,ニアークティック系,522,40,121,0.0766,0.2318,69.0,0.0,6.56,0.2402,-0.0084,0.965,参考,函館ダ中距離(1700-2000)・良・外枠(7-8)で母父系統「ニアークティック系」は基準比リフト0.965
中山,坂あり・パワー型,ダ,中長距離(2100-2400),良,中枠(3-6),母父系統,ニアークティック系,161,10,37,0.0621,0.2298,52.7,0.0,7.24,0.2381,-0.0083,0.965,参考,中山ダ中長距離(2100-2400)・良・中枠(3-6)で母父系統「ニアークティック系」は基準比リフト0.965
福島,小回り・機動型,芝,中距離(1700-2000),良,中枠(3-6),母父系統,ロイヤルチャージャー系,1657,117,350,0.0706,0.2112,73.9,0.0,7.87,0.2188,-0.0076,0.965,参考,福島芝中距離(1700-2000)・良・中枠(3-6)で母父系統「ロイヤルチャージャー系」は基準比リフト0.965
小倉,小回り・機動型,芝,短距離(1000-1300),重不良,中枠(3-6),母父系統,ロイヤルチャージャー系,276,11,52,0.0399,0.1884,27.0,0.0,8.85,0.1952,-0.0068,0.965,参考,小倉芝短距離(1000-1300)・重不良・中枠(3-6)で母父系統「ロイヤルチャージャー系」は基準比リフト0.965
中山,坂あり・パワー型,ダ,中距離(1700-2000),良,内枠(1-2),母父系統,ロイヤルチャージャー系,1401,80,250,0.0571,0.1784,50.5,0.0,8.29,0.1848,-0.0064,0.965,参考,中山ダ中距離(1700-2000)・良・内枠(1-2)で母父系統「ロイヤルチャージャー系」は基準比リフト0.965
阪神,坂あり・パワー型,芝,中長距離(2100-2400),良,内枠(1-2),母父系統,ネイティヴダンサー系,131,10,34,0.0763,0.2595,53.7,0.0,6.79,0.2691,-0.0096,0.964,参考,阪神芝中長距離(2100-2400)・良・内枠(1-2)で母父系統「ネイティヴダンサー系」は基準比リフト0.964
札幌,小回り・持続型,ダ,中距離(1700-2000),良,中枠(3-6),母父系統,ニアークティック系,1025,86,244,0.0839,0.238,80.1,0.0,7.01,0.2469,-0.0089,0.964,参考,札幌ダ中距離(1700-2000)・良・中枠(3-6)で母父系統「ニアークティック系」は基準比リフト0.964
阪神,坂あり・パワー型,芝,短中距離(1400-1600),良,内枠(1-2),母父系統,ニアークティック系,885,57,190,0.0644,0.2147,46.7,0.0,7.91,0.2227,-0.008,0.964,参考,阪神芝短中距離(1400-1600)・良・内枠(1-2)で母父系統「ニアークティック系」は基準比リフト0.964
新潟,直線長め・平坦型,ダ,中距離(1700-2000),良,中枠(3-6),母父系統,ロイヤルチャージャー系,1722,113,356,0.0656,0.2067,59.9,0.0,7.61,0.2144,-0.0077,0.964,参考,新潟ダ中距離(1700-2000)・良・中枠(3-6)で母父系統「ロイヤルチャージャー系」は基準比リフト0.964
京都,平坦・スピード型,芝,短中距離(1400-1600),良,中枠(3-6),母父系統,ロイヤルチャージャー系,2165,142,447,0.0656,0.2065,60.2,0.0,8.03,0.2142,-0.0077,0.964,参考,京都芝短中距離(1400-1600)・良・中枠(3-6)で母父系統「ロイヤルチャージャー系」は基準比リフト0.964
福島,小回り・機動型,芝,短距離(1000-1300),良,中枠(3-6),母父系統,ロイヤルチャージャー系,1769,107,322,0.0605,0.182,67.3,0.0,8.14,0.1887,-0.0067,0.964,参考,福島芝短距離(1000-1300)・良・中枠(3-6)で母父系統「ロイヤルチャージャー系」は基準比リフト0.964
京都,平坦・スピード型,ダ,短距離(1000-1300),稍,中枠(3-6),母父系統,ニアークティック系,338,18,61,0.0533,0.1805,42.3,0.0,8.12,0.1872,-0.0067,0.964,参考,京都ダ短距離(1000-1300)・稍・中枠(3-6)で母父系統「ニアークティック系」は基準比リフト0.964
京都,平坦・スピード型,ダ,短中距離(1400-1600),重不良,内枠(1-2),母父系統,ロイヤルチャージャー系,117,5,20,0.0427,0.1709,91.1,0.0,8.38,0.1773,-0.0064,0.964,参考,京都ダ短中距離(1400-1600)・重不良・内枠(1-2)で母父系統「ロイヤルチャージャー系」は基準比リフト0.964
函館,小回り・持続型,芝,中距離(1700-2000),良,中枠(3-6),母父系統,ネイティヴダンサー系,520,39,120,0.075,0.2308,69.1,0.0,7.16,0.2397,-0.0089,0.963,参考,函館芝中距離(1700-2000)・良・中枠(3-6)で母父系統「ネイティヴダンサー系」は基準比リフト0.963
東京,直線長め・持続型,芝,中距離(1700-2000),良,内枠(1-2),母父系統,ロイヤルチャージャー系,1049,85,237,0.081,0.2259,58.2,0.0,7.45,0.2345,-0.0086,0.963,参考,東京芝中距離(1700-2000)・良・内枠(1-2)で母父系統「ロイヤルチャージャー系」は基準比リフト0.963
新潟,直線長め・平坦型,ダ,中距離(1700-2000),良,外枠(7-8),母父系統,ニアークティック系,749,63,163,0.0841,0.2176,72.1,0.0,7.53,0.226,-0.0084,0.963,参考,新潟ダ中距離(1700-2000)・良・外枠(7-8)で母父系統「ニアークティック系」は基準比リフト0.963
京都,平坦・スピード型,芝,中長距離(2100-2400),良,外枠(7-8),母父系統,ニアークティック系,397,31,86,0.0781,0.2166,76.4,0.0,7.38,0.225,-0.0084,0.963,参考,京都芝中長距離(2100-2400)・良・外枠(7-8)で母父系統「ニアークティック系」は基準比リフト0.963
中京,直線長め・持続型,芝,長距離(2500以上),良,中枠(3-6),母父系統,ニアークティック系,313,23,66,0.0735,0.2109,46.1,0.0,6.91,0.219,-0.0081,0.963,参考,中京芝長距離(2500以上)・良・中枠(3-6)で母父系統「ニアークティック系」は基準比リフト0.963
阪神,坂あり・パワー型,ダ,短距離(1000-1300),不,中枠(3-6),母父系統,ニアークティック系,157,12,32,0.0764,0.2038,191.3,0.0,7.85,0.2117,-0.0079,0.963,参考,阪神ダ短距離(1000-1300)・不・中枠(3-6)で母父系統「ニアークティック系」は基準比リフト0.963
阪神,坂あり・パワー型,ダ,中距離(1700-2000),良,内枠(1-2),母父系統,ネイティヴダンサー系,726,56,144,0.0771,0.1983,69.9,0.0,7.66,0.206,-0.0077,0.963,参考,阪神ダ中距離(1700-2000)・良・内枠(1-2)で母父系統「ネイティヴダンサー系」は基準比リフト0.963
新潟,直線長め・平坦型,ダ,短距離(1000-1300),重不良,内枠(1-2),母父系統,ロイヤルチャージャー系,112,6,22,0.0536,0.1964,54.8,0.0,8.25,0.2039,-0.0075,0.963,参考,新潟ダ短距離(1000-1300)・重不良・内枠(1-2)で母父系統「ロイヤルチャージャー系」は基準比リフト0.963
阪神,坂あり・パワー型,芝,中長距離(2100-2400),良,中枠(3-6),母父系統,ナスルーラ系,219,16,55,0.0731,0.2511,91.1,0.0,6.96,0.2609,-0.0098,0.962,参考,阪神芝中長距離(2100-2400)・良・中枠(3-6)で母父系統「ナスルーラ系」は基準比リフト0.962
札幌,小回り・持続型,芝,短中距離(1400-1600),良,中枠(3-6),母父系統,ニアークティック系,424,40,101,0.0943,0.2382,77.4,0.0,6.98,0.2476,-0.0094,0.962,参考,札幌芝短中距離(1400-1600)・良・中枠(3-6)で母父系統「ニアークティック系」は基準比リフト0.962
