競馬場,芝ダ,距離,条件数,消寄項目1,消寄条件1,消寄項目2,消寄条件2,消寄項目3,消寄条件3,過去該当頭数,過去複勝圏内数,過去複勝率,コース頭数,コース複勝率,リフト,該当率,消寄ランク,広すぎ注意,消寄理由
福島,芝,1200,2,前走着差帯,2.0秒以上負け,前走4角位置,4角7-10番手,,,153,11,7.19,4540,19.93,0.361,3.37,消寄C,,前走着差帯=2.0秒以上負け + 前走4角位置=4角7-10番手
福島,芝,1200,2,前走着差帯,2.0秒以上負け,今回頭数帯,12-15頭,,,124,9,7.26,4540,19.93,0.364,2.73,消寄C,,前走着差帯=2.0秒以上負け + 今回頭数帯=12-15頭
福島,芝,1800,2,芝ダ替わり,ダ→芝,頭数変化,今回かなり頭数増,,,61,0,0.0,2390,20.71,0.0,2.55,消寄A,,芝ダ替わり=ダ→芝 + 頭数変化=今回かなり頭数増
福島,芝,1800,2,芝ダ替わり,ダ→芝,距離変化帯,延長300-400m,,,57,0,0.0,2390,20.71,0.0,2.38,消寄A,,芝ダ替わり=ダ→芝 + 距離変化帯=延長300-400m
福島,芝,1800,2,距離変化帯,延長500m以上,前走着順帯,前走10着以下,,,41,0,0.0,2390,20.71,0.0,1.72,消寄A,,距離変化帯=延長500m以上 + 前走着順帯=前走10着以下
福島,芝,1800,2,芝ダ替わり,ダ→芝,前走着差帯,1.0-1.4秒負け,,,36,0,0.0,2390,20.71,0.0,1.51,消寄A,,芝ダ替わり=ダ→芝 + 前走着差帯=1.0-1.4秒負け
福島,芝,1800,2,距離変化帯,延長300-400m,頭数変化,今回かなり頭数増,,,29,0,0.0,2390,20.71,0.0,1.21,消寄A,,距離変化帯=延長300-400m + 頭数変化=今回かなり頭数増
福島,芝,1800,2,距離変化帯,延長300-400m,前走上り順帯,上り6-9位,,,27,0,0.0,2390,20.71,0.0,1.13,消寄A,,距離変化帯=延長300-400m + 前走上り順帯=上り6-9位
福島,芝,1800,2,距離変化帯,延長300-400m,前走着差帯,2.0秒以上負け,,,26,0,0.0,2390,20.71,0.0,1.09,消寄A,,距離変化帯=延長300-400m + 前走着差帯=2.0秒以上負け
福島,芝,1800,2,芝ダ替わり,ダ→芝,距離変化帯,延長500m以上,,,24,0,0.0,2390,20.71,0.0,1.0,消寄A,,芝ダ替わり=ダ→芝 + 距離変化帯=延長500m以上
福島,芝,1800,2,距離変化帯,延長500m以上,頭数変化,同頭数,,,23,0,0.0,2390,20.71,0.0,0.96,消寄A,,距離変化帯=延長500m以上 + 頭数変化=同頭数
福島,芝,1800,2,距離変化帯,延長500m以上,前走脚質帯,追込/後方,,,21,0,0.0,2390,20.71,0.0,0.88,消寄A,,距離変化帯=延長500m以上 + 前走脚質帯=追込/後方
福島,芝,1800,2,芝ダ替わり,ダ→芝,前走上り順帯,上り1-3位,,,70,1,1.43,2390,20.71,0.069,2.93,消寄A,,芝ダ替わり=ダ→芝 + 前走上り順帯=上り1-3位
福島,芝,1800,2,芝ダ替わり,ダ→芝,休み明け区分,休み明け4戦目以降,,,59,1,1.69,2390,20.71,0.082,2.47,消寄A,,芝ダ替わり=ダ→芝 + 休み明け区分=休み明け4戦目以降
福島,芝,1800,2,距離変化帯,延長300-400m,前走着順帯,前走10着以下,,,55,1,1.82,2390,20.71,0.088,2.3,消寄A,,距離変化帯=延長300-400m + 前走着順帯=前走10着以下
福島,芝,1800,2,芝ダ替わり,ダ→芝,休み明け区分,休み明け2戦目,,,48,1,2.08,2390,20.71,0.101,2.01,消寄A,,芝ダ替わり=ダ→芝 + 休み明け区分=休み明け2戦目
福島,芝,1800,2,距離変化帯,延長300-400m,前走4角位置,4角11番手以下,,,39,1,2.56,2390,20.71,0.124,1.63,消寄A,,距離変化帯=延長300-400m + 前走4角位置=4角11番手以下
福島,芝,1800,2,芝ダ替わり,ダ→芝,前走着差帯,勝ち/同タイム,,,37,1,2.7,2390,20.71,0.13,1.55,消寄A,,芝ダ替わり=ダ→芝 + 前走着差帯=勝ち/同タイム
福島,芝,1800,2,芝ダ替わり,ダ→芝,前走着順帯,前走1着,,,36,1,2.78,2390,20.71,0.134,1.51,消寄A,,芝ダ替わり=ダ→芝 + 前走着順帯=前走1着
福島,芝,1800,2,前走着差帯,2.0秒以上負け,休み明け区分,休み明け2戦目,,,64,2,3.12,2390,20.71,0.151,2.68,消寄B,,前走着差帯=2.0秒以上負け + 休み明け区分=休み明け2戦目
福島,芝,1800,2,前走着差帯,2.0秒以上負け,前走4角位置,4角11番手以下,,,94,3,3.19,2390,20.71,0.154,3.93,消寄B,,前走着差帯=2.0秒以上負け + 前走4角位置=4角11番手以下
福島,芝,1800,2,芝ダ替わり,ダ→芝,頭数変化,同頭数,,,60,2,3.33,2390,20.71,0.161,2.51,消寄B,,芝ダ替わり=ダ→芝 + 頭数変化=同頭数
福島,芝,2000,2,前走着差帯,2.0秒以上負け,前走脚質帯,先行/好位,,,46,0,0.0,2438,21.16,0.0,1.89,消寄A,,前走着差帯=2.0秒以上負け + 前走脚質帯=先行/好位
福島,芝,2000,2,距離変化帯,短縮500m以上,前走着差帯,1.0-1.4秒負け,,,21,0,0.0,2438,21.16,0.0,0.86,消寄A,,距離変化帯=短縮500m以上 + 前走着差帯=1.0-1.4秒負け
福島,芝,2000,2,前走着差帯,2.0秒以上負け,休み明け区分,休み明け3戦目,,,44,1,2.27,2438,21.16,0.107,1.8,消寄A,,前走着差帯=2.0秒以上負け + 休み明け区分=休み明け3戦目
福島,芝,2000,2,前走着差帯,2.0秒以上負け,前走4角位置,4角2-3番手,,,41,1,2.44,2438,21.16,0.115,1.68,消寄A,,前走着差帯=2.0秒以上負け + 前走4角位置=4角2-3番手
福島,芝,2000,2,距離変化帯,同距離,前走着差帯,2.0秒以上負け,,,74,2,2.7,2438,21.16,0.128,3.04,消寄A,,距離変化帯=同距離 + 前走着差帯=2.0秒以上負け
福島,芝,2000,2,前走上り順帯,上り10位以下,前走脚質帯,追込/後方,,,145,5,3.45,2438,21.16,0.163,5.95,消寄B,,前走上り順帯=上り10位以下 + 前走脚質帯=追込/後方
福島,芝,2000,2,芝ダ替わり,ダ→芝,前走上り順帯,上り10位以下,,,112,4,3.57,2438,21.16,0.169,4.59,消寄B,,芝ダ替わり=ダ→芝 + 前走上り順帯=上り10位以下
福島,芝,2000,2,前走着差帯,2.0秒以上負け,頭数変化,同頭数,,,111,4,3.6,2438,21.16,0.17,4.55,消寄B,,前走着差帯=2.0秒以上負け + 頭数変化=同頭数
福島,芝,2000,2,芝ダ替わり,ダ→芝,前走着差帯,2.0秒以上負け,,,135,7,5.19,2438,21.16,0.245,5.54,消寄C,,芝ダ替わり=ダ→芝 + 前走着差帯=2.0秒以上負け
福島,芝,2000,2,芝ダ替わり,ダ→芝,前走着順帯,前走10着以下,,,131,7,5.34,2438,21.16,0.252,5.37,消寄C,,芝ダ替わり=ダ→芝 + 前走着順帯=前走10着以下
福島,芝,2000,2,前走上り順帯,上り10位以下,前走4角位置,4角11番手以下,,,112,6,5.36,2438,21.16,0.253,4.59,消寄C,,前走上り順帯=上り10位以下 + 前走4角位置=4角11番手以下
福島,芝,2000,2,前走着差帯,2.0秒以上負け,前走上り順帯,上り10位以下,,,249,14,5.62,2438,21.16,0.266,10.21,消寄C,,前走着差帯=2.0秒以上負け + 前走上り順帯=上り10位以下
福島,芝,2000,2,前走着差帯,2.0秒以上負け,前走脚質帯,追込/後方,,,169,10,5.92,2438,21.16,0.28,6.93,消寄C,,前走着差帯=2.0秒以上負け + 前走脚質帯=追込/後方
福島,芝,2000,2,前走着差帯,2.0秒以上負け,今回頭数帯,16頭以上,,,218,13,5.96,2438,21.16,0.282,8.94,消寄C,,前走着差帯=2.0秒以上負け + 今回頭数帯=16頭以上
福島,芝,2000,2,前走着差帯,2.0秒以上負け,前走4角位置,4角11番手以下,,,125,8,6.4,2438,21.16,0.302,5.13,消寄C,,前走着差帯=2.0秒以上負け + 前走4角位置=4角11番手以下
福島,芝,2000,2,距離変化帯,延長300-400m,前走上り順帯,上り10位以下,,,106,7,6.6,2438,21.16,0.312,4.35,消寄C,,距離変化帯=延長300-400m + 前走上り順帯=上り10位以下
福島,芝,2000,2,前走着差帯,2.0秒以上負け,前走着順帯,前走10着以下,,,289,20,6.92,2438,21.16,0.327,11.85,消寄C,,前走着差帯=2.0秒以上負け + 前走着順帯=前走10着以下
福島,芝,2000,2,前走着差帯,2.0秒以上負け,休み明け区分,休み明け初戦,,,122,9,7.38,2438,21.16,0.349,5.0,消寄C,,前走着差帯=2.0秒以上負け + 休み明け区分=休み明け初戦
福島,芝,2000,2,距離変化帯,延長300-400m,前走着順帯,前走10着以下,,,116,9,7.76,2438,21.16,0.367,4.76,消寄C,,距離変化帯=延長300-400m + 前走着順帯=前走10着以下
福島,芝,2000,2,芝ダ替わり,芝→芝,前走着差帯,2.0秒以上負け,,,218,17,7.8,2438,21.16,0.368,8.94,消寄C,,芝ダ替わり=芝→芝 + 前走着差帯=2.0秒以上負け
福島,芝,2600,2,芝ダ替わり,ダ→芝,前走上り順帯,上り10位以下,,,62,3,4.84,1293,22.27,0.217,4.8,消寄B,,芝ダ替わり=ダ→芝 + 前走上り順帯=上り10位以下
福島,芝,2600,2,前走着順帯,前走10着以下,今回頭数帯,12-15頭,,,125,8,6.4,1293,22.27,0.287,9.67,消寄C,,前走着順帯=前走10着以下 + 今回頭数帯=12-15頭
福島,芝,2600,2,前走着差帯,2.0秒以上負け,前走上り順帯,上り10位以下,,,137,9,6.57,1293,22.27,0.295,10.6,消寄C,,前走着差帯=2.0秒以上負け + 前走上り順帯=上り10位以下
福島,芝,2600,2,前走着差帯,2.0秒以上負け,前走着順帯,前走10着以下,,,156,12,7.69,1293,22.27,0.345,12.06,消寄C,,前走着差帯=2.0秒以上負け + 前走着順帯=前走10着以下
阪神,ダ,1200,2,距離変化帯,延長100-200m,前走着差帯,1.5-1.9秒負け,,,29,0,0.0,4063,19.94,0.0,0.71,消寄A,,距離変化帯=延長100-200m + 前走着差帯=1.5-1.9秒負け
阪神,ダ,1200,2,前走上り順帯,上り10位以下,前走脚質帯,追込/後方,,,206,12,5.83,4063,19.94,0.292,5.07,消寄C,,前走上り順帯=上り10位以下 + 前走脚質帯=追込/後方
阪神,ダ,1200,2,前走上り順帯,上り10位以下,前走4角位置,4角11番手以下,,,159,10,6.29,4063,19.94,0.315,3.91,消寄C,,前走上り順帯=上り10位以下 + 前走4角位置=4角11番手以下
阪神,ダ,1200,2,前走着差帯,1.5-1.9秒負け,前走脚質帯,追込/後方,,,140,9,6.43,4063,19.94,0.322,3.45,消寄C,,前走着差帯=1.5-1.9秒負け + 前走脚質帯=追込/後方
阪神,ダ,1200,2,前走着差帯,1.5-1.9秒負け,前走4角位置,4角11番手以下,,,118,9,7.63,4063,19.94,0.383,2.9,消寄C,,前走着差帯=1.5-1.9秒負け + 前走4角位置=4角11番手以下
阪神,ダ,1200,2,前走着差帯,1.5-1.9秒負け,頭数変化,今回頭数増,,,118,9,7.63,4063,19.94,0.383,2.9,消寄C,,前走着差帯=1.5-1.9秒負け + 頭数変化=今回頭数増
阪神,ダ,1200,2,前走着差帯,2.0秒以上負け,前走4角位置,4角7-10番手,,,157,12,7.64,4063,19.94,0.383,3.86,消寄C,,前走着差帯=2.0秒以上負け + 前走4角位置=4角7-10番手
阪神,ダ,1200,2,前走着差帯,2.0秒以上負け,前走脚質帯,追込/後方,,,180,14,7.78,4063,19.94,0.39,4.43,消寄C,,前走着差帯=2.0秒以上負け + 前走脚質帯=追込/後方
阪神,ダ,1200,2,前走着差帯,1.5-1.9秒負け,前走上り順帯,上り6-9位,,,102,8,7.84,4063,19.94,0.393,2.51,消寄C,,前走着差帯=1.5-1.9秒負け + 前走上り順帯=上り6-9位
阪神,ダ,1200,2,前走着差帯,1.5-1.9秒負け,前走4角位置,4角7-10番手,,,151,12,7.95,4063,19.94,0.399,3.72,消寄C,,前走着差帯=1.5-1.9秒負け + 前走4角位置=4角7-10番手
阪神,ダ,1400,2,距離変化帯,短縮500m以上,前走4角位置,4角11番手以下,,,24,0,0.0,5339,20.06,0.0,0.45,消寄A,,距離変化帯=短縮500m以上 + 前走4角位置=4角11番手以下
阪神,ダ,1400,2,前走着差帯,2.0秒以上負け,前走上り順帯,上り1-3位,,,39,1,2.56,5339,20.06,0.128,0.73,消寄A,,前走着差帯=2.0秒以上負け + 前走上り順帯=上り1-3位
阪神,ダ,1400,2,距離変化帯,短縮500m以上,前走脚質帯,追込/後方,,,36,1,2.78,5339,20.06,0.138,0.67,消寄A,,距離変化帯=短縮500m以上 + 前走脚質帯=追込/後方
阪神,ダ,1400,2,前走4角位置,4角2-3番手,前走脚質帯,逃げ,,,53,2,3.77,5339,20.06,0.188,0.99,消寄B,,前走4角位置=4角2-3番手 + 前走脚質帯=逃げ
阪神,ダ,1400,2,距離変化帯,延長100-200m,前走着差帯,2.0秒以上負け,,,97,4,4.12,5339,20.06,0.206,1.82,消寄B,,距離変化帯=延長100-200m + 前走着差帯=2.0秒以上負け
阪神,ダ,1400,2,前走着順帯,前走10着以下,前走上り順帯,上り1-3位,,,121,5,4.13,5339,20.06,0.206,2.27,消寄B,,前走着順帯=前走10着以下 + 前走上り順帯=上り1-3位
阪神,ダ,1400,2,前走4角位置,4角11番手以下,休み明け区分,休み明け2戦目,,,266,15,5.64,5339,20.06,0.281,4.98,消寄C,,前走4角位置=4角11番手以下 + 休み明け区分=休み明け2戦目
阪神,ダ,1400,2,前走着差帯,2.0秒以上負け,前走脚質帯,追込/後方,,,294,18,6.12,5339,20.06,0.305,5.51,消寄C,,前走着差帯=2.0秒以上負け + 前走脚質帯=追込/後方
阪神,ダ,1400,2,前走着順帯,前走10着以下,前走4角位置,4角11番手以下,,,601,38,6.32,5339,20.06,0.315,11.26,消寄C,,前走着順帯=前走10着以下 + 前走4角位置=4角11番手以下
阪神,ダ,1400,2,前走着差帯,2.0秒以上負け,前走4角位置,4角11番手以下,,,233,15,6.44,5339,20.06,0.321,4.36,消寄C,,前走着差帯=2.0秒以上負け + 前走4角位置=4角11番手以下
阪神,ダ,1400,2,前走着順帯,前走10着以下,前走脚質帯,追込/後方,,,691,45,6.51,5339,20.06,0.325,12.94,消寄C,,前走着順帯=前走10着以下 + 前走脚質帯=追込/後方
阪神,ダ,1400,2,前走上り順帯,上り6-9位,前走4角位置,4角11番手以下,,,226,15,6.64,5339,20.06,0.331,4.23,消寄C,,前走上り順帯=上り6-9位 + 前走4角位置=4角11番手以下
阪神,ダ,1400,2,距離変化帯,延長100-200m,前走着差帯,1.5-1.9秒負け,,,131,9,6.87,5339,20.06,0.342,2.45,消寄C,,距離変化帯=延長100-200m + 前走着差帯=1.5-1.9秒負け
阪神,ダ,1400,2,前走上り順帯,上り6-9位,前走脚質帯,追込/後方,,,318,22,6.92,5339,20.06,0.345,5.96,消寄C,,前走上り順帯=上り6-9位 + 前走脚質帯=追込/後方
阪神,ダ,1400,2,前走着差帯,2.0秒以上負け,休み明け区分,休み明け2戦目,,,173,12,6.94,5339,20.06,0.346,3.24,消寄C,,前走着差帯=2.0秒以上負け + 休み明け区分=休み明け2戦目
阪神,ダ,1400,2,前走着差帯,1.5-1.9秒負け,前走4角位置,4角11番手以下,,,172,12,6.98,5339,20.06,0.348,3.22,消寄C,,前走着差帯=1.5-1.9秒負け + 前走4角位置=4角11番手以下
阪神,ダ,1400,2,距離変化帯,延長100-200m,前走着順帯,前走10着以下,,,432,31,7.18,5339,20.06,0.358,8.09,消寄C,,距離変化帯=延長100-200m + 前走着順帯=前走10着以下
阪神,ダ,1400,2,距離変化帯,延長100-200m,前走4角位置,4角11番手以下,,,344,25,7.27,5339,20.06,0.362,6.44,消寄C,,距離変化帯=延長100-200m + 前走4角位置=4角11番手以下
阪神,ダ,1400,2,距離変化帯,延長100-200m,前走脚質帯,追込/後方,,,412,30,7.28,5339,20.06,0.363,7.72,消寄C,,距離変化帯=延長100-200m + 前走脚質帯=追込/後方
阪神,ダ,1400,2,前走着差帯,2.0秒以上負け,今回頭数帯,16頭以上,,,478,35,7.32,5339,20.06,0.365,8.95,消寄C,,前走着差帯=2.0秒以上負け + 今回頭数帯=16頭以上
阪神,ダ,1800,2,距離変化帯,延長500m以上,前走着順帯,前走10着以下,,,55,0,0.0,5979,22.88,0.0,0.92,消寄A,,距離変化帯=延長500m以上 + 前走着順帯=前走10着以下
阪神,ダ,1800,2,距離変化帯,延長300-400m,頭数変化,今回かなり頭数増,,,52,0,0.0,5979,22.88,0.0,0.87,消寄A,,距離変化帯=延長300-400m + 頭数変化=今回かなり頭数増
阪神,ダ,1800,2,距離変化帯,延長500m以上,前走上り順帯,上り10位以下,,,36,0,0.0,5979,22.88,0.0,0.6,消寄A,,距離変化帯=延長500m以上 + 前走上り順帯=上り10位以下
阪神,ダ,1800,2,距離変化帯,延長300-400m,前走4角位置,4角1番手,,,35,0,0.0,5979,22.88,0.0,0.59,消寄A,,距離変化帯=延長300-400m + 前走4角位置=4角1番手
阪神,ダ,1800,2,距離変化帯,延長500m以上,頭数変化,今回かなり頭数減,,,33,0,0.0,5979,22.88,0.0,0.55,消寄A,,距離変化帯=延長500m以上 + 頭数変化=今回かなり頭数減
阪神,ダ,1800,2,距離変化帯,延長300-400m,前走脚質帯,逃げ,,,26,0,0.0,5979,22.88,0.0,0.43,消寄A,,距離変化帯=延長300-400m + 前走脚質帯=逃げ
阪神,ダ,1800,2,距離変化帯,延長500m以上,休み明け区分,休み明け4戦目以降,,,24,0,0.0,5979,22.88,0.0,0.4,消寄A,,距離変化帯=延長500m以上 + 休み明け区分=休み明け4戦目以降
阪神,ダ,1800,2,頭数変化,今回頭数減,今回頭数帯,16頭以上,,,23,0,0.0,5979,22.88,0.0,0.38,消寄A,,頭数変化=今回頭数減 + 今回頭数帯=16頭以上
阪神,ダ,1800,2,芝ダ替わり,芝→ダ,距離変化帯,延長500m以上,,,21,0,0.0,5979,22.88,0.0,0.35,消寄A,,芝ダ替わり=芝→ダ + 距離変化帯=延長500m以上
阪神,ダ,1800,2,距離変化帯,延長500m以上,前走脚質帯,追込/後方,,,41,1,2.44,5979,22.88,0.107,0.69,消寄A,,距離変化帯=延長500m以上 + 前走脚質帯=追込/後方
阪神,ダ,1800,2,距離変化帯,延長500m以上,前走4角位置,4角11番手以下,,,38,1,2.63,5979,22.88,0.115,0.64,消寄A,,距離変化帯=延長500m以上 + 前走4角位置=4角11番手以下
阪神,ダ,1800,2,距離変化帯,延長500m以上,今回頭数帯,12-15頭,,,34,1,2.94,5979,22.88,0.129,0.57,消寄A,,距離変化帯=延長500m以上 + 今回頭数帯=12-15頭
阪神,ダ,1800,2,芝ダ替わり,ダ→ダ,距離変化帯,延長500m以上,,,59,2,3.39,5979,22.88,0.148,0.99,消寄B,,芝ダ替わり=ダ→ダ + 距離変化帯=延長500m以上
阪神,ダ,1800,2,距離変化帯,延長300-400m,前走着差帯,2.0秒以上負け,,,58,2,3.45,5979,22.88,0.151,0.97,消寄B,,距離変化帯=延長300-400m + 前走着差帯=2.0秒以上負け
阪神,ダ,1800,2,前走着順帯,前走10着以下,頭数変化,今回かなり頭数増,,,57,2,3.51,5979,22.88,0.153,0.95,消寄B,,前走着順帯=前走10着以下 + 頭数変化=今回かなり頭数増
阪神,ダ,1800,2,距離変化帯,延長100-200m,前走着差帯,2.0秒以上負け,,,185,9,4.86,5979,22.88,0.213,3.09,消寄B,,距離変化帯=延長100-200m + 前走着差帯=2.0秒以上負け
阪神,ダ,1800,2,芝ダ替わり,芝→ダ,今回頭数帯,16頭以上,,,110,6,5.45,5979,22.88,0.238,1.84,消寄C,,芝ダ替わり=芝→ダ + 今回頭数帯=16頭以上
阪神,ダ,1800,2,前走着差帯,2.0秒以上負け,休み明け区分,休み明け3戦目,,,144,9,6.25,5979,22.88,0.273,2.41,消寄C,,前走着差帯=2.0秒以上負け + 休み明け区分=休み明け3戦目
阪神,ダ,1800,2,芝ダ替わり,芝→ダ,前走着差帯,2.0秒以上負け,,,104,7,6.73,5979,22.88,0.294,1.74,消寄C,,芝ダ替わり=芝→ダ + 前走着差帯=2.0秒以上負け
阪神,ダ,1800,2,距離変化帯,延長300-400m,前走着順帯,前走10着以下,,,141,10,7.09,5979,22.88,0.31,2.36,消寄C,,距離変化帯=延長300-400m + 前走着順帯=前走10着以下
阪神,ダ,2000,2,前走着差帯,2.0秒以上負け,頭数変化,今回かなり頭数増,,,34,0,0.0,1606,23.35,0.0,2.12,消寄A,,前走着差帯=2.0秒以上負け + 頭数変化=今回かなり頭数増
阪神,ダ,2000,2,芝ダ替わり,ダ→ダ,距離変化帯,延長500m以上,,,39,1,2.56,1606,23.35,0.11,2.43,消寄A,,芝ダ替わり=ダ→ダ + 距離変化帯=延長500m以上
阪神,ダ,2000,2,前走着差帯,2.0秒以上負け,前走脚質帯,追込/後方,,,152,11,7.24,1606,23.35,0.31,9.46,消寄C,,前走着差帯=2.0秒以上負け + 前走脚質帯=追込/後方
阪神,芝,1200,2,前走着順帯,前走10着以下,頭数変化,今回かなり頭数増,,,29,0,0.0,2003,21.82,0.0,1.45,消寄A,,前走着順帯=前走10着以下 + 頭数変化=今回かなり頭数増
阪神,芝,1200,2,前走着順帯,前走10着以下,前走上り順帯,上り6-9位,,,123,4,3.25,2003,21.82,0.149,6.14,消寄B,,前走着順帯=前走10着以下 + 前走上り順帯=上り6-9位
阪神,芝,1200,2,前走着順帯,前走10着以下,前走4角位置,4角7-10番手,,,176,14,7.95,2003,21.82,0.365,8.79,消寄C,,前走着順帯=前走10着以下 + 前走4角位置=4角7-10番手
