分類,場所,コースタイプ,芝・ダ,距離帯,馬場分類,枠ゾーン,血統区分,血統名,母数,勝利数,複勝数,勝率,複勝率,単勝回収率,複勝回収率,平均人気,基準複勝率,複勝率差,リフト,評価,特徴コメント
競馬場×距離帯×馬場×枠,中京,直線長め・持続型,芝,中距離(1700-2000),稍,外枠(7-8),父系統,ロイヤルチャージャー系,155,13,39,0.0839,0.2516,48.8,0.0,7.32,0.2075,0.0441,1.213,A,中京芝中距離(1700-2000)・稍・外枠(7-8)で父系統「ロイヤルチャージャー系」は基準比リフト1.213
競馬場×距離帯×馬場×枠,中山,坂あり・パワー型,ダ,短距離(1000-1300),重不良,中枠(3-6),父系統,父系統不明,293,23,68,0.0785,0.2321,72.0,0.0,8.31,0.1917,0.0404,1.211,A,中山ダ短距離(1000-1300)・重不良・中枠(3-6)で父系統「父系統不明」は基準比リフト1.211
競馬場×距離帯×馬場×枠,新潟,直線長め・平坦型,芝,短中距離(1400-1600),稍,外枠(7-8),父系統,ロイヤルチャージャー系,218,25,55,0.1147,0.2523,152.4,0.0,8.3,0.2086,0.0437,1.209,A,新潟芝短中距離(1400-1600)・稍・外枠(7-8)で父系統「ロイヤルチャージャー系」は基準比リフト1.209
競馬場×距離帯×馬場×枠,中京,直線長め・持続型,ダ,中距離(1700-2000),不,中枠(3-6),父系統,父系統不明,191,17,53,0.089,0.2775,90.3,0.0,6.99,0.2298,0.0477,1.208,A,中京ダ中距離(1700-2000)・不・中枠(3-6)で父系統「父系統不明」は基準比リフト1.208
競馬場×距離帯×馬場×枠,東京,直線長め・持続型,ダ,短中距離(1400-1600),良,外枠(7-8),父系統,ナスルーラ系,608,60,159,0.0987,0.2615,100.0,0.0,7.84,0.2165,0.045,1.208,A,東京ダ短中距離(1400-1600)・良・外枠(7-8)で父系統「ナスルーラ系」は基準比リフト1.208
競馬場×距離帯×馬場×枠,中山,坂あり・パワー型,ダ,短距離(1000-1300),稍,外枠(7-8),母父系統,ナスルーラ系,158,12,43,0.0759,0.2722,65.7,0.0,7.38,0.2257,0.0465,1.206,A,中山ダ短距離(1000-1300)・稍・外枠(7-8)で母父系統「ナスルーラ系」は基準比リフト1.206
競馬場×距離帯×馬場×枠,京都,平坦・スピード型,芝,中距離(1700-2000),良,外枠(7-8),母父,サンデーサイレンス,308,34,84,0.1104,0.2727,83.3,0.0,6.36,0.2263,0.0464,1.205,A,京都芝中距離(1700-2000)・良・外枠(7-8)で母父「サンデーサイレンス」は基準比リフト1.205
競馬場×距離帯×馬場×枠,小倉,小回り・機動型,ダ,中距離(1700-2000),良,外枠(7-8),父系統,ネイティヴダンサー系,450,35,107,0.0778,0.2378,158.2,0.0,8.02,0.1974,0.0404,1.205,A,小倉ダ中距離(1700-2000)・良・外枠(7-8)で父系統「ネイティヴダンサー系」は基準比リフト1.205
競馬場×距離帯×馬場×枠,福島,小回り・機動型,芝,長距離(2500以上),良,内枠(1-2),母父系統,ニアークティック系,241,30,73,0.1245,0.3029,113.0,0.0,6.79,0.2516,0.0513,1.204,A,福島芝長距離(2500以上)・良・内枠(1-2)で母父系統「ニアークティック系」は基準比リフト1.204
競馬場×距離帯×馬場×枠,中京,直線長め・持続型,芝,中長距離(2100-2400),良,中枠(3-6),父系統,父系統不明,191,17,53,0.089,0.2775,76.7,0.0,6.78,0.2304,0.0471,1.204,A,中京芝中長距離(2100-2400)・良・中枠(3-6)で父系統「父系統不明」は基準比リフト1.204
競馬場×距離帯×馬場×枠,東京,直線長め・持続型,ダ,短距離(1000-1300),良,外枠(7-8),父系統,ネイティヴダンサー系,249,19,53,0.0763,0.2129,58.4,0.0,8.03,0.1768,0.0361,1.204,A,東京ダ短距離(1000-1300)・良・外枠(7-8)で父系統「ネイティヴダンサー系」は基準比リフト1.204
競馬場×距離帯×馬場×枠,中山,坂あり・パワー型,芝,短中距離(1400-1600),良,中枠(3-6),母父,サンデーサイレンス,343,26,83,0.0758,0.242,77.8,0.0,7.0,0.2014,0.0406,1.202,A,中山芝短中距離(1400-1600)・良・中枠(3-6)で母父「サンデーサイレンス」は基準比リフト1.202
競馬場×距離帯×馬場×枠,阪神,坂あり・パワー型,芝,短中距離(1400-1600),良,内枠(1-2),父系統,父系統不明,718,52,192,0.0724,0.2674,84.4,0.0,7.45,0.2227,0.0447,1.201,A,阪神芝短中距離(1400-1600)・良・内枠(1-2)で父系統「父系統不明」は基準比リフト1.201
競馬場×距離帯×馬場×枠,東京,直線長め・持続型,芝,短中距離(1400-1600),良,外枠(7-8),母父,サンデーサイレンス,448,29,107,0.0647,0.2388,58.6,0.0,7.44,0.1988,0.04,1.201,A,東京芝短中距離(1400-1600)・良・外枠(7-8)で母父「サンデーサイレンス」は基準比リフト1.201
競馬場×距離帯×馬場×枠,函館,小回り・持続型,ダ,短距離(1000-1300),良,中枠(3-6),父系統,ネイティヴダンサー系,307,28,95,0.0912,0.3094,78.5,0.0,5.82,0.2579,0.0515,1.2,A,函館ダ短距離(1000-1300)・良・中枠(3-6)で父系統「ネイティヴダンサー系」は基準比リフト1.2
競馬場×距離帯×馬場×枠,京都,平坦・スピード型,ダ,中距離(1700-2000),稍,内枠(1-2),父系統,ネイティヴダンサー系,178,21,48,0.118,0.2697,84.0,0.0,7.27,0.2248,0.0449,1.2,A,京都ダ中距離(1700-2000)・稍・内枠(1-2)で父系統「ネイティヴダンサー系」は基準比リフト1.2
