場所,コースタイプ,芝・ダ,距離帯,馬場分類,枠ゾーン,血統区分,血統名,母数,勝利数,複勝数,勝率,複勝率,単勝回収率,複勝回収率,平均人気,基準複勝率,複勝率差,リフト,評価,特徴コメント
新潟,直線長め・平坦型,ダ,短距離(1000-1300),稍,内枠(1-2),父系統,父系統不明,88,6,18,0.0682,0.2045,40.0,0.0,7.64,0.1741,0.0304,1.175,B,新潟ダ短距離(1000-1300)・稍・内枠(1-2)で父系統「父系統不明」は基準比リフト1.175
札幌,小回り・持続型,ダ,短距離(1000-1300),良,内枠(1-2),父系統,ネイティヴダンサー系,104,10,26,0.0962,0.25,81.7,0.0,6.4,0.2129,0.0371,1.174,B,札幌ダ短距離(1000-1300)・良・内枠(1-2)で父系統「ネイティヴダンサー系」は基準比リフト1.174
阪神,坂あり・パワー型,芝,短距離(1000-1300),良,外枠(7-8),父系統,ナスルーラ系,123,5,28,0.0407,0.2276,61.1,0.0,7.38,0.1938,0.0338,1.174,B,阪神芝短距離(1000-1300)・良・外枠(7-8)で父系統「ナスルーラ系」は基準比リフト1.174
京都,平坦・スピード型,ダ,中距離(1700-2000),重不良,中枠(3-6),父系統,ナスルーラ系,99,13,26,0.1313,0.2626,121.2,0.0,6.97,0.2239,0.0387,1.173,B,京都ダ中距離(1700-2000)・重不良・中枠(3-6)で父系統「ナスルーラ系」は基準比リフト1.173
小倉,小回り・機動型,ダ,中距離(1700-2000),不,中枠(3-6),父系統,ネイティヴダンサー系,144,10,34,0.0694,0.2361,75.0,0.0,7.54,0.2015,0.0346,1.172,B,小倉ダ中距離(1700-2000)・不・中枠(3-6)で父系統「ネイティヴダンサー系」は基準比リフト1.172
阪神,坂あり・パワー型,ダ,短距離(1000-1300),重不良,外枠(7-8),父系統,ニアークティック系,101,10,25,0.099,0.2475,75.3,0.0,8.19,0.2115,0.036,1.17,B,阪神ダ短距離(1000-1300)・重不良・外枠(7-8)で父系統「ニアークティック系」は基準比リフト1.17
中京,直線長め・持続型,芝,中長距離(2100-2400),良,内枠(1-2),父系統,父系統不明,94,7,23,0.0745,0.2447,38.1,0.0,6.99,0.2094,0.0353,1.169,B,中京芝中長距離(2100-2400)・良・内枠(1-2)で父系統「父系統不明」は基準比リフト1.169
京都,平坦・スピード型,ダ,短中距離(1400-1600),稍,外枠(7-8),父系統,ネイティヴダンサー系,138,10,30,0.0725,0.2174,50.8,0.0,8.37,0.1862,0.0312,1.168,B,京都ダ短中距離(1400-1600)・稍・外枠(7-8)で父系統「ネイティヴダンサー系」は基準比リフト1.168
中山,坂あり・パワー型,ダ,中距離(1700-2000),稍,内枠(1-2),父系統,ナスルーラ系,98,8,21,0.0816,0.2143,157.8,0.0,7.83,0.1835,0.0308,1.168,B,中山ダ中距離(1700-2000)・稍・内枠(1-2)で父系統「ナスルーラ系」は基準比リフト1.168
阪神,坂あり・パワー型,ダ,短距離(1000-1300),良,内枠(1-2),父系統,ナスルーラ系,143,12,30,0.0839,0.2098,195.9,0.0,8.14,0.1796,0.0302,1.168,B,阪神ダ短距離(1000-1300)・良・内枠(1-2)で父系統「ナスルーラ系」は基準比リフト1.168
新潟,直線長め・平坦型,芝,中距離(1700-2000),重不良,外枠(7-8),父系統,ロイヤルチャージャー系,98,8,23,0.0816,0.2347,33.9,0.0,7.2,0.2011,0.0336,1.167,B,新潟芝中距離(1700-2000)・重不良・外枠(7-8)で父系統「ロイヤルチャージャー系」は基準比リフト1.167
東京,直線長め・持続型,ダ,短中距離(1400-1600),不,外枠(7-8),父系統,ニアークティック系,108,6,23,0.0556,0.213,50.6,0.0,8.08,0.1827,0.0303,1.166,B,東京ダ短中距離(1400-1600)・不・外枠(7-8)で父系統「ニアークティック系」は基準比リフト1.166
札幌,小回り・持続型,ダ,中距離(1700-2000),良,外枠(7-8),父系統,ナスルーラ系,136,15,36,0.1103,0.2647,87.8,0.0,6.57,0.2278,0.0369,1.162,B,札幌ダ中距離(1700-2000)・良・外枠(7-8)で父系統「ナスルーラ系」は基準比リフト1.162
中山,坂あり・パワー型,ダ,短距離(1000-1300),稍,外枠(7-8),父系統,ナスルーラ系,122,15,32,0.123,0.2623,143.9,0.0,7.47,0.2257,0.0366,1.162,B,中山ダ短距離(1000-1300)・稍・外枠(7-8)で父系統「ナスルーラ系」は基準比リフト1.162
東京,直線長め・持続型,ダ,中長距離(2100-2400),稍,内枠(1-2),父系統,ロイヤルチャージャー系,93,6,21,0.0645,0.2258,32.7,0.0,7.86,0.1944,0.0314,1.162,B,東京ダ中長距離(2100-2400)・稍・内枠(1-2)で父系統「ロイヤルチャージャー系」は基準比リフト1.162
小倉,小回り・機動型,芝,長距離(2500以上),稍,中枠(3-6),父系統,ロイヤルチャージャー系,140,14,45,0.1,0.3214,116.6,0.0,5.84,0.2771,0.0443,1.16,B,小倉芝長距離(2500以上)・稍・中枠(3-6)で父系統「ロイヤルチャージャー系」は基準比リフト1.16
中京,直線長め・持続型,芝,中距離(1700-2000),稍,内枠(1-2),父系統,ロイヤルチャージャー系,95,10,27,0.1053,0.2842,48.0,0.0,7.12,0.2451,0.0391,1.16,B,中京芝中距離(1700-2000)・稍・内枠(1-2)で父系統「ロイヤルチャージャー系」は基準比リフト1.16
中京,直線長め・持続型,ダ,中距離(1700-2000),重不良,内枠(1-2),父系統,父系統不明,88,8,25,0.0909,0.2841,111.4,0.0,7.09,0.2449,0.0392,1.16,B,中京ダ中距離(1700-2000)・重不良・内枠(1-2)で父系統「父系統不明」は基準比リフト1.16
新潟,直線長め・平坦型,芝,中距離(1700-2000),稍,外枠(7-8),父系統,父系統不明,121,9,29,0.0744,0.2397,58.8,0.0,7.19,0.2066,0.0331,1.16,B,新潟芝中距離(1700-2000)・稍・外枠(7-8)で父系統「父系統不明」は基準比リフト1.16
小倉,小回り・機動型,芝,中距離(1700-2000),重不良,外枠(7-8),父系統,父系統不明,148,12,34,0.0811,0.2297,122.3,0.0,7.56,0.1987,0.031,1.156,B,小倉芝中距離(1700-2000)・重不良・外枠(7-8)で父系統「父系統不明」は基準比リフト1.156
京都,平坦・スピード型,芝,中距離(1700-2000),稍,内枠(1-2),父系統,ロイヤルチャージャー系,132,17,37,0.1288,0.2803,59.0,0.0,6.42,0.2426,0.0377,1.155,B,京都芝中距離(1700-2000)・稍・内枠(1-2)で父系統「ロイヤルチャージャー系」は基準比リフト1.155
函館,小回り・持続型,ダ,短距離(1000-1300),良,中枠(3-6),父系統,ナスルーラ系,131,15,39,0.1145,0.2977,77.3,0.0,5.77,0.2579,0.0398,1.154,B,函館ダ短距離(1000-1300)・良・中枠(3-6)で父系統「ナスルーラ系」は基準比リフト1.154
新潟,直線長め・平坦型,ダ,短距離(1000-1300),良,内枠(1-2),父系統,ナスルーラ系,143,11,29,0.0769,0.2028,100.6,0.0,7.3,0.1762,0.0266,1.151,B,新潟ダ短距離(1000-1300)・良・内枠(1-2)で父系統「ナスルーラ系」は基準比リフト1.151
中京,直線長め・持続型,芝,中長距離(2100-2400),稍,外枠(7-8),父系統,ロイヤルチャージャー系,91,9,24,0.0989,0.2637,77.5,0.0,7.18,0.2293,0.0344,1.15,B,中京芝中長距離(2100-2400)・稍・外枠(7-8)で父系統「ロイヤルチャージャー系」は基準比リフト1.15
中山,坂あり・パワー型,芝,長距離(2500以上),稍,外枠(7-8),父系統,ロイヤルチャージャー系,84,5,18,0.0595,0.2143,17.4,0.0,6.95,0.1863,0.028,1.15,B,中山芝長距離(2500以上)・稍・外枠(7-8)で父系統「ロイヤルチャージャー系」は基準比リフト1.15
中山,坂あり・パワー型,芝,短中距離(1400-1600),稍,中枠(3-6),父系統,ニアークティック系,126,7,30,0.0556,0.2381,41.3,0.0,7.79,0.2072,0.0309,1.149,B,中山芝短中距離(1400-1600)・稍・中枠(3-6)で父系統「ニアークティック系」は基準比リフト1.149
阪神,坂あり・パワー型,ダ,短中距離(1400-1600),不,中枠(3-6),父系統,ネイティヴダンサー系,121,12,31,0.0992,0.2562,108.0,0.0,7.64,0.2231,0.0331,1.148,B,阪神ダ短中距離(1400-1600)・不・中枠(3-6)で父系統「ネイティヴダンサー系」は基準比リフト1.148
福島,小回り・機動型,ダ,中距離(1700-2000),重不良,中枠(3-6),父系統,父系統不明,147,8,32,0.0544,0.2177,255.4,0.0,7.94,0.1898,0.0279,1.147,B,福島ダ中距離(1700-2000)・重不良・中枠(3-6)で父系統「父系統不明」は基準比リフト1.147
京都,平坦・スピード型,芝,長距離(2500以上),良,内枠(1-2),父系統,ロイヤルチャージャー系,99,13,28,0.1313,0.2828,284.3,0.0,7.1,0.2468,0.036,1.146,B,京都芝長距離(2500以上)・良・内枠(1-2)で父系統「ロイヤルチャージャー系」は基準比リフト1.146
東京,直線長め・持続型,ダ,短中距離(1400-1600),不,内枠(1-2),父系統,父系統不明,141,15,29,0.1064,0.2057,92.5,0.0,8.0,0.1796,0.0261,1.145,B,東京ダ短中距離(1400-1600)・不・内枠(1-2)で父系統「父系統不明」は基準比リフト1.145
中山,坂あり・パワー型,ダ,中距離(1700-2000),不,内枠(1-2),父系統,父系統不明,96,8,22,0.0833,0.2292,292.9,0.0,8.1,0.2004,0.0288,1.144,B,中山ダ中距離(1700-2000)・不・内枠(1-2)で父系統「父系統不明」は基準比リフト1.144
中京,直線長め・持続型,ダ,短中距離(1400-1600),重不良,内枠(1-2),父系統,ロイヤルチャージャー系,87,9,18,0.1034,0.2069,261.7,0.0,8.23,0.1811,0.0258,1.142,B,中京ダ短中距離(1400-1600)・重不良・内枠(1-2)で父系統「ロイヤルチャージャー系」は基準比リフト1.142
小倉,小回り・機動型,ダ,短距離(1000-1300),良,内枠(1-2),父系統,ニアークティック系,92,9,22,0.0978,0.2391,71.5,0.0,6.46,0.2096,0.0295,1.141,B,小倉ダ短距離(1000-1300)・良・内枠(1-2)で父系統「ニアークティック系」は基準比リフト1.141
阪神,坂あり・パワー型,ダ,中距離(1700-2000),不,外枠(7-8),父系統,父系統不明,139,11,33,0.0791,0.2374,31.0,0.0,6.94,0.2081,0.0293,1.141,B,阪神ダ中距離(1700-2000)・不・外枠(7-8)で父系統「父系統不明」は基準比リフト1.141
阪神,坂あり・パワー型,ダ,短距離(1000-1300),稍,外枠(7-8),父系統,ナスルーラ系,82,6,22,0.0732,0.2683,54.6,0.0,7.01,0.2356,0.0327,1.139,B,阪神ダ短距離(1000-1300)・稍・外枠(7-8)で父系統「ナスルーラ系」は基準比リフト1.139
札幌,小回り・持続型,ダ,中距離(1700-2000),稍,外枠(7-8),父系統,ロイヤルチャージャー系,139,11,36,0.0791,0.259,59.9,0.0,6.58,0.2274,0.0316,1.139,B,札幌ダ中距離(1700-2000)・稍・外枠(7-8)で父系統「ロイヤルチャージャー系」は基準比リフト1.139
福島,小回り・機動型,芝,長距離(2500以上),稍,中枠(3-6),父系統,ロイヤルチャージャー系,133,15,37,0.1128,0.2782,53.5,0.0,6.02,0.2445,0.0337,1.138,B,福島芝長距離(2500以上)・稍・中枠(3-6)で父系統「ロイヤルチャージャー系」は基準比リフト1.138
京都,平坦・スピード型,ダ,短中距離(1400-1600),稍,内枠(1-2),父系統,ネイティヴダンサー系,136,6,30,0.0441,0.2206,60.4,0.0,8.33,0.1939,0.0267,1.138,B,京都ダ短中距離(1400-1600)・稍・内枠(1-2)で父系統「ネイティヴダンサー系」は基準比リフト1.138
東京,直線長め・持続型,芝,中距離(1700-2000),稍,中枠(3-6),父系統,ネイティヴダンサー系,126,12,34,0.0952,0.2698,49.7,0.0,6.78,0.2372,0.0326,1.137,B,東京芝中距離(1700-2000)・稍・中枠(3-6)で父系統「ネイティヴダンサー系」は基準比リフト1.137
新潟,直線長め・平坦型,芝,長距離(2500以上),良,内枠(1-2),父系統,ネイティヴダンサー系,87,7,22,0.0805,0.2529,50.2,0.0,7.2,0.2225,0.0304,1.137,B,新潟芝長距離(2500以上)・良・内枠(1-2)で父系統「ネイティヴダンサー系」は基準比リフト1.137
福島,小回り・機動型,芝,長距離(2500以上),良,内枠(1-2),父系統,ネイティヴダンサー系,112,12,32,0.1071,0.2857,64.2,0.0,6.89,0.2516,0.0341,1.136,B,福島芝長距離(2500以上)・良・内枠(1-2)で父系統「ネイティヴダンサー系」は基準比リフト1.136
福島,小回り・機動型,ダ,中距離(1700-2000),稍,内枠(1-2),父系統,ネイティヴダンサー系,81,7,15,0.0864,0.1852,439.4,0.0,7.89,0.163,0.0222,1.136,B,福島ダ中距離(1700-2000)・稍・内枠(1-2)で父系統「ネイティヴダンサー系」は基準比リフト1.136
京都,平坦・スピード型,ダ,短距離(1000-1300),稍,中枠(3-6),父系統,ナスルーラ系,113,4,24,0.0354,0.2124,21.2,0.0,7.27,0.1872,0.0252,1.135,B,京都ダ短距離(1000-1300)・稍・中枠(3-6)で父系統「ナスルーラ系」は基準比リフト1.135
札幌,小回り・持続型,ダ,短距離(1000-1300),良,外枠(7-8),父系統,父系統不明,144,15,47,0.1042,0.3264,79.1,0.0,5.78,0.2879,0.0385,1.134,B,札幌ダ短距離(1000-1300)・良・外枠(7-8)で父系統「父系統不明」は基準比リフト1.134
新潟,直線長め・平坦型,ダ,中距離(1700-2000),不,中枠(3-6),父系統,父系統不明,110,13,29,0.1182,0.2636,58.1,0.0,6.71,0.2333,0.0303,1.13,B,新潟ダ中距離(1700-2000)・不・中枠(3-6)で父系統「父系統不明」は基準比リフト1.13
東京,直線長め・持続型,芝,短中距離(1400-1600),重不良,内枠(1-2),父系統,ロイヤルチャージャー系,99,9,24,0.0909,0.2424,52.6,0.0,7.41,0.2146,0.0278,1.13,B,東京芝短中距離(1400-1600)・重不良・内枠(1-2)で父系統「ロイヤルチャージャー系」は基準比リフト1.13
小倉,小回り・機動型,芝,短距離(1000-1300),重不良,内枠(1-2),父系統,ロイヤルチャージャー系,122,9,22,0.0738,0.1803,58.6,0.0,9.11,0.1595,0.0208,1.13,B,小倉芝短距離(1000-1300)・重不良・内枠(1-2)で父系統「ロイヤルチャージャー系」は基準比リフト1.13
京都,平坦・スピード型,芝,中長距離(2100-2400),稍,外枠(7-8),父系統,ロイヤルチャージャー系,90,12,29,0.1333,0.3222,111.2,0.0,6.06,0.2857,0.0365,1.128,B,京都芝中長距離(2100-2400)・稍・外枠(7-8)で父系統「ロイヤルチャージャー系」は基準比リフト1.128
新潟,直線長め・平坦型,ダ,中距離(1700-2000),重不良,内枠(1-2),父系統,ロイヤルチャージャー系,116,4,26,0.0345,0.2241,17.3,0.0,8.11,0.1987,0.0254,1.128,B,新潟ダ中距離(1700-2000)・重不良・内枠(1-2)で父系統「ロイヤルチャージャー系」は基準比リフト1.128
京都,平坦・スピード型,芝,短中距離(1400-1600),重不良,外枠(7-8),父系統,ロイヤルチャージャー系,148,13,36,0.0878,0.2432,65.9,0.0,7.51,0.2162,0.027,1.125,B,京都芝短中距離(1400-1600)・重不良・外枠(7-8)で父系統「ロイヤルチャージャー系」は基準比リフト1.125
京都,平坦・スピード型,ダ,短中距離(1400-1600),稍,外枠(7-8),父系統,父系統不明,105,12,22,0.1143,0.2095,93.0,0.0,7.18,0.1862,0.0233,1.125,B,京都ダ短中距離(1400-1600)・稍・外枠(7-8)で父系統「父系統不明」は基準比リフト1.125
中京,直線長め・持続型,芝,中長距離(2100-2400),良,中枠(3-6),父系統,ネイティヴダンサー系,143,12,37,0.0839,0.2587,92.0,0.0,7.83,0.2304,0.0283,1.123,B,中京芝中長距離(2100-2400)・良・中枠(3-6)で父系統「ネイティヴダンサー系」は基準比リフト1.123
東京,直線長め・持続型,ダ,短中距離(1400-1600),重不良,外枠(7-8),父系統,ナスルーラ系,114,11,29,0.0965,0.2544,120.2,0.0,7.77,0.2265,0.0279,1.123,B,東京ダ短中距離(1400-1600)・重不良・外枠(7-8)で父系統「ナスルーラ系」は基準比リフト1.123
中京,直線長め・持続型,芝,中距離(1700-2000),重不良,外枠(7-8),父系統,ロイヤルチャージャー系,80,4,19,0.05,0.2375,49.1,0.0,8.3,0.2116,0.0259,1.122,B,中京芝中距離(1700-2000)・重不良・外枠(7-8)で父系統「ロイヤルチャージャー系」は基準比リフト1.122
東京,直線長め・持続型,ダ,中長距離(2100-2400),稍,外枠(7-8),父系統,父系統不明,81,4,16,0.0494,0.1975,73.2,0.0,7.99,0.1761,0.0214,1.122,B,東京ダ中長距離(2100-2400)・稍・外枠(7-8)で父系統「父系統不明」は基準比リフト1.122
京都,平坦・スピード型,芝,中長距離(2100-2400),良,内枠(1-2),父系統,ネイティヴダンサー系,95,15,31,0.1579,0.3263,432.6,0.0,7.29,0.2911,0.0352,1.121,B,京都芝中長距離(2100-2400)・良・内枠(1-2)で父系統「ネイティヴダンサー系」は基準比リフト1.121
新潟,直線長め・平坦型,ダ,中距離(1700-2000),稍,内枠(1-2),父系統,ニアークティック系,92,6,20,0.0652,0.2174,46.5,0.0,7.89,0.1942,0.0232,1.119,B,新潟ダ中距離(1700-2000)・稍・内枠(1-2)で父系統「ニアークティック系」は基準比リフト1.119
東京,直線長め・持続型,ダ,短中距離(1400-1600),重不良,内枠(1-2),父系統,ナスルーラ系,102,5,19,0.049,0.1863,27.2,0.0,8.25,0.1665,0.0198,1.119,B,東京ダ短中距離(1400-1600)・重不良・内枠(1-2)で父系統「ナスルーラ系」は基準比リフト1.119
中京,直線長め・持続型,芝,短中距離(1400-1600),稍,外枠(7-8),父系統,父系統不明,93,7,22,0.0753,0.2366,34.4,0.0,7.55,0.2116,0.025,1.118,B,中京芝短中距離(1400-1600)・稍・外枠(7-8)で父系統「父系統不明」は基準比リフト1.118
新潟,直線長め・平坦型,芝,短中距離(1400-1600),重不良,中枠(3-6),父系統,ロイヤルチャージャー系,107,9,22,0.0841,0.2056,133.3,0.0,7.6,0.1841,0.0215,1.117,B,新潟芝短中距離(1400-1600)・重不良・中枠(3-6)で父系統「ロイヤルチャージャー系」は基準比リフト1.117
阪神,坂あり・パワー型,芝,中長距離(2100-2400),良,内枠(1-2),父系統,父系統不明,120,10,36,0.0833,0.3,122.7,0.0,6.42,0.2691,0.0309,1.115,B,阪神芝中長距離(2100-2400)・良・内枠(1-2)で父系統「父系統不明」は基準比リフト1.115
東京,直線長め・持続型,ダ,短中距離(1400-1600),良,中枠(3-6),父系統,その他のエクリプス系,144,10,32,0.0694,0.2222,67.7,0.0,7.81,0.1997,0.0225,1.113,B,東京ダ短中距離(1400-1600)・良・中枠(3-6)で父系統「その他のエクリプス系」は基準比リフト1.113
中山,坂あり・パワー型,芝,短中距離(1400-1600),稍,外枠(7-8),父系統,父系統不明,148,11,36,0.0743,0.2432,45.7,0.0,7.91,0.2188,0.0244,1.112,B,中山芝短中距離(1400-1600)・稍・外枠(7-8)で父系統「父系統不明」は基準比リフト1.112
中山,坂あり・パワー型,芝,中長距離(2100-2400),良,外枠(7-8),父系統,ニアークティック系,101,9,24,0.0891,0.2376,87.5,0.0,8.67,0.2138,0.0238,1.111,B,中山芝中長距離(2100-2400)・良・外枠(7-8)で父系統「ニアークティック系」は基準比リフト1.111
中山,坂あり・パワー型,芝,短距離(1000-1300),稍,中枠(3-6),父系統,父系統不明,125,8,29,0.064,0.232,53.9,0.0,7.24,0.2091,0.0229,1.11,B,中山芝短距離(1000-1300)・稍・中枠(3-6)で父系統「父系統不明」は基準比リフト1.11
東京,直線長め・持続型,ダ,中長距離(2100-2400),稍,外枠(7-8),父系統,ロイヤルチャージャー系,128,6,25,0.0469,0.1953,31.1,0.0,7.18,0.1761,0.0192,1.109,B,東京ダ中長距離(2100-2400)・稍・外枠(7-8)で父系統「ロイヤルチャージャー系」は基準比リフト1.109
京都,平坦・スピード型,ダ,中距離(1700-2000),重不良,外枠(7-8),父系統,父系統不明,96,8,25,0.0833,0.2604,122.1,0.0,6.72,0.2355,0.0249,1.106,B,京都ダ中距離(1700-2000)・重不良・外枠(7-8)で父系統「父系統不明」は基準比リフト1.106
京都,平坦・スピード型,芝,短中距離(1400-1600),重不良,内枠(1-2),父系統,ロイヤルチャージャー系,103,10,25,0.0971,0.2427,79.5,0.0,7.31,0.2195,0.0232,1.106,B,京都芝短中距離(1400-1600)・重不良・内枠(1-2)で父系統「ロイヤルチャージャー系」は基準比リフト1.106
中京,直線長め・持続型,ダ,短中距離(1400-1600),良,外枠(7-8),父系統,ナスルーラ系,126,9,27,0.0714,0.2143,45.9,0.0,7.96,0.1938,0.0205,1.106,B,中京ダ短中距離(1400-1600)・良・外枠(7-8)で父系統「ナスルーラ系」は基準比リフト1.106
札幌,小回り・持続型,芝,中距離(1700-2000),稍,外枠(7-8),父系統,父系統不明,86,8,25,0.093,0.2907,45.9,0.0,7.02,0.263,0.0277,1.105,B,札幌芝中距離(1700-2000)・稍・外枠(7-8)で父系統「父系統不明」は基準比リフト1.105
東京,直線長め・持続型,芝,短中距離(1400-1600),重不良,中枠(3-6),父系統,父系統不明,87,8,19,0.092,0.2184,37.4,0.0,7.86,0.1977,0.0207,1.105,B,東京芝短中距離(1400-1600)・重不良・中枠(3-6)で父系統「父系統不明」は基準比リフト1.105
札幌,小回り・持続型,芝,短中距離(1400-1600),稍,中枠(3-6),父系統,ロイヤルチャージャー系,95,8,25,0.0842,0.2632,111.4,0.0,6.48,0.2385,0.0247,1.104,B,札幌芝短中距離(1400-1600)・稍・中枠(3-6)で父系統「ロイヤルチャージャー系」は基準比リフト1.104
中山,坂あり・パワー型,ダ,中長距離(2100-2400),良,内枠(1-2),父系統,ロイヤルチャージャー系,98,7,19,0.0714,0.1939,73.3,0.0,7.27,0.1757,0.0182,1.104,B,中山ダ中長距離(2100-2400)・良・内枠(1-2)で父系統「ロイヤルチャージャー系」は基準比リフト1.104
京都,平坦・スピード型,芝,中長距離(2100-2400),良,外枠(7-8),父系統,父系統不明,129,13,32,0.1008,0.2481,106.5,0.0,6.94,0.225,0.0231,1.103,B,京都芝中長距離(2100-2400)・良・外枠(7-8)で父系統「父系統不明」は基準比リフト1.103
京都,平坦・スピード型,芝,中距離(1700-2000),不,中枠(3-6),父系統,ロイヤルチャージャー系,91,8,23,0.0879,0.2527,102.0,0.0,6.47,0.2293,0.0234,1.102,B,京都芝中距離(1700-2000)・不・中枠(3-6)で父系統「ロイヤルチャージャー系」は基準比リフト1.102
阪神,坂あり・パワー型,ダ,短中距離(1400-1600),不,内枠(1-2),父系統,ロイヤルチャージャー系,98,3,17,0.0306,0.1735,15.7,0.0,8.74,0.1574,0.0161,1.102,B,阪神ダ短中距離(1400-1600)・不・内枠(1-2)で父系統「ロイヤルチャージャー系」は基準比リフト1.102
函館,小回り・持続型,ダ,中距離(1700-2000),稍,外枠(7-8),父系統,ネイティヴダンサー系,96,9,29,0.0938,0.3021,85.1,0.0,6.84,0.2747,0.0274,1.1,B,函館ダ中距離(1700-2000)・稍・外枠(7-8)で父系統「ネイティヴダンサー系」は基準比リフト1.1
福島,小回り・機動型,芝,長距離(2500以上),良,内枠(1-2),父系統,父系統不明,123,16,34,0.1301,0.2764,302.8,0.0,7.05,0.2516,0.0248,1.099,B,福島芝長距離(2500以上)・良・内枠(1-2)で父系統「父系統不明」は基準比リフト1.099
小倉,小回り・機動型,芝,中距離(1700-2000),重不良,中枠(3-6),父系統,ロイヤルチャージャー系,283,20,65,0.0707,0.2297,70.5,0.0,7.29,0.209,0.0207,1.099,B,小倉芝中距離(1700-2000)・重不良・中枠(3-6)で父系統「ロイヤルチャージャー系」は基準比リフト1.099
阪神,坂あり・パワー型,ダ,短距離(1000-1300),稍,外枠(7-8),父系統,ネイティヴダンサー系,170,17,44,0.1,0.2588,139.8,0.0,8.13,0.2356,0.0232,1.098,B,阪神ダ短距離(1000-1300)・稍・外枠(7-8)で父系統「ネイティヴダンサー系」は基準比リフト1.098
東京,直線長め・持続型,芝,中長距離(2100-2400),良,中枠(3-6),父系統,ネイティヴダンサー系,266,22,66,0.0827,0.2481,41.4,0.0,7.51,0.226,0.0221,1.098,B,東京芝中長距離(2100-2400)・良・中枠(3-6)で父系統「ネイティヴダンサー系」は基準比リフト1.098
中京,直線長め・持続型,ダ,中距離(1700-2000),重不良,外枠(7-8),父系統,父系統不明,127,10,30,0.0787,0.2362,107.3,0.0,7.06,0.2151,0.0211,1.098,B,中京ダ中距離(1700-2000)・重不良・外枠(7-8)で父系統「父系統不明」は基準比リフト1.098
京都,平坦・スピード型,ダ,短距離(1000-1300),良,内枠(1-2),父系統,父系統不明,211,16,49,0.0758,0.2322,78.8,0.0,7.18,0.2115,0.0207,1.098,B,京都ダ短距離(1000-1300)・良・内枠(1-2)で父系統「父系統不明」は基準比リフト1.098
小倉,小回り・機動型,ダ,中距離(1700-2000),重不良,外枠(7-8),父系統,ネイティヴダンサー系,117,9,24,0.0769,0.2051,91.3,0.0,8.37,0.1868,0.0183,1.098,B,小倉ダ中距離(1700-2000)・重不良・外枠(7-8)で父系統「ネイティヴダンサー系」は基準比リフト1.098
阪神,坂あり・パワー型,芝,中距離(1700-2000),重不良,中枠(3-6),父系統,ロイヤルチャージャー系,185,21,51,0.1135,0.2757,394.9,0.0,7.15,0.2514,0.0243,1.097,B,阪神芝中距離(1700-2000)・重不良・中枠(3-6)で父系統「ロイヤルチャージャー系」は基準比リフト1.097
新潟,直線長め・平坦型,ダ,短距離(1000-1300),良,外枠(7-8),父系統,ニアークティック系,376,34,94,0.0904,0.25,158.0,0.0,7.51,0.2279,0.0221,1.097,B,新潟ダ短距離(1000-1300)・良・外枠(7-8)で父系統「ニアークティック系」は基準比リフト1.097
札幌,小回り・持続型,芝,長距離(2500以上),良,中枠(3-6),父系統,ネイティヴダンサー系,94,8,24,0.0851,0.2553,39.9,0.0,6.27,0.233,0.0223,1.096,B,札幌芝長距離(2500以上)・良・中枠(3-6)で父系統「ネイティヴダンサー系」は基準比リフト1.096
東京,直線長め・持続型,芝,中距離(1700-2000),重不良,外枠(7-8),父系統,ロイヤルチャージャー系,99,6,25,0.0606,0.2525,44.3,0.0,7.72,0.2304,0.0221,1.096,B,東京芝中距離(1700-2000)・重不良・外枠(7-8)で父系統「ロイヤルチャージャー系」は基準比リフト1.096
小倉,小回り・機動型,芝,中距離(1700-2000),良,中枠(3-6),父系統,ロイヤルチャージャー系,2886,209,702,0.0724,0.2432,65.6,0.0,7.43,0.2218,0.0214,1.096,B,小倉芝中距離(1700-2000)・良・中枠(3-6)で父系統「ロイヤルチャージャー系」は基準比リフト1.096
福島,小回り・機動型,芝,中距離(1700-2000),良,中枠(3-6),父系統,父系統不明,955,86,229,0.0901,0.2398,89.9,0.0,7.55,0.2188,0.021,1.096,B,福島芝中距離(1700-2000)・良・中枠(3-6)で父系統「父系統不明」は基準比リフト1.096
福島,小回り・機動型,ダ,短距離(1000-1300),良,外枠(7-8),父系統,父系統不明,256,22,59,0.0859,0.2305,76.2,0.0,6.79,0.2103,0.0202,1.096,B,福島ダ短距離(1000-1300)・良・外枠(7-8)で父系統「父系統不明」は基準比リフト1.096
中山,坂あり・パワー型,芝,中長距離(2100-2400),稍,中枠(3-6),父系統,ロイヤルチャージャー系,80,9,18,0.1125,0.225,75.0,0.0,7.19,0.2053,0.0197,1.096,B,中山芝中長距離(2100-2400)・稍・中枠(3-6)で父系統「ロイヤルチャージャー系」は基準比リフト1.096
小倉,小回り・機動型,ダ,中距離(1700-2000),良,中枠(3-6),父系統,父系統不明,717,51,153,0.0711,0.2134,50.3,0.0,7.53,0.1947,0.0187,1.096,B,小倉ダ中距離(1700-2000)・良・中枠(3-6)で父系統「父系統不明」は基準比リフト1.096
福島,小回り・機動型,ダ,中距離(1700-2000),重不良,内枠(1-2),父系統,ロイヤルチャージャー系,105,12,27,0.1143,0.2571,131.5,0.0,7.12,0.2348,0.0223,1.095,B,福島ダ中距離(1700-2000)・重不良・内枠(1-2)で父系統「ロイヤルチャージャー系」は基準比リフト1.095
