重賞名,基準軸,基準値,条件1,条件2,条件内容,該当数,複勝数,複勝率,条件タイプ,採用ランク
きさらぎG3,年齢,年齢=3歳,前走距離=2000,前走着差帯=前走着差0.6-1.0,年齢=3歳 × 前走距離=2000 × 前走着差帯=前走着差0.6-1.0,16,0,0.0,消し0,強消しS
きさらぎG3,性別,牡馬,前走距離=2000,前走着差帯=前走着差0.6-1.0,牡馬 × 前走距離=2000 × 前走着差帯=前走着差0.6-1.0,16,0,0.0,消し0,強消しS
きさらぎG3,年齢,年齢=3歳,前走場所=中山,騎手替=*,年齢=3歳 × 前走場所=中山 × 騎手替=*,15,0,0.0,消し0,強消しS
きさらぎG3,性別,牡馬,前走場所=中山,騎手替=*,牡馬 × 前走場所=中山 × 騎手替=*,15,0,0.0,消し0,強消しS
きさらぎG3,年齢,年齢=3歳,前走着順帯=前走着順6-9着,前走上り順位帯=前走上り6-9位,年齢=3歳 × 前走着順帯=前走着順6-9着 × 前走上り順位帯=前走上り6-9位,14,0,0.0,消し0,消しA
きさらぎG3,年齢,年齢=3歳,今回馬場=良,前走着差帯=前走着差1.1以上,年齢=3歳 × 今回馬場=良 × 前走着差帯=前走着差1.1以上,14,0,0.0,消し0,消しA
きさらぎG3,年齢,年齢=3歳,騎手替=*,前走着差帯=前走着差1.1以上,年齢=3歳 × 騎手替=* × 前走着差帯=前走着差1.1以上,14,0,0.0,消し0,消しA
きさらぎG3,年齢,年齢=3歳,騎手替=*,前走着順帯=前走着順6-9着,年齢=3歳 × 騎手替=* × 前走着順帯=前走着順6-9着,14,0,0.0,消し0,消しA
きさらぎG3,年齢,年齢=3歳,騎手替=*,前走着差帯=前走着差0.6-1.0,年齢=3歳 × 騎手替=* × 前走着差帯=前走着差0.6-1.0,14,0,0.0,消し0,消しA
きさらぎG3,性別,牡馬,騎手替=*,前走着順帯=前走着順6-9着,牡馬 × 騎手替=* × 前走着順帯=前走着順6-9着,14,0,0.0,消し0,消しA
きさらぎG3,性別,牡馬,騎手替=*,前走着差帯=前走着差0.6-1.0,牡馬 × 騎手替=* × 前走着差帯=前走着差0.6-1.0,14,0,0.0,消し0,消しA
きさらぎG3,年齢,年齢=3歳,今回馬場=良,前走決め手=中団,年齢=3歳 × 今回馬場=良 × 前走決め手=中団,13,0,0.0,消し0,消しA
きさらぎG3,年齢,年齢=3歳,前走脚質=中団,前走上り順位帯=前走上り6-9位,年齢=3歳 × 前走脚質=中団 × 前走上り順位帯=前走上り6-9位,13,0,0.0,消し0,消しA
きさらぎG3,性別,牡馬,今回馬場=良,前走決め手=中団,牡馬 × 今回馬場=良 × 前走決め手=中団,13,0,0.0,消し0,消しA
きさらぎG3,性別,牡馬,前走脚質=中団,前走上り順位帯=前走上り6-9位,牡馬 × 前走脚質=中団 × 前走上り順位帯=前走上り6-9位,13,0,0.0,消し0,消しA
きさらぎG3,性別,牡馬,前走着順帯=前走着順6-9着,前走上り順位帯=前走上り6-9位,牡馬 × 前走着順帯=前走着順6-9着 × 前走上り順位帯=前走上り6-9位,13,0,0.0,消し0,消しA
きさらぎG3,性別,牡馬,騎手替=*,前走着差帯=前走着差1.1以上,牡馬 × 騎手替=* × 前走着差帯=前走着差1.1以上,13,0,0.0,消し0,消しA
きさらぎG3,性別,牡馬,今回馬場=良,前走着差帯=前走着差1.1以上,牡馬 × 今回馬場=良 × 前走着差帯=前走着差1.1以上,12,0,0.0,消し0,消しA
きさらぎG3,年齢,年齢=3歳,前走場所=中山,前走着差帯=前走着差0.6-1.0,年齢=3歳 × 前走場所=中山 × 前走着差帯=前走着差0.6-1.0,12,0,0.0,消し0,消しA
きさらぎG3,性別,牡馬,前走場所=中山,前走着差帯=前走着差0.6-1.0,牡馬 × 前走場所=中山 × 前走着差帯=前走着差0.6-1.0,12,0,0.0,消し0,消しA
きさらぎG3,年齢,年齢=3歳,母父系統=ロイヤルチャージャー系,前走着差帯=前走着差0.6-1.0,年齢=3歳 × 母父系統=ロイヤルチャージャー系 × 前走着差帯=前走着差0.6-1.0,12,0,0.0,消し0,消しA
きさらぎG3,年齢,年齢=3歳,前走決め手=中団,前走上り順位帯=前走上り6-9位,年齢=3歳 × 前走決め手=中団 × 前走上り順位帯=前走上り6-9位,11,0,0.0,消し0,消しA
きさらぎG3,年齢,年齢=3歳,前走上り順位帯=前走上り6-9位,前走着差帯=前走着差0.6-1.0,年齢=3歳 × 前走上り順位帯=前走上り6-9位 × 前走着差帯=前走着差0.6-1.0,11,0,0.0,消し0,消しA
きさらぎG3,性別,牡馬,前走決め手=中団,前走上り順位帯=前走上り6-9位,牡馬 × 前走決め手=中団 × 前走上り順位帯=前走上り6-9位,11,0,0.0,消し0,消しA
きさらぎG3,性別,牡馬,前走上り順位帯=前走上り6-9位,前走着差帯=前走着差0.6-1.0,牡馬 × 前走上り順位帯=前走上り6-9位 × 前走着差帯=前走着差0.6-1.0,11,0,0.0,消し0,消しA
きさらぎG3,年齢,年齢=3歳,前走場所=中山,距離変化=短縮,年齢=3歳 × 前走場所=中山 × 距離変化=短縮,11,0,0.0,消し0,消しA
きさらぎG3,性別,牡馬,前走場所=中山,距離変化=短縮,牡馬 × 前走場所=中山 × 距離変化=短縮,11,0,0.0,消し0,消しA
きさらぎG3,年齢,年齢=3歳,前走場所=中山,前3角位置帯=前3角70%以降,年齢=3歳 × 前走場所=中山 × 前3角位置帯=前3角70%以降,11,0,0.0,消し0,消しA
きさらぎG3,性別,牡馬,前走場所=中山,前3角位置帯=前3角70%以降,牡馬 × 前走場所=中山 × 前3角位置帯=前3角70%以降,11,0,0.0,消し0,消しA
きさらぎG3,性別,牡馬,母父系統=ロイヤルチャージャー系,前走着差帯=前走着差0.6-1.0,牡馬 × 母父系統=ロイヤルチャージャー系 × 前走着差帯=前走着差0.6-1.0,11,0,0.0,消し0,消しA
きさらぎG3,年齢,年齢=3歳,前走馬場=良,前走決め手=後方,年齢=3歳 × 前走馬場=良 × 前走決め手=後方,11,0,0.0,消し0,消しA
きさらぎG3,年齢,年齢=3歳,前走距離=1800,前走クラス=新馬,年齢=3歳 × 前走距離=1800 × 前走クラス=新馬,10,0,0.0,消し0,消しA
きさらぎG3,年齢,年齢=3歳,前走距離=1800,前走レース=新馬,年齢=3歳 × 前走距離=1800 × 前走レース=新馬,10,0,0.0,消し0,消しA
きさらぎG3,年齢,年齢=3歳,前走決め手=中団,前走着差帯=前走着差0.6-1.0,年齢=3歳 × 前走決め手=中団 × 前走着差帯=前走着差0.6-1.0,10,0,0.0,消し0,消しA
きさらぎG3,性別,牡馬,前走決め手=中団,前走着差帯=前走着差0.6-1.0,牡馬 × 前走決め手=中団 × 前走着差帯=前走着差0.6-1.0,10,0,0.0,消し0,消しA
きさらぎG3,年齢,年齢=3歳,前走上り順位帯=前走上り6-9位,前走場所=京都,年齢=3歳 × 前走上り順位帯=前走上り6-9位 × 前走場所=京都,10,0,0.0,消し0,消しA
きさらぎG3,年齢,年齢=3歳,騎手替=*,前走決め手=中団,年齢=3歳 × 騎手替=* × 前走決め手=中団,10,0,0.0,消し0,消しA
きさらぎG3,性別,牡馬,騎手替=*,前走決め手=中団,牡馬 × 騎手替=* × 前走決め手=中団,10,0,0.0,消し0,消しA
きさらぎG3,年齢,年齢=3歳,距離変化=短縮,前走着差帯=前走着差0.6-1.0,年齢=3歳 × 距離変化=短縮 × 前走着差帯=前走着差0.6-1.0,10,0,0.0,消し0,消しA
きさらぎG3,性別,牡馬,距離変化=短縮,前走着差帯=前走着差0.6-1.0,牡馬 × 距離変化=短縮 × 前走着差帯=前走着差0.6-1.0,10,0,0.0,消し0,消しA
きさらぎG3,年齢,年齢=3歳,前走場所=中山,馬番帯=中目,年齢=3歳 × 前走場所=中山 × 馬番帯=中目,10,0,0.0,消し0,消しA
きさらぎG3,年齢,年齢=3歳,前走場所=中山,前4角位置帯=前4角70%以降,年齢=3歳 × 前走場所=中山 × 前4角位置帯=前4角70%以降,10,0,0.0,消し0,消しA
きさらぎG3,年齢,年齢=3歳,前走場所=中山,前走脚質=後方,年齢=3歳 × 前走場所=中山 × 前走脚質=後方,10,0,0.0,消し0,消しA
きさらぎG3,性別,牡馬,前走場所=中山,馬番帯=中目,牡馬 × 前走場所=中山 × 馬番帯=中目,10,0,0.0,消し0,消しA
きさらぎG3,性別,牡馬,前走場所=中山,前4角位置帯=前4角70%以降,牡馬 × 前走場所=中山 × 前4角位置帯=前4角70%以降,10,0,0.0,消し0,消しA
きさらぎG3,性別,牡馬,前走場所=中山,前走脚質=後方,牡馬 × 前走場所=中山 × 前走脚質=後方,10,0,0.0,消し0,消しA
きさらぎG3,性別,牡馬,前走馬場=良,前走決め手=後方,牡馬 × 前走馬場=良 × 前走決め手=後方,10,0,0.0,消し0,消しA
きさらぎG3,年齢,年齢=3歳,距離変化=延長,前走決め手=差し,年齢=3歳 × 距離変化=延長 × 前走決め手=差し,6,6,100.0,買い100,買いA
きさらぎG3,性別,牡馬,距離変化=延長,前走決め手=差し,牡馬 × 距離変化=延長 × 前走決め手=差し,6,6,100.0,買い100,買いA
きさらぎG3,年齢,年齢=3歳,前走距離=1600,前走決め手=差し,年齢=3歳 × 前走距離=1600 × 前走決め手=差し,5,5,100.0,買い100,買いA
きさらぎG3,性別,牡馬,前走距離=1600,前走決め手=差し,牡馬 × 前走距離=1600 × 前走決め手=差し,5,5,100.0,買い100,買いA
きさらぎG3,年齢,年齢=3歳,前走着差帯=前走着差0.0,前走クラス=500万,年齢=3歳 × 前走着差帯=前走着差0.0 × 前走クラス=500万,5,5,100.0,買い100,買いA
きさらぎG3,性別,牡馬,前走着差帯=前走着差0.0,前走クラス=500万,牡馬 × 前走着差帯=前走着差0.0 × 前走クラス=500万,5,5,100.0,買い100,買いA
みやこＳG3,性別,牡馬,騎手替=*,前走着順帯=前走着順10着以下,牡馬 × 騎手替=* × 前走着順帯=前走着順10着以下,28,0,0.0,消し0,強消しS
みやこＳG3,性別,牡馬,前走着差帯=前走着差1.1以上,前走斤量帯=前走斤量55-56,牡馬 × 前走着差帯=前走着差1.1以上 × 前走斤量帯=前走斤量55-56,28,0,0.0,消し0,強消しS
みやこＳG3,性別,牡馬,馬齢斤量差帯=馬齢斤量差-1〜0,前4角位置帯=前4角70%以降,牡馬 × 馬齢斤量差帯=馬齢斤量差-1〜0 × 前4角位置帯=前4角70%以降,27,0,0.0,消し0,強消しS
みやこＳG3,性別,牡馬,馬齢斤量差帯=馬齢斤量差-1〜0,前走脚質=後方,牡馬 × 馬齢斤量差帯=馬齢斤量差-1〜0 × 前走脚質=後方,26,0,0.0,消し0,強消しS
みやこＳG3,年齢,年齢=5歳,騎手替=*,前走着差帯=前走着差1.1以上,年齢=5歳 × 騎手替=* × 前走着差帯=前走着差1.1以上,25,0,0.0,消し0,強消しS
みやこＳG3,性別,牡馬,斤量帯=斤量57,前走着差帯=前走着差1.1以上,牡馬 × 斤量帯=斤量57 × 前走着差帯=前走着差1.1以上,25,0,0.0,消し0,強消しS
みやこＳG3,性別,牡馬,前走着差帯=前走着差1.1以上,前走決め手=中団,牡馬 × 前走着差帯=前走着差1.1以上 × 前走決め手=中団,23,0,0.0,消し0,強消しS
みやこＳG3,性別,牡馬,前走脚質=後方,前走決め手=後方,牡馬 × 前走脚質=後方 × 前走決め手=後方,22,0,0.0,消し0,強消しS
みやこＳG3,年齢,年齢=6歳,前走馬場=良,馬齢斤量差帯=馬齢斤量差-1〜0,年齢=6歳 × 前走馬場=良 × 馬齢斤量差帯=馬齢斤量差-1〜0,22,0,0.0,消し0,強消しS
みやこＳG3,性別,牡馬,馬齢斤量差帯=馬齢斤量差-1〜0,前走決め手=後方,牡馬 × 馬齢斤量差帯=馬齢斤量差-1〜0 × 前走決め手=後方,21,0,0.0,消し0,強消しS
みやこＳG3,性別,牡馬,前4角位置帯=前4角70%以降,前走決め手=後方,牡馬 × 前4角位置帯=前4角70%以降 × 前走決め手=後方,21,0,0.0,消し0,強消しS
みやこＳG3,性別,牡馬,前3角位置帯=前3角70%以降,前走決め手=後方,牡馬 × 前3角位置帯=前3角70%以降 × 前走決め手=後方,20,0,0.0,消し0,強消しS
みやこＳG3,年齢,年齢=5歳,騎手替=*,前走頭数帯=前走頭数10-13頭,年齢=5歳 × 騎手替=* × 前走頭数帯=前走頭数10-13頭,19,0,0.0,消し0,強消しS
みやこＳG3,年齢,年齢=5歳,馬齢斤量差帯=馬齢斤量差-1〜0,前走頭数帯=前走頭数10-13頭,年齢=5歳 × 馬齢斤量差帯=馬齢斤量差-1〜0 × 前走頭数帯=前走頭数10-13頭,19,0,0.0,消し0,強消しS
みやこＳG3,性別,牡馬,前走着差帯=前走着差1.1以上,馬番帯=内目,牡馬 × 前走着差帯=前走着差1.1以上 × 馬番帯=内目,19,0,0.0,消し0,強消しS
みやこＳG3,性別,牡馬,騎手替=*,前走決め手=後方,牡馬 × 騎手替=* × 前走決め手=後方,19,0,0.0,消し0,強消しS
みやこＳG3,性別,牡馬,所属=(栗),前走決め手=後方,牡馬 × 所属=(栗) × 前走決め手=後方,19,0,0.0,消し0,強消しS
みやこＳG3,性別,牡馬,前走所属=(栗),前走決め手=後方,牡馬 × 前走所属=(栗) × 前走決め手=後方,19,0,0.0,消し0,強消しS
みやこＳG3,性別,牡馬,前走決め手=後方,前走芝ダ=ダ,牡馬 × 前走決め手=後方 × 前走芝ダ=ダ,19,0,0.0,消し0,強消しS
みやこＳG3,年齢,年齢=5歳,馬番帯=内目,枠番帯=内枠1-2,年齢=5歳 × 馬番帯=内目 × 枠番帯=内枠1-2,18,0,0.0,消し0,強消しS
みやこＳG3,年齢,年齢=5歳,馬番帯=内目,前走芝ダ=ダ,年齢=5歳 × 馬番帯=内目 × 前走芝ダ=ダ,18,0,0.0,消し0,強消しS
みやこＳG3,年齢,年齢=5歳,枠番帯=内枠1-2,前走芝ダ=ダ,年齢=5歳 × 枠番帯=内枠1-2 × 前走芝ダ=ダ,18,0,0.0,消し0,強消しS
みやこＳG3,性別,牡馬,前走馬場=良,前走決め手=後方,牡馬 × 前走馬場=良 × 前走決め手=後方,18,0,0.0,消し0,強消しS
みやこＳG3,性別,牡馬,前走着差帯=前走着差1.1以上,前4角位置帯=前4角70%以降,牡馬 × 前走着差帯=前走着差1.1以上 × 前4角位置帯=前4角70%以降,18,0,0.0,消し0,強消しS
みやこＳG3,性別,牡馬,前走頭数帯=前走頭数16-17頭,父系統=ネイティヴダンサー系,牡馬 × 前走頭数帯=前走頭数16-17頭 × 父系統=ネイティヴダンサー系,18,0,0.0,消し0,強消しS
みやこＳG3,年齢,年齢=5歳,馬齢斤量差帯=馬齢斤量差-1〜0,馬番帯=内目,年齢=5歳 × 馬齢斤量差帯=馬齢斤量差-1〜0 × 馬番帯=内目,17,0,0.0,消し0,強消しS
みやこＳG3,年齢,年齢=5歳,馬齢斤量差帯=馬齢斤量差-1〜0,枠番帯=内枠1-2,年齢=5歳 × 馬齢斤量差帯=馬齢斤量差-1〜0 × 枠番帯=内枠1-2,17,0,0.0,消し0,強消しS
みやこＳG3,性別,牡馬,前走着差帯=前走着差1.1以上,距離変化=延長,牡馬 × 前走着差帯=前走着差1.1以上 × 距離変化=延長,17,0,0.0,消し0,強消しS
みやこＳG3,性別,牡馬,枠番帯=外枠6-8,間隔帯=間隔中13-24週,牡馬 × 枠番帯=外枠6-8 × 間隔帯=間隔中13-24週,17,0,0.0,消し0,強消しS
みやこＳG3,性別,牡馬,前走着差帯=前走着差1.1以上,前3角位置帯=前3角70%以降,牡馬 × 前走着差帯=前走着差1.1以上 × 前3角位置帯=前3角70%以降,17,0,0.0,消し0,強消しS
みやこＳG3,性別,牡馬,前走着差帯=前走着差1.1以上,前走脚質=後方,牡馬 × 前走着差帯=前走着差1.1以上 × 前走脚質=後方,17,0,0.0,消し0,強消しS
みやこＳG3,性別,牡馬,前走着差帯=前走着差1.1以上,前走決め手=後方,牡馬 × 前走着差帯=前走着差1.1以上 × 前走決め手=後方,17,0,0.0,消し0,強消しS
みやこＳG3,性別,牡馬,前走着順帯=前走着順10着以下,前走斤量帯=前走斤量55-56,牡馬 × 前走着順帯=前走着順10着以下 × 前走斤量帯=前走斤量55-56,17,0,0.0,消し0,強消しS
みやこＳG3,性別,牡馬,前走上り順位帯=前走上り10位以下,前走斤量帯=前走斤量55-56,牡馬 × 前走上り順位帯=前走上り10位以下 × 前走斤量帯=前走斤量55-56,17,0,0.0,消し0,強消しS
みやこＳG3,年齢,年齢=5歳,所属=(栗),馬番帯=内目,年齢=5歳 × 所属=(栗) × 馬番帯=内目,16,0,0.0,消し0,強消しS
みやこＳG3,年齢,年齢=5歳,所属=(栗),枠番帯=内枠1-2,年齢=5歳 × 所属=(栗) × 枠番帯=内枠1-2,16,0,0.0,消し0,強消しS
みやこＳG3,年齢,年齢=5歳,前走所属=(栗),馬番帯=内目,年齢=5歳 × 前走所属=(栗) × 馬番帯=内目,16,0,0.0,消し0,強消しS
みやこＳG3,年齢,年齢=5歳,前走所属=(栗),枠番帯=内枠1-2,年齢=5歳 × 前走所属=(栗) × 枠番帯=内枠1-2,16,0,0.0,消し0,強消しS
みやこＳG3,性別,牡馬,前走上り順位帯=前走上り10位以下,前走脚質=中団,牡馬 × 前走上り順位帯=前走上り10位以下 × 前走脚質=中団,16,0,0.0,消し0,強消しS
みやこＳG3,性別,牡馬,前走上り順位帯=前走上り10位以下,前走決め手=中団,牡馬 × 前走上り順位帯=前走上り10位以下 × 前走決め手=中団,16,0,0.0,消し0,強消しS
みやこＳG3,性別,牡馬,前走着順帯=前走着順10着以下,馬番帯=中目,牡馬 × 前走着順帯=前走着順10着以下 × 馬番帯=中目,16,0,0.0,消し0,強消しS
みやこＳG3,性別,牡馬,前走着差帯=前走着差1.1以上,前走上り順位帯=前走上り6-9位,牡馬 × 前走着差帯=前走着差1.1以上 × 前走上り順位帯=前走上り6-9位,16,0,0.0,消し0,強消しS
みやこＳG3,年齢,年齢=6歳,前走馬場=良,前走クラス=Ｇ３,年齢=6歳 × 前走馬場=良 × 前走クラス=Ｇ３,16,0,0.0,消し0,強消しS
みやこＳG3,性別,牡馬,前走クラス=Ｇ３,前走着順帯=前走着順6-9着,牡馬 × 前走クラス=Ｇ３ × 前走着順帯=前走着順6-9着,16,0,0.0,消し0,強消しS
みやこＳG3,年齢,年齢=5歳,所属=(栗),父系統=ネイティヴダンサー系,年齢=5歳 × 所属=(栗) × 父系統=ネイティヴダンサー系,16,0,0.0,消し0,強消しS
みやこＳG3,年齢,年齢=5歳,前走所属=(栗),父系統=ネイティヴダンサー系,年齢=5歳 × 前走所属=(栗) × 父系統=ネイティヴダンサー系,16,0,0.0,消し0,強消しS
みやこＳG3,性別,牡馬,今回馬場=良,前走決め手=後方,牡馬 × 今回馬場=良 × 前走決め手=後方,16,0,0.0,消し0,強消しS
みやこＳG3,年齢,年齢=5歳,前走馬場=良,前走頭数帯=前走頭数10-13頭,年齢=5歳 × 前走馬場=良 × 前走頭数帯=前走頭数10-13頭,16,0,0.0,消し0,強消しS
みやこＳG3,年齢,年齢=5歳,騎手替=*,父系統=ロイヤルチャージャー系,年齢=5歳 × 騎手替=* × 父系統=ロイヤルチャージャー系,16,0,0.0,消し0,強消しS
みやこＳG3,性別,牡馬,前走着差帯=前走着差1.1以上,枠番帯=内枠1-2,牡馬 × 前走着差帯=前走着差1.1以上 × 枠番帯=内枠1-2,15,0,0.0,消し0,強消しS
みやこＳG3,性別,牡馬,前走着順帯=前走着順10着以下,前走脚質=中団,牡馬 × 前走着順帯=前走着順10着以下 × 前走脚質=中団,15,0,0.0,消し0,強消しS
みやこＳG3,性別,牡馬,前走着順帯=前走着順10着以下,前走決め手=中団,牡馬 × 前走着順帯=前走着順10着以下 × 前走決め手=中団,15,0,0.0,消し0,強消しS
みやこＳG3,性別,牡馬,前走脚質=先行,前走着差帯=前走着差勝ち切り,牡馬 × 前走脚質=先行 × 前走着差帯=前走着差勝ち切り,15,0,0.0,消し0,強消しS
みやこＳG3,性別,牡馬,前走決め手=先行,前走着差帯=前走着差勝ち切り,牡馬 × 前走決め手=先行 × 前走着差帯=前走着差勝ち切り,15,0,0.0,消し0,強消しS
みやこＳG3,性別,牡馬,馬番帯=外目,間隔帯=間隔中13-24週,牡馬 × 馬番帯=外目 × 間隔帯=間隔中13-24週,15,0,0.0,消し0,強消しS
みやこＳG3,性別,牡馬,前走着順帯=前走着順10着以下,前4角位置帯=前4角70%以降,牡馬 × 前走着順帯=前走着順10着以下 × 前4角位置帯=前4角70%以降,15,0,0.0,消し0,強消しS
みやこＳG3,性別,牡馬,前走着順帯=前走着順10着以下,枠番帯=中枠3-5,牡馬 × 前走着順帯=前走着順10着以下 × 枠番帯=中枠3-5,15,0,0.0,消し0,強消しS
みやこＳG3,性別,牡馬,前走着順帯=前走着順10着以下,前走クラス=ｵｰﾌﾟﾝ,牡馬 × 前走着順帯=前走着順10着以下 × 前走クラス=ｵｰﾌﾟﾝ,15,0,0.0,消し0,強消しS
みやこＳG3,年齢,年齢=5歳,騎手替=*,前走距離=2100,年齢=5歳 × 騎手替=* × 前走距離=2100,15,0,0.0,消し0,強消しS
みやこＳG3,年齢,年齢=5歳,馬齢斤量差帯=馬齢斤量差-1〜0,前走距離=2100,年齢=5歳 × 馬齢斤量差帯=馬齢斤量差-1〜0 × 前走距離=2100,15,0,0.0,消し0,強消しS
みやこＳG3,性別,牡馬,前4角位置帯=前4角70%以降,斤量帯=斤量55-56,牡馬 × 前4角位置帯=前4角70%以降 × 斤量帯=斤量55-56,15,0,0.0,消し0,強消しS
みやこＳG3,性別,牡馬,斤量帯=斤量55-56,前走脚質=後方,牡馬 × 斤量帯=斤量55-56 × 前走脚質=後方,15,0,0.0,消し0,強消しS
みやこＳG3,性別,牡馬,前走クラス=Ｇ３,前走着差帯=前走着差0.6-1.0,牡馬 × 前走クラス=Ｇ３ × 前走着差帯=前走着差0.6-1.0,14,0,0.0,消し0,消しA
みやこＳG3,年齢,年齢=5歳,騎手替=*,馬番帯=内目,年齢=5歳 × 騎手替=* × 馬番帯=内目,14,0,0.0,消し0,消しA
みやこＳG3,年齢,年齢=5歳,騎手替=*,枠番帯=内枠1-2,年齢=5歳 × 騎手替=* × 枠番帯=内枠1-2,14,0,0.0,消し0,消しA
みやこＳG3,性別,牡馬,斤量帯=斤量57,前走上り順位帯=前走上り10位以下,牡馬 × 斤量帯=斤量57 × 前走上り順位帯=前走上り10位以下,14,0,0.0,消し0,消しA
みやこＳG3,性別,牡馬,前走上り順位帯=前走上り10位以下,距離変化=延長,牡馬 × 前走上り順位帯=前走上り10位以下 × 距離変化=延長,14,0,0.0,消し0,消しA
みやこＳG3,年齢,年齢=6歳,前走馬場=良,距離変化=短縮,年齢=6歳 × 前走馬場=良 × 距離変化=短縮,14,0,0.0,消し0,消しA
みやこＳG3,性別,牡馬,前走頭数帯=前走頭数14-15頭,前走上り順位帯=前走上り10位以下,牡馬 × 前走頭数帯=前走頭数14-15頭 × 前走上り順位帯=前走上り10位以下,14,0,0.0,消し0,消しA
みやこＳG3,年齢,年齢=6歳,今回馬場=良,前走馬場=良,年齢=6歳 × 今回馬場=良 × 前走馬場=良,14,0,0.0,消し0,消しA
みやこＳG3,性別,牡馬,前走決め手=中団,前走斤量帯=前走斤量55-56,牡馬 × 前走決め手=中団 × 前走斤量帯=前走斤量55-56,14,0,0.0,消し0,消しA
みやこＳG3,年齢,年齢=5歳,馬齢斤量差帯=馬齢斤量差-1〜0,前走決め手=中団,年齢=5歳 × 馬齢斤量差帯=馬齢斤量差-1〜0 × 前走決め手=中団,13,0,0.0,消し0,消しA
みやこＳG3,年齢,年齢=5歳,前走脚質=中団,前走決め手=中団,年齢=5歳 × 前走脚質=中団 × 前走決め手=中団,13,0,0.0,消し0,消しA
みやこＳG3,性別,牡馬,前走クラス=Ｇ３,前4角位置帯=前4角70%以降,牡馬 × 前走クラス=Ｇ３ × 前4角位置帯=前4角70%以降,13,0,0.0,消し0,消しA
みやこＳG3,年齢,年齢=5歳,騎手替=*,前走上り順位帯=前走上り10位以下,年齢=5歳 × 騎手替=* × 前走上り順位帯=前走上り10位以下,13,0,0.0,消し0,消しA
みやこＳG3,性別,牡馬,斤量帯=斤量57,前走着順帯=前走着順10着以下,牡馬 × 斤量帯=斤量57 × 前走着順帯=前走着順10着以下,13,0,0.0,消し0,消しA
みやこＳG3,年齢,年齢=5歳,騎手替=*,前3角位置帯=前3角2-25%,年齢=5歳 × 騎手替=* × 前3角位置帯=前3角2-25%,13,0,0.0,消し0,消しA
みやこＳG3,性別,牡馬,前走着順帯=前走着順10着以下,前3角位置帯=前3角70%以降,牡馬 × 前走着順帯=前走着順10着以下 × 前3角位置帯=前3角70%以降,13,0,0.0,消し0,消しA
みやこＳG3,性別,牡馬,前走着順帯=前走着順10着以下,前走脚質=後方,牡馬 × 前走着順帯=前走着順10着以下 × 前走脚質=後方,13,0,0.0,消し0,消しA
みやこＳG3,性別,牡馬,前走着順帯=前走着順10着以下,前走決め手=後方,牡馬 × 前走着順帯=前走着順10着以下 × 前走決め手=後方,13,0,0.0,消し0,消しA
みやこＳG3,性別,牡馬,前走頭数帯=前走頭数16-17頭,前走脚質=後方,牡馬 × 前走頭数帯=前走頭数16-17頭 × 前走脚質=後方,13,0,0.0,消し0,消しA
みやこＳG3,性別,牡馬,前走着順帯=前走着順6-9着,馬番帯=内目,牡馬 × 前走着順帯=前走着順6-9着 × 馬番帯=内目,13,0,0.0,消し0,消しA
みやこＳG3,年齢,年齢=5歳,前走着差帯=前走着差1.1以上,前走クラス=ｵｰﾌﾟﾝ,年齢=5歳 × 前走着差帯=前走着差1.1以上 × 前走クラス=ｵｰﾌﾟﾝ,13,0,0.0,消し0,消しA
みやこＳG3,性別,牡馬,所属=(美),母父系統=ニアークティック系,牡馬 × 所属=(美) × 母父系統=ニアークティック系,13,0,0.0,消し0,消しA
みやこＳG3,性別,牡馬,前走所属=(美),母父系統=ニアークティック系,牡馬 × 前走所属=(美) × 母父系統=ニアークティック系,13,0,0.0,消し0,消しA
みやこＳG3,年齢,年齢=6歳,前走馬場=良,間隔帯=間隔中5-8週,年齢=6歳 × 前走馬場=良 × 間隔帯=間隔中5-8週,13,0,0.0,消し0,消しA
みやこＳG3,年齢,年齢=5歳,今回馬場=良,馬番帯=内目,年齢=5歳 × 今回馬場=良 × 馬番帯=内目,13,0,0.0,消し0,消しA
みやこＳG3,年齢,年齢=5歳,今回馬場=良,枠番帯=内枠1-2,年齢=5歳 × 今回馬場=良 × 枠番帯=内枠1-2,13,0,0.0,消し0,消しA
みやこＳG3,年齢,年齢=5歳,騎手替=*,前走着順帯=前走着順6-9着,年齢=5歳 × 騎手替=* × 前走着順帯=前走着順6-9着,13,0,0.0,消し0,消しA
みやこＳG3,年齢,年齢=5歳,前走着差帯=前走着差1.1以上,前走斤量帯=前走斤量55-56,年齢=5歳 × 前走着差帯=前走着差1.1以上 × 前走斤量帯=前走斤量55-56,13,0,0.0,消し0,消しA
みやこＳG3,年齢,年齢=6歳,前走馬場=良,斤量帯=斤量55-56,年齢=6歳 × 前走馬場=良 × 斤量帯=斤量55-56,13,0,0.0,消し0,消しA
みやこＳG3,年齢,年齢=5歳,斤量帯=斤量55-56,前走頭数帯=前走頭数10-13頭,年齢=5歳 × 斤量帯=斤量55-56 × 前走頭数帯=前走頭数10-13頭,13,0,0.0,消し0,消しA
みやこＳG3,年齢,年齢=5歳,斤量帯=斤量55-56,前走距離=2100,年齢=5歳 × 斤量帯=斤量55-56 × 前走距離=2100,13,0,0.0,消し0,消しA
