重賞名,基準軸,基準値,条件1,条件2,条件内容,該当数,複勝数,複勝率,条件タイプ,採用ランク
京都大賞G2,年齢,年齢=6歳,馬番帯=外目,前走着差帯=前走着差1.1以上,年齢=6歳 × 馬番帯=外目 × 前走着差帯=前走着差1.1以上,13,0,0.0,消し0,消しA
京都大賞G2,年齢,年齢=6歳,所属=(栗),前走距離=2000,年齢=6歳 × 所属=(栗) × 前走距離=2000,13,0,0.0,消し0,消しA
京都大賞G2,年齢,年齢=6歳,前走所属=(栗),前走距離=2000,年齢=6歳 × 前走所属=(栗) × 前走距離=2000,13,0,0.0,消し0,消しA
京都大賞G2,性別,牡馬,前走距離=2000,前走上り順位帯=前走上り10位以下,牡馬 × 前走距離=2000 × 前走上り順位帯=前走上り10位以下,13,0,0.0,消し0,消しA
京都大賞G2,性別,牡馬,馬番帯=中目,今回馬場=稍,牡馬 × 馬番帯=中目 × 今回馬場=稍,13,0,0.0,消し0,消しA
京都大賞G2,性別,牡馬,馬番帯=外目,前走クラス=Ｇ３,牡馬 × 馬番帯=外目 × 前走クラス=Ｇ３,13,0,0.0,消し0,消しA
京都大賞G2,年齢,年齢=6歳,騎手替=*,前走着差帯=前走着差1.1以上,年齢=6歳 × 騎手替=* × 前走着差帯=前走着差1.1以上,13,0,0.0,消し0,消しA
京都大賞G2,年齢,年齢=6歳,前走距離=2000,斤量帯=斤量55-56,年齢=6歳 × 前走距離=2000 × 斤量帯=斤量55-56,13,0,0.0,消し0,消しA
京都大賞G2,性別,牡馬,騎手替=*,前走上り順位帯=前走上り4-5位,牡馬 × 騎手替=* × 前走上り順位帯=前走上り4-5位,12,0,0.0,消し0,消しA
京都大賞G2,性別,牡馬,前走距離=2000,前走決め手=中団,牡馬 × 前走距離=2000 × 前走決め手=中団,12,0,0.0,消し0,消しA
京都大賞G2,性別,牡馬,前走クラス=Ｇ３,前走上り順位帯=前走上り10位以下,牡馬 × 前走クラス=Ｇ３ × 前走上り順位帯=前走上り10位以下,12,0,0.0,消し0,消しA
京都大賞G2,性別,牡馬,前走決め手=中団,前走斤量帯=前走斤量55-56,牡馬 × 前走決め手=中団 × 前走斤量帯=前走斤量55-56,12,0,0.0,消し0,消しA
京都大賞G2,性別,牡馬,騎手替=*,前走場所=札幌,牡馬 × 騎手替=* × 前走場所=札幌,12,0,0.0,消し0,消しA
京都大賞G2,性別,牡馬,距離変化=短縮,前走脚質=中団,牡馬 × 距離変化=短縮 × 前走脚質=中団,12,0,0.0,消し0,消しA
京都大賞G2,年齢,年齢=6歳,前走馬場=良,馬番帯=外目,年齢=6歳 × 前走馬場=良 × 馬番帯=外目,12,0,0.0,消し0,消しA
京都大賞G2,年齢,年齢=6歳,馬齢斤量差帯=馬齢斤量差-1〜0,前走上り順位帯=前走上り10位以下,年齢=6歳 × 馬齢斤量差帯=馬齢斤量差-1〜0 × 前走上り順位帯=前走上り10位以下,12,0,0.0,消し0,消しA
京都大賞G2,性別,牡馬,前3角位置帯=前3角2-25%,前走上り順位帯=前走上り10位以下,牡馬 × 前3角位置帯=前3角2-25% × 前走上り順位帯=前走上り10位以下,12,0,0.0,消し0,消しA
京都大賞G2,年齢,年齢=6歳,馬齢斤量差帯=馬齢斤量差-1〜0,前4角位置帯=前4角70%以降,年齢=6歳 × 馬齢斤量差帯=馬齢斤量差-1〜0 × 前4角位置帯=前4角70%以降,12,0,0.0,消し0,消しA
京都大賞G2,年齢,年齢=6歳,馬齢斤量差帯=馬齢斤量差-1〜0,前走脚質=後方,年齢=6歳 × 馬齢斤量差帯=馬齢斤量差-1〜0 × 前走脚質=後方,12,0,0.0,消し0,消しA
京都大賞G2,性別,牡馬,前走馬場=良,前走所属=(美),牡馬 × 前走馬場=良 × 前走所属=(美),12,0,0.0,消し0,消しA
京都大賞G2,性別,牡馬,前走クラス=Ｇ３,前走着差帯=前走着差1.1以上,牡馬 × 前走クラス=Ｇ３ × 前走着差帯=前走着差1.1以上,12,0,0.0,消し0,消しA
京都大賞G2,年齢,年齢=6歳,所属=(栗),前走着順帯=前走着順6-9着,年齢=6歳 × 所属=(栗) × 前走着順帯=前走着順6-9着,12,0,0.0,消し0,消しA
京都大賞G2,年齢,年齢=6歳,前走所属=(栗),前走着順帯=前走着順6-9着,年齢=6歳 × 前走所属=(栗) × 前走着順帯=前走着順6-9着,12,0,0.0,消し0,消しA
京都大賞G2,年齢,年齢=5歳,枠番帯=中枠3-5,父系統=ロイヤルチャージャー系,年齢=5歳 × 枠番帯=中枠3-5 × 父系統=ロイヤルチャージャー系,12,0,0.0,消し0,消しA
京都大賞G2,年齢,年齢=6歳,今回馬場=良,前走着順帯=前走着順6-9着,年齢=6歳 × 今回馬場=良 × 前走着順帯=前走着順6-9着,12,0,0.0,消し0,消しA
京都大賞G2,年齢,年齢=6歳,前走芝ダ=芝,前4角位置帯=前4角45-70%,年齢=6歳 × 前走芝ダ=芝 × 前4角位置帯=前4角45-70%,11,0,0.0,消し0,消しA
京都大賞G2,年齢,年齢=6歳,馬齢斤量差帯=馬齢斤量差-1〜0,前4角位置帯=前4角45-70%,年齢=6歳 × 馬齢斤量差帯=馬齢斤量差-1〜0 × 前4角位置帯=前4角45-70%,11,0,0.0,消し0,消しA
京都大賞G2,年齢,年齢=6歳,前走脚質=中団,前4角位置帯=前4角45-70%,年齢=6歳 × 前走脚質=中団 × 前4角位置帯=前4角45-70%,11,0,0.0,消し0,消しA
京都大賞G2,年齢,年齢=5歳,騎手替=*,距離変化=大幅延長,年齢=5歳 × 騎手替=* × 距離変化=大幅延長,11,0,0.0,消し0,消しA
京都大賞G2,年齢,年齢=5歳,前4角位置帯=前4角45-70%,距離変化=大幅延長,年齢=5歳 × 前4角位置帯=前4角45-70% × 距離変化=大幅延長,11,0,0.0,消し0,消しA
京都大賞G2,性別,牡馬,騎手替=*,前走距離=2600,牡馬 × 騎手替=* × 前走距離=2600,11,0,0.0,消し0,消しA
京都大賞G2,性別,牡馬,前走着差帯=前走着差1.1以上,距離変化=短縮,牡馬 × 前走着差帯=前走着差1.1以上 × 距離変化=短縮,11,0,0.0,消し0,消しA
京都大賞G2,性別,牡馬,前3角位置帯=前3角25-45%,前走斤量帯=前走斤量55-56,牡馬 × 前3角位置帯=前3角25-45% × 前走斤量帯=前走斤量55-56,11,0,0.0,消し0,消しA
京都大賞G2,年齢,年齢=6歳,前走馬場=良,前走着差帯=前走着差1.1以上,年齢=6歳 × 前走馬場=良 × 前走着差帯=前走着差1.1以上,11,0,0.0,消し0,消しA
京都大賞G2,年齢,年齢=6歳,前走馬場=良,前4角位置帯=前4角70%以降,年齢=6歳 × 前走馬場=良 × 前4角位置帯=前4角70%以降,11,0,0.0,消し0,消しA
京都大賞G2,年齢,年齢=6歳,前走馬場=良,前走脚質=後方,年齢=6歳 × 前走馬場=良 × 前走脚質=後方,11,0,0.0,消し0,消しA
京都大賞G2,年齢,年齢=6歳,騎手替=*,前4角位置帯=前4角70%以降,年齢=6歳 × 騎手替=* × 前4角位置帯=前4角70%以降,11,0,0.0,消し0,消しA
京都大賞G2,年齢,年齢=6歳,騎手替=*,前走脚質=後方,年齢=6歳 × 騎手替=* × 前走脚質=後方,11,0,0.0,消し0,消しA
京都大賞G2,年齢,年齢=6歳,馬齢斤量差帯=馬齢斤量差-1〜0,前走決め手=後方,年齢=6歳 × 馬齢斤量差帯=馬齢斤量差-1〜0 × 前走決め手=後方,11,0,0.0,消し0,消しA
京都大賞G2,年齢,年齢=6歳,前走馬場=良,前走着順帯=前走着順6-9着,年齢=6歳 × 前走馬場=良 × 前走着順帯=前走着順6-9着,11,0,0.0,消し0,消しA
京都大賞G2,性別,牡馬,前走頭数帯=前走頭数10-13頭,距離変化=大幅延長,牡馬 × 前走頭数帯=前走頭数10-13頭 × 距離変化=大幅延長,11,0,0.0,消し0,消しA
京都大賞G2,性別,牡馬,前走上り順位帯=前走上り1位,前走頭数帯=前走頭数10-13頭,牡馬 × 前走上り順位帯=前走上り1位 × 前走頭数帯=前走頭数10-13頭,11,0,0.0,消し0,消しA
京都大賞G2,年齢,年齢=6歳,前走着差帯=前走着差1.1以上,斤量帯=斤量55-56,年齢=6歳 × 前走着差帯=前走着差1.1以上 × 斤量帯=斤量55-56,11,0,0.0,消し0,消しA
京都大賞G2,年齢,年齢=6歳,前走馬場=良,距離変化=大幅延長,年齢=6歳 × 前走馬場=良 × 距離変化=大幅延長,11,0,0.0,消し0,消しA
京都大賞G2,性別,牡馬,前走馬場=稍,斤量帯=斤量55-56,牡馬 × 前走馬場=稍 × 斤量帯=斤量55-56,11,0,0.0,消し0,消しA
京都大賞G2,性別,牡馬,距離変化=短縮,前3角位置帯=前3角25-45%,牡馬 × 距離変化=短縮 × 前3角位置帯=前3角25-45%,10,0,0.0,消し0,消しA
京都大賞G2,年齢,年齢=6歳,所属=(栗),前4角位置帯=前4角45-70%,年齢=6歳 × 所属=(栗) × 前4角位置帯=前4角45-70%,10,0,0.0,消し0,消しA
京都大賞G2,年齢,年齢=6歳,前走所属=(栗),前4角位置帯=前4角45-70%,年齢=6歳 × 前走所属=(栗) × 前4角位置帯=前4角45-70%,10,0,0.0,消し0,消しA
京都大賞G2,年齢,年齢=6歳,間隔帯=間隔中5-8週,距離変化=大幅延長,年齢=6歳 × 間隔帯=間隔中5-8週 × 距離変化=大幅延長,10,0,0.0,消し0,消しA
京都大賞G2,性別,牡馬,間隔帯=間隔中5-8週,前走決め手=中団,牡馬 × 間隔帯=間隔中5-8週 × 前走決め手=中団,10,0,0.0,消し0,消しA
京都大賞G2,性別,牡馬,間隔帯=間隔中3-4週,馬齢斤量差帯=馬齢斤量差-1〜0,牡馬 × 間隔帯=間隔中3-4週 × 馬齢斤量差帯=馬齢斤量差-1〜0,10,0,0.0,消し0,消しA
京都大賞G2,性別,牡馬,騎手替=*,前走クラス=ｵｰﾌﾟﾝ,牡馬 × 騎手替=* × 前走クラス=ｵｰﾌﾟﾝ,10,0,0.0,消し0,消しA
京都大賞G2,年齢,年齢=6歳,枠番帯=外枠6-8,父系統=ロイヤルチャージャー系,年齢=6歳 × 枠番帯=外枠6-8 × 父系統=ロイヤルチャージャー系,10,0,0.0,消し0,消しA
京都大賞G2,性別,牡馬,前4角位置帯=前4角70%以降,前走着差帯=前走着差0.6-1.0,牡馬 × 前4角位置帯=前4角70%以降 × 前走着差帯=前走着差0.6-1.0,10,0,0.0,消し0,消しA
京都大賞G2,性別,牡馬,前3角位置帯=前3角2-25%,前走着順帯=前走着順10着以下,牡馬 × 前3角位置帯=前3角2-25% × 前走着順帯=前走着順10着以下,10,0,0.0,消し0,消しA
京都大賞G2,年齢,年齢=6歳,前走馬場=良,前3角位置帯=前3角70%以降,年齢=6歳 × 前走馬場=良 × 前3角位置帯=前3角70%以降,10,0,0.0,消し0,消しA
京都大賞G2,年齢,年齢=6歳,前走馬場=良,前走決め手=後方,年齢=6歳 × 前走馬場=良 × 前走決め手=後方,10,0,0.0,消し0,消しA
京都大賞G2,年齢,年齢=6歳,騎手替=*,前走決め手=後方,年齢=6歳 × 騎手替=* × 前走決め手=後方,10,0,0.0,消し0,消しA
京都大賞G2,年齢,年齢=6歳,馬齢斤量差帯=馬齢斤量差-1〜0,前3角位置帯=前3角70%以降,年齢=6歳 × 馬齢斤量差帯=馬齢斤量差-1〜0 × 前3角位置帯=前3角70%以降,10,0,0.0,消し0,消しA
京都大賞G2,性別,牡馬,所属=(美),前走馬場=良,牡馬 × 所属=(美) × 前走馬場=良,10,0,0.0,消し0,消しA
京都大賞G2,性別,牡馬,騎手替=*,前走レース=新潟記念ＨG3,牡馬 × 騎手替=* × 前走レース=新潟記念ＨG3,10,0,0.0,消し0,消しA
京都大賞G2,性別,牡馬,前走脚質=先行,母父系統=ネイティヴダンサー系,牡馬 × 前走脚質=先行 × 母父系統=ネイティヴダンサー系,10,0,0.0,消し0,消しA
京都大賞G2,性別,牡馬,前走決め手=先行,母父系統=ネイティヴダンサー系,牡馬 × 前走決め手=先行 × 母父系統=ネイティヴダンサー系,10,0,0.0,消し0,消しA
京都大賞G2,年齢,年齢=7歳,前走馬場=良,前走決め手=中団,年齢=7歳 × 前走馬場=良 × 前走決め手=中団,10,0,0.0,消し0,消しA
京都大賞G2,性別,セン馬,前走芝ダ=芝,前走脚質=中団,セン馬 × 前走芝ダ=芝 × 前走脚質=中団,10,0,0.0,消し0,消しA
京都大賞G2,性別,セン馬,馬齢斤量差帯=馬齢斤量差-1〜0,前走脚質=中団,セン馬 × 馬齢斤量差帯=馬齢斤量差-1〜0 × 前走脚質=中団,10,0,0.0,消し0,消しA
京都大賞G2,年齢,年齢=6歳,騎手替=*,距離変化=大幅延長,年齢=6歳 × 騎手替=* × 距離変化=大幅延長,10,0,0.0,消し0,消しA
京都大賞G2,年齢,年齢=6歳,枠番帯=外枠6-8,斤量帯=斤量55-56,年齢=6歳 × 枠番帯=外枠6-8 × 斤量帯=斤量55-56,10,0,0.0,消し0,消しA
京都大賞G2,年齢,年齢=6歳,騎手替=*,前走頭数帯=前走頭数16-17頭,年齢=6歳 × 騎手替=* × 前走頭数帯=前走頭数16-17頭,10,0,0.0,消し0,消しA
京都大賞G2,年齢,年齢=6歳,前走芝ダ=芝,前走クラス=Ｇ３,年齢=6歳 × 前走芝ダ=芝 × 前走クラス=Ｇ３,10,0,0.0,消し0,消しA
京都大賞G2,年齢,年齢=6歳,馬齢斤量差帯=馬齢斤量差-1〜0,前走クラス=Ｇ３,年齢=6歳 × 馬齢斤量差帯=馬齢斤量差-1〜0 × 前走クラス=Ｇ３,10,0,0.0,消し0,消しA
京都大賞G2,年齢,年齢=6歳,前走クラス=Ｇ３,距離変化=大幅延長,年齢=6歳 × 前走クラス=Ｇ３ × 距離変化=大幅延長,10,0,0.0,消し0,消しA
京都大賞G2,年齢,年齢=6歳,前走頭数帯=前走頭数16-17頭,斤量帯=斤量55-56,年齢=6歳 × 前走頭数帯=前走頭数16-17頭 × 斤量帯=斤量55-56,10,0,0.0,消し0,消しA
京都大賞G2,年齢,年齢=7歳,前走脚質=中団,斤量帯=斤量55-56,年齢=7歳 × 前走脚質=中団 × 斤量帯=斤量55-56,10,0,0.0,消し0,消しA
京都大賞G2,性別,牡馬,前走着順帯=前走着順4-5着,斤量帯=斤量55-56,牡馬 × 前走着順帯=前走着順4-5着 × 斤量帯=斤量55-56,10,0,0.0,消し0,消しA
京都大賞G2,年齢,年齢=6歳,今回馬場=良,前走距離=2000,年齢=6歳 × 今回馬場=良 × 前走距離=2000,10,0,0.0,消し0,消しA
京都大賞G2,年齢,年齢=6歳,前走着順帯=前走着順6-9着,父系統=ロイヤルチャージャー系,年齢=6歳 × 前走着順帯=前走着順6-9着 × 父系統=ロイヤルチャージャー系,10,0,0.0,消し0,消しA
京都大賞G2,性別,牡馬,枠番帯=中枠3-5,前走距離=3200,牡馬 × 枠番帯=中枠3-5 × 前走距離=3200,5,5,100.0,買い100,買いA
京都大賞G2,性別,牡馬,枠番帯=中枠3-5,前走レース=天皇賞春G1,牡馬 × 枠番帯=中枠3-5 × 前走レース=天皇賞春G1,5,5,100.0,買い100,買いA
京都新聞G2,年齢,年齢=3歳,斤量帯=斤量55-56,前走クラス=未勝利,年齢=3歳 × 斤量帯=斤量55-56 × 前走クラス=未勝利,33,0,0.0,消し0,強消しS
京都新聞G2,性別,牡馬,斤量帯=斤量55-56,前走クラス=未勝利,牡馬 × 斤量帯=斤量55-56 × 前走クラス=未勝利,33,0,0.0,消し0,強消しS
京都新聞G2,年齢,年齢=3歳,斤量帯=斤量55-56,前走レース=未勝利,年齢=3歳 × 斤量帯=斤量55-56 × 前走レース=未勝利,32,0,0.0,消し0,強消しS
京都新聞G2,性別,牡馬,斤量帯=斤量55-56,前走レース=未勝利,牡馬 × 斤量帯=斤量55-56 × 前走レース=未勝利,32,0,0.0,消し0,強消しS
京都新聞G2,年齢,年齢=3歳,前走斤量帯=前走斤量55-56,前走クラス=未勝利,年齢=3歳 × 前走斤量帯=前走斤量55-56 × 前走クラス=未勝利,29,0,0.0,消し0,強消しS
京都新聞G2,性別,牡馬,前走斤量帯=前走斤量55-56,前走クラス=未勝利,牡馬 × 前走斤量帯=前走斤量55-56 × 前走クラス=未勝利,29,0,0.0,消し0,強消しS
京都新聞G2,年齢,年齢=3歳,前走斤量帯=前走斤量55-56,前走レース=未勝利,年齢=3歳 × 前走斤量帯=前走斤量55-56 × 前走レース=未勝利,28,0,0.0,消し0,強消しS
京都新聞G2,性別,牡馬,前走斤量帯=前走斤量55-56,前走レース=未勝利,牡馬 × 前走斤量帯=前走斤量55-56 × 前走レース=未勝利,28,0,0.0,消し0,強消しS
京都新聞G2,年齢,年齢=3歳,枠番帯=外枠6-8,前走クラス=未勝利,年齢=3歳 × 枠番帯=外枠6-8 × 前走クラス=未勝利,20,0,0.0,消し0,強消しS
京都新聞G2,性別,牡馬,枠番帯=外枠6-8,前走クラス=未勝利,牡馬 × 枠番帯=外枠6-8 × 前走クラス=未勝利,20,0,0.0,消し0,強消しS
京都新聞G2,年齢,年齢=3歳,枠番帯=外枠6-8,前走レース=未勝利,年齢=3歳 × 枠番帯=外枠6-8 × 前走レース=未勝利,19,0,0.0,消し0,強消しS
京都新聞G2,年齢,年齢=3歳,前走着順帯=前走着順=1着,前走頭数帯=前走頭数16-17頭,年齢=3歳 × 前走着順帯=前走着順=1着 × 前走頭数帯=前走頭数16-17頭,19,0,0.0,消し0,強消しS
京都新聞G2,年齢,年齢=3歳,前走頭数帯=前走頭数16-17頭,前走クラス=未勝利,年齢=3歳 × 前走頭数帯=前走頭数16-17頭 × 前走クラス=未勝利,19,0,0.0,消し0,強消しS
京都新聞G2,年齢,年齢=3歳,前走頭数帯=前走頭数16-17頭,前走レース=未勝利,年齢=3歳 × 前走頭数帯=前走頭数16-17頭 × 前走レース=未勝利,19,0,0.0,消し0,強消しS
京都新聞G2,性別,牡馬,枠番帯=外枠6-8,前走レース=未勝利,牡馬 × 枠番帯=外枠6-8 × 前走レース=未勝利,19,0,0.0,消し0,強消しS
京都新聞G2,性別,牡馬,前走着順帯=前走着順=1着,前走頭数帯=前走頭数16-17頭,牡馬 × 前走着順帯=前走着順=1着 × 前走頭数帯=前走頭数16-17頭,19,0,0.0,消し0,強消しS
京都新聞G2,性別,牡馬,前走頭数帯=前走頭数16-17頭,前走クラス=未勝利,牡馬 × 前走頭数帯=前走頭数16-17頭 × 前走クラス=未勝利,19,0,0.0,消し0,強消しS
京都新聞G2,性別,牡馬,前走頭数帯=前走頭数16-17頭,前走レース=未勝利,牡馬 × 前走頭数帯=前走頭数16-17頭 × 前走レース=未勝利,19,0,0.0,消し0,強消しS
京都新聞G2,年齢,年齢=3歳,馬番帯=外目,前走クラス=未勝利,年齢=3歳 × 馬番帯=外目 × 前走クラス=未勝利,18,0,0.0,消し0,強消しS
京都新聞G2,性別,牡馬,馬番帯=外目,前走クラス=未勝利,牡馬 × 馬番帯=外目 × 前走クラス=未勝利,18,0,0.0,消し0,強消しS
京都新聞G2,年齢,年齢=3歳,父系統=ロイヤルチャージャー系,前走クラス=未勝利,年齢=3歳 × 父系統=ロイヤルチャージャー系 × 前走クラス=未勝利,18,0,0.0,消し0,強消しS
京都新聞G2,性別,牡馬,父系統=ロイヤルチャージャー系,前走クラス=未勝利,牡馬 × 父系統=ロイヤルチャージャー系 × 前走クラス=未勝利,18,0,0.0,消し0,強消しS
京都新聞G2,年齢,年齢=3歳,馬番帯=外目,前走レース=未勝利,年齢=3歳 × 馬番帯=外目 × 前走レース=未勝利,17,0,0.0,消し0,強消しS
京都新聞G2,性別,牡馬,馬番帯=外目,前走レース=未勝利,牡馬 × 馬番帯=外目 × 前走レース=未勝利,17,0,0.0,消し0,強消しS
京都新聞G2,年齢,年齢=3歳,父系統=ロイヤルチャージャー系,前走レース=未勝利,年齢=3歳 × 父系統=ロイヤルチャージャー系 × 前走レース=未勝利,17,0,0.0,消し0,強消しS
京都新聞G2,性別,牡馬,父系統=ロイヤルチャージャー系,前走レース=未勝利,牡馬 × 父系統=ロイヤルチャージャー系 × 前走レース=未勝利,17,0,0.0,消し0,強消しS
京都新聞G2,年齢,年齢=3歳,前4角位置帯=前4角2-25%,前走クラス=未勝利,年齢=3歳 × 前4角位置帯=前4角2-25% × 前走クラス=未勝利,15,0,0.0,消し0,強消しS
京都新聞G2,年齢,年齢=3歳,前4角位置帯=前4角2-25%,前走レース=未勝利,年齢=3歳 × 前4角位置帯=前4角2-25% × 前走レース=未勝利,15,0,0.0,消し0,強消しS
京都新聞G2,年齢,年齢=3歳,枠番帯=外枠6-8,前走頭数帯=前走頭数16-17頭,年齢=3歳 × 枠番帯=外枠6-8 × 前走頭数帯=前走頭数16-17頭,15,0,0.0,消し0,強消しS
京都新聞G2,年齢,年齢=3歳,前走着差帯=前走着差勝ち切り,前走頭数帯=前走頭数16-17頭,年齢=3歳 × 前走着差帯=前走着差勝ち切り × 前走頭数帯=前走頭数16-17頭,15,0,0.0,消し0,強消しS
京都新聞G2,性別,牡馬,前4角位置帯=前4角2-25%,前走クラス=未勝利,牡馬 × 前4角位置帯=前4角2-25% × 前走クラス=未勝利,15,0,0.0,消し0,強消しS
京都新聞G2,性別,牡馬,前4角位置帯=前4角2-25%,前走レース=未勝利,牡馬 × 前4角位置帯=前4角2-25% × 前走レース=未勝利,15,0,0.0,消し0,強消しS
京都新聞G2,性別,牡馬,枠番帯=外枠6-8,前走頭数帯=前走頭数16-17頭,牡馬 × 枠番帯=外枠6-8 × 前走頭数帯=前走頭数16-17頭,15,0,0.0,消し0,強消しS
京都新聞G2,性別,牡馬,前走着差帯=前走着差勝ち切り,前走頭数帯=前走頭数16-17頭,牡馬 × 前走着差帯=前走着差勝ち切り × 前走頭数帯=前走頭数16-17頭,15,0,0.0,消し0,強消しS
京都新聞G2,年齢,年齢=3歳,母父系統=ロイヤルチャージャー系,父系統=ニアークティック系,年齢=3歳 × 母父系統=ロイヤルチャージャー系 × 父系統=ニアークティック系,15,0,0.0,消し0,強消しS
京都新聞G2,性別,牡馬,母父系統=ロイヤルチャージャー系,父系統=ニアークティック系,牡馬 × 母父系統=ロイヤルチャージャー系 × 父系統=ニアークティック系,15,0,0.0,消し0,強消しS
京都新聞G2,年齢,年齢=3歳,前走頭数帯=前走頭数16-17頭,距離変化=延長,年齢=3歳 × 前走頭数帯=前走頭数16-17頭 × 距離変化=延長,14,0,0.0,消し0,消しA
京都新聞G2,年齢,年齢=3歳,距離変化=延長,前走クラス=未勝利,年齢=3歳 × 距離変化=延長 × 前走クラス=未勝利,14,0,0.0,消し0,消しA
京都新聞G2,性別,牡馬,前走頭数帯=前走頭数16-17頭,距離変化=延長,牡馬 × 前走頭数帯=前走頭数16-17頭 × 距離変化=延長,14,0,0.0,消し0,消しA
京都新聞G2,性別,牡馬,距離変化=延長,前走クラス=未勝利,牡馬 × 距離変化=延長 × 前走クラス=未勝利,14,0,0.0,消し0,消しA
京都新聞G2,年齢,年齢=3歳,前走馬場=良,前4角位置帯=前4角1番手,年齢=3歳 × 前走馬場=良 × 前4角位置帯=前4角1番手,14,0,0.0,消し0,消しA
京都新聞G2,性別,牡馬,前走馬場=良,前4角位置帯=前4角1番手,牡馬 × 前走馬場=良 × 前4角位置帯=前4角1番手,14,0,0.0,消し0,消しA
京都新聞G2,年齢,年齢=3歳,前走場所=阪神,前走決め手=後方,年齢=3歳 × 前走場所=阪神 × 前走決め手=後方,14,0,0.0,消し0,消しA
京都新聞G2,性別,牡馬,前走場所=阪神,前走決め手=後方,牡馬 × 前走場所=阪神 × 前走決め手=後方,14,0,0.0,消し0,消しA
京都新聞G2,年齢,年齢=3歳,前走脚質=先行,前走クラス=未勝利,年齢=3歳 × 前走脚質=先行 × 前走クラス=未勝利,14,0,0.0,消し0,消しA
京都新聞G2,年齢,年齢=3歳,前走脚質=先行,前走レース=未勝利,年齢=3歳 × 前走脚質=先行 × 前走レース=未勝利,14,0,0.0,消し0,消しA
京都新聞G2,年齢,年齢=3歳,前走決め手=先行,前走クラス=未勝利,年齢=3歳 × 前走決め手=先行 × 前走クラス=未勝利,14,0,0.0,消し0,消しA
京都新聞G2,年齢,年齢=3歳,前走決め手=先行,前走レース=未勝利,年齢=3歳 × 前走決め手=先行 × 前走レース=未勝利,14,0,0.0,消し0,消しA
京都新聞G2,性別,牡馬,前走脚質=先行,前走クラス=未勝利,牡馬 × 前走脚質=先行 × 前走クラス=未勝利,14,0,0.0,消し0,消しA
京都新聞G2,性別,牡馬,前走脚質=先行,前走レース=未勝利,牡馬 × 前走脚質=先行 × 前走レース=未勝利,14,0,0.0,消し0,消しA
京都新聞G2,性別,牡馬,前走決め手=先行,前走クラス=未勝利,牡馬 × 前走決め手=先行 × 前走クラス=未勝利,14,0,0.0,消し0,消しA
京都新聞G2,性別,牡馬,前走決め手=先行,前走レース=未勝利,牡馬 × 前走決め手=先行 × 前走レース=未勝利,14,0,0.0,消し0,消しA
京都新聞G2,年齢,年齢=3歳,馬番帯=外目,前走頭数帯=前走頭数16-17頭,年齢=3歳 × 馬番帯=外目 × 前走頭数帯=前走頭数16-17頭,13,0,0.0,消し0,消しA
京都新聞G2,年齢,年齢=3歳,前走距離=2000,前走頭数帯=前走頭数16-17頭,年齢=3歳 × 前走距離=2000 × 前走頭数帯=前走頭数16-17頭,13,0,0.0,消し0,消しA
京都新聞G2,年齢,年齢=3歳,前走距離=2000,前走クラス=未勝利,年齢=3歳 × 前走距離=2000 × 前走クラス=未勝利,13,0,0.0,消し0,消しA
京都新聞G2,年齢,年齢=3歳,距離変化=延長,前走レース=未勝利,年齢=3歳 × 距離変化=延長 × 前走レース=未勝利,13,0,0.0,消し0,消しA
京都新聞G2,性別,牡馬,馬番帯=外目,前走頭数帯=前走頭数16-17頭,牡馬 × 馬番帯=外目 × 前走頭数帯=前走頭数16-17頭,13,0,0.0,消し0,消しA
京都新聞G2,性別,牡馬,前走距離=2000,前走頭数帯=前走頭数16-17頭,牡馬 × 前走距離=2000 × 前走頭数帯=前走頭数16-17頭,13,0,0.0,消し0,消しA
京都新聞G2,性別,牡馬,前走距離=2000,前走クラス=未勝利,牡馬 × 前走距離=2000 × 前走クラス=未勝利,13,0,0.0,消し0,消しA
京都新聞G2,性別,牡馬,距離変化=延長,前走レース=未勝利,牡馬 × 距離変化=延長 × 前走レース=未勝利,13,0,0.0,消し0,消しA
京都新聞G2,年齢,年齢=3歳,前走馬場=良,前走脚質=逃げ,年齢=3歳 × 前走馬場=良 × 前走脚質=逃げ,13,0,0.0,消し0,消しA
京都新聞G2,年齢,年齢=3歳,前走馬場=良,前走決め手=逃げ,年齢=3歳 × 前走馬場=良 × 前走決め手=逃げ,13,0,0.0,消し0,消しA
京都新聞G2,年齢,年齢=3歳,前走馬場=良,前3角位置帯=前3角1番手,年齢=3歳 × 前走馬場=良 × 前3角位置帯=前3角1番手,13,0,0.0,消し0,消しA
京都新聞G2,性別,牡馬,前走馬場=良,前走脚質=逃げ,牡馬 × 前走馬場=良 × 前走脚質=逃げ,13,0,0.0,消し0,消しA
京都新聞G2,性別,牡馬,前走馬場=良,前走決め手=逃げ,牡馬 × 前走馬場=良 × 前走決め手=逃げ,13,0,0.0,消し0,消しA
京都新聞G2,性別,牡馬,前走馬場=良,前3角位置帯=前3角1番手,牡馬 × 前走馬場=良 × 前3角位置帯=前3角1番手,13,0,0.0,消し0,消しA
京都新聞G2,年齢,年齢=3歳,枠番帯=中枠3-5,父系統=ニアークティック系,年齢=3歳 × 枠番帯=中枠3-5 × 父系統=ニアークティック系,13,0,0.0,消し0,消しA
