場所,コースタイプ,芝・ダ,距離帯,馬場分類,枠ゾーン,血統区分,血統名,母数,勝利数,複勝数,勝率,複勝率,単勝回収率,複勝回収率,平均人気,基準複勝率,複勝率差,リフト,評価,特徴コメント
中山,坂あり・パワー型,ダ,短距離(1000-1300),良,内枠(1-2),父,ヘニーヒューズ,95,10,22,0.1053,0.2316,134.4,0.0,6.19,0.1768,0.0548,1.31,B,中山ダ短距離(1000-1300)・良・内枠(1-2)で父「ヘニーヒューズ」は基準比リフト1.31
阪神,坂あり・パワー型,芝,短距離(1000-1300),良,中枠(3-6),父,ダイワメジャー,89,9,26,0.1011,0.2921,252.2,0.0,6.84,0.2234,0.0687,1.308,B,阪神芝短距離(1000-1300)・良・中枠(3-6)で父「ダイワメジャー」は基準比リフト1.308
阪神,坂あり・パワー型,ダ,短距離(1000-1300),良,中枠(3-6),父,クロフネ,81,7,22,0.0864,0.2716,34.6,0.0,7.46,0.2076,0.064,1.308,B,阪神ダ短距離(1000-1300)・良・中枠(3-6)で父「クロフネ」は基準比リフト1.308
福島,小回り・機動型,ダ,中距離(1700-2000),良,中枠(3-6),父,キングカメハメハ,134,14,35,0.1045,0.2612,47.0,0.0,6.24,0.2003,0.0609,1.304,B,福島ダ中距離(1700-2000)・良・中枠(3-6)で父「キングカメハメハ」は基準比リフト1.304
小倉,小回り・機動型,芝,中距離(1700-2000),良,中枠(3-6),父,エピファネイア,90,11,26,0.1222,0.2889,33.4,0.0,5.79,0.2218,0.0671,1.303,B,小倉芝中距離(1700-2000)・良・中枠(3-6)で父「エピファネイア」は基準比リフト1.303
京都,平坦・スピード型,芝,短中距離(1400-1600),良,中枠(3-6),父,アグネスタキオン,147,11,41,0.0748,0.2789,61.6,0.0,5.57,0.2142,0.0647,1.302,B,京都芝短中距離(1400-1600)・良・中枠(3-6)で父「アグネスタキオン」は基準比リフト1.302
京都,平坦・スピード型,ダ,短中距離(1400-1600),良,中枠(3-6),父,ダイワメジャー,96,5,25,0.0521,0.2604,35.9,0.0,7.45,0.2,0.0604,1.302,B,京都ダ短中距離(1400-1600)・良・中枠(3-6)で父「ダイワメジャー」は基準比リフト1.302
東京,直線長め・持続型,ダ,短中距離(1400-1600),良,内枠(1-2),父,ヘニーヒューズ,133,9,29,0.0677,0.218,35.9,0.0,6.86,0.1677,0.0503,1.3,B,東京ダ短中距離(1400-1600)・良・内枠(1-2)で父「ヘニーヒューズ」は基準比リフト1.3
中山,坂あり・パワー型,ダ,中距離(1700-2000),良,内枠(1-2),父,シンボリクリスエス,100,6,24,0.06,0.24,46.5,0.0,7.94,0.1848,0.0552,1.299,B,中山ダ中距離(1700-2000)・良・内枠(1-2)で父「シンボリクリスエス」は基準比リフト1.299
東京,直線長め・持続型,芝,短中距離(1400-1600),良,内枠(1-2),父,ロードカナロア,106,11,28,0.1038,0.2642,34.7,0.0,5.42,0.2047,0.0595,1.291,B,東京芝短中距離(1400-1600)・良・内枠(1-2)で父「ロードカナロア」は基準比リフト1.291
札幌,小回り・持続型,芝,中距離(1700-2000),良,中枠(3-6),父,マンハッタンカフェ,83,8,26,0.0964,0.3133,127.7,0.0,6.69,0.2428,0.0705,1.29,B,札幌芝中距離(1700-2000)・良・中枠(3-6)で父「マンハッタンカフェ」は基準比リフト1.29
京都,平坦・スピード型,ダ,中距離(1700-2000),良,中枠(3-6),父,アグネスタキオン,89,7,25,0.0787,0.2809,42.4,0.0,6.27,0.2181,0.0628,1.288,B,京都ダ中距離(1700-2000)・良・中枠(3-6)で父「アグネスタキオン」は基準比リフト1.288
新潟,直線長め・平坦型,ダ,中距離(1700-2000),良,中枠(3-6),父,ゼンノロブロイ,87,9,24,0.1034,0.2759,112.5,0.0,6.68,0.2144,0.0615,1.287,B,新潟ダ中距離(1700-2000)・良・中枠(3-6)で父「ゼンノロブロイ」は基準比リフト1.287
中山,坂あり・パワー型,芝,中距離(1700-2000),良,内枠(1-2),父,ハーツクライ,116,8,33,0.069,0.2845,25.1,0.0,6.0,0.2217,0.0628,1.283,B,中山芝中距離(1700-2000)・良・内枠(1-2)で父「ハーツクライ」は基準比リフト1.283
阪神,坂あり・パワー型,ダ,中距離(1700-2000),良,中枠(3-6),父,ゼンノロブロイ,127,15,37,0.1181,0.2913,96.1,0.0,6.78,0.2273,0.064,1.282,B,阪神ダ中距離(1700-2000)・良・中枠(3-6)で父「ゼンノロブロイ」は基準比リフト1.282
小倉,小回り・機動型,芝,中距離(1700-2000),良,中枠(3-6),父,ダンスインザダーク,88,5,25,0.0568,0.2841,23.3,0.0,7.94,0.2218,0.0623,1.281,B,小倉芝中距離(1700-2000)・良・中枠(3-6)で父「ダンスインザダーク」は基準比リフト1.281
新潟,直線長め・平坦型,芝,短中距離(1400-1600),良,外枠(7-8),父,キングカメハメハ,82,6,20,0.0732,0.2439,83.0,0.0,7.12,0.1905,0.0534,1.28,B,新潟芝短中距離(1400-1600)・良・外枠(7-8)で父「キングカメハメハ」は基準比リフト1.28
中山,坂あり・パワー型,芝,短中距離(1400-1600),良,外枠(7-8),父,キングカメハメハ,112,9,27,0.0804,0.2411,78.2,0.0,6.26,0.1887,0.0524,1.278,B,中山芝短中距離(1400-1600)・良・外枠(7-8)で父「キングカメハメハ」は基準比リフト1.278
中京,直線長め・持続型,ダ,中距離(1700-2000),良,中枠(3-6),父,ディープインパクト,97,14,27,0.1443,0.2784,86.8,0.0,5.99,0.2184,0.06,1.275,B,中京ダ中距離(1700-2000)・良・中枠(3-6)で父「ディープインパクト」は基準比リフト1.275
新潟,直線長め・平坦型,芝,短中距離(1400-1600),良,内枠(1-2),父,ディープインパクト,98,5,21,0.051,0.2143,17.8,0.0,6.53,0.1682,0.0461,1.274,B,新潟芝短中距離(1400-1600)・良・内枠(1-2)で父「ディープインパクト」は基準比リフト1.274
京都,平坦・スピード型,芝,中距離(1700-2000),良,内枠(1-2),父,キングカメハメハ,102,10,31,0.098,0.3039,66.6,0.0,6.12,0.239,0.0649,1.272,B,京都芝中距離(1700-2000)・良・内枠(1-2)で父「キングカメハメハ」は基準比リフト1.272
阪神,坂あり・パワー型,芝,中距離(1700-2000),良,外枠(7-8),父,ハービンジャー,118,12,35,0.1017,0.2966,55.8,0.0,6.19,0.2332,0.0634,1.272,B,阪神芝中距離(1700-2000)・良・外枠(7-8)で父「ハービンジャー」は基準比リフト1.272
阪神,坂あり・パワー型,ダ,中距離(1700-2000),良,中枠(3-6),父,オルフェーヴル,97,11,28,0.1134,0.2887,101.2,0.0,5.52,0.2273,0.0614,1.27,B,阪神ダ中距離(1700-2000)・良・中枠(3-6)で父「オルフェーヴル」は基準比リフト1.27
中京,直線長め・持続型,芝,短中距離(1400-1600),良,内枠(1-2),父,ディープインパクト,128,16,34,0.125,0.2656,110.9,0.0,6.34,0.2091,0.0565,1.27,B,中京芝短中距離(1400-1600)・良・内枠(1-2)で父「ディープインパクト」は基準比リフト1.27
中山,坂あり・パワー型,ダ,中距離(1700-2000),良,中枠(3-6),父,エンパイアメーカー,91,7,23,0.0769,0.2527,54.1,0.0,7.3,0.199,0.0537,1.27,B,中山ダ中距離(1700-2000)・良・中枠(3-6)で父「エンパイアメーカー」は基準比リフト1.27
中山,坂あり・パワー型,芝,短中距離(1400-1600),良,内枠(1-2),父,ダイワメジャー,102,11,31,0.1078,0.3039,66.2,0.0,6.02,0.2397,0.0642,1.268,B,中山芝短中距離(1400-1600)・良・内枠(1-2)で父「ダイワメジャー」は基準比リフト1.268
小倉,小回り・機動型,芝,短距離(1000-1300),良,中枠(3-6),父,クロフネ,81,4,20,0.0494,0.2469,46.4,0.0,8.04,0.1949,0.052,1.267,B,小倉芝短距離(1000-1300)・良・中枠(3-6)で父「クロフネ」は基準比リフト1.267
東京,直線長め・持続型,ダ,短中距離(1400-1600),良,内枠(1-2),父,フジキセキ,80,5,17,0.0625,0.2125,18.9,0.0,8.02,0.1677,0.0448,1.267,B,東京ダ短中距離(1400-1600)・良・内枠(1-2)で父「フジキセキ」は基準比リフト1.267
東京,直線長め・持続型,芝,中距離(1700-2000),良,中枠(3-6),父,ルーラーシップ,140,8,42,0.0571,0.3,145.8,0.0,6.21,0.237,0.063,1.266,B,東京芝中距離(1700-2000)・良・中枠(3-6)で父「ルーラーシップ」は基準比リフト1.266
京都,平坦・スピード型,芝,短中距離(1400-1600),良,中枠(3-6),父,ゼンノロブロイ,122,11,33,0.0902,0.2705,273.0,0.0,8.35,0.2142,0.0563,1.263,B,京都芝短中距離(1400-1600)・良・中枠(3-6)で父「ゼンノロブロイ」は基準比リフト1.263
小倉,小回り・機動型,芝,短距離(1000-1300),良,中枠(3-6),父,キンシャサノキセキ,130,12,32,0.0923,0.2462,76.6,0.0,7.24,0.1949,0.0513,1.263,B,小倉芝短距離(1000-1300)・良・中枠(3-6)で父「キンシャサノキセキ」は基準比リフト1.263
小倉,小回り・機動型,芝,短距離(1000-1300),良,外枠(7-8),父,ディープインパクト,96,10,24,0.1042,0.25,46.0,0.0,6.79,0.1981,0.0519,1.262,B,小倉芝短距離(1000-1300)・良・外枠(7-8)で父「ディープインパクト」は基準比リフト1.262
阪神,坂あり・パワー型,芝,中距離(1700-2000),良,中枠(3-6),父,オルフェーヴル,86,14,26,0.1628,0.3023,65.5,0.0,6.43,0.2399,0.0624,1.26,B,阪神芝中距離(1700-2000)・良・中枠(3-6)で父「オルフェーヴル」は基準比リフト1.26
中山,坂あり・パワー型,ダ,中距離(1700-2000),良,外枠(7-8),父,ゴールドアリュール,107,16,30,0.1495,0.2804,124.4,0.0,6.52,0.2226,0.0578,1.26,B,中山ダ中距離(1700-2000)・良・外枠(7-8)で父「ゴールドアリュール」は基準比リフト1.26
阪神,坂あり・パワー型,ダ,中距離(1700-2000),稍,中枠(3-6),父,キングカメハメハ,125,13,33,0.104,0.264,52.7,0.0,6.58,0.2095,0.0545,1.26,B,阪神ダ中距離(1700-2000)・稍・中枠(3-6)で父「キングカメハメハ」は基準比リフト1.26
阪神,坂あり・パワー型,芝,中距離(1700-2000),良,中枠(3-6),父,ロードカナロア,96,11,29,0.1146,0.3021,40.7,0.0,5.76,0.2399,0.0622,1.259,B,阪神芝中距離(1700-2000)・良・中枠(3-6)で父「ロードカナロア」は基準比リフト1.259
中京,直線長め・持続型,ダ,中距離(1700-2000),良,中枠(3-6),父,マンハッタンカフェ,80,10,22,0.125,0.275,58.6,0.0,5.86,0.2184,0.0566,1.259,B,中京ダ中距離(1700-2000)・良・中枠(3-6)で父「マンハッタンカフェ」は基準比リフト1.259
東京,直線長め・持続型,ダ,短中距離(1400-1600),重不良,中枠(3-6),父,ゴールドアリュール,86,6,21,0.0698,0.2442,25.7,0.0,7.13,0.1943,0.0499,1.257,B,東京ダ短中距離(1400-1600)・重不良・中枠(3-6)で父「ゴールドアリュール」は基準比リフト1.257
中山,坂あり・パワー型,ダ,中距離(1700-2000),良,中枠(3-6),父,シニスターミニスター,108,12,27,0.1111,0.25,89.9,0.0,6.9,0.199,0.051,1.256,B,中山ダ中距離(1700-2000)・良・中枠(3-6)で父「シニスターミニスター」は基準比リフト1.256
京都,平坦・スピード型,芝,中距離(1700-2000),良,内枠(1-2),父,ハービンジャー,80,2,24,0.025,0.3,13.0,0.0,6.18,0.239,0.061,1.255,B,京都芝中距離(1700-2000)・良・内枠(1-2)で父「ハービンジャー」は基準比リフト1.255
阪神,坂あり・パワー型,芝,中長距離(2100-2400),良,中枠(3-6),父,キングカメハメハ,101,12,33,0.1188,0.3267,59.7,0.0,6.49,0.2609,0.0658,1.252,B,阪神芝中長距離(2100-2400)・良・中枠(3-6)で父「キングカメハメハ」は基準比リフト1.252
京都,平坦・スピード型,芝,中距離(1700-2000),良,外枠(7-8),父,マンハッタンカフェ,120,10,34,0.0833,0.2833,122.3,0.0,6.88,0.2263,0.057,1.252,B,京都芝中距離(1700-2000)・良・外枠(7-8)で父「マンハッタンカフェ」は基準比リフト1.252
東京,直線長め・持続型,ダ,短中距離(1400-1600),良,中枠(3-6),父,マンハッタンカフェ,128,8,32,0.0625,0.25,18.4,0.0,6.76,0.1997,0.0503,1.252,B,東京ダ短中距離(1400-1600)・良・中枠(3-6)で父「マンハッタンカフェ」は基準比リフト1.252
東京,直線長め・持続型,芝,中距離(1700-2000),良,外枠(7-8),父,ダイワメジャー,93,8,25,0.086,0.2688,30.3,0.0,5.44,0.2154,0.0534,1.248,B,東京芝中距離(1700-2000)・良・外枠(7-8)で父「ダイワメジャー」は基準比リフト1.248
新潟,直線長め・平坦型,ダ,短距離(1000-1300),良,中枠(3-6),父,ヘニーヒューズ,83,8,21,0.0964,0.253,77.0,0.0,6.65,0.2029,0.0501,1.247,B,新潟ダ短距離(1000-1300)・良・中枠(3-6)で父「ヘニーヒューズ」は基準比リフト1.247
東京,直線長め・持続型,芝,短中距離(1400-1600),良,中枠(3-6),父,モーリス,91,9,23,0.0989,0.2527,57.4,0.0,6.31,0.2028,0.0499,1.246,B,東京芝短中距離(1400-1600)・良・中枠(3-6)で父「モーリス」は基準比リフト1.246
函館,小回り・持続型,ダ,中距離(1700-2000),良,中枠(3-6),父,ゴールドアリュール,99,14,29,0.1414,0.2929,179.5,0.0,6.05,0.2356,0.0573,1.243,B,函館ダ中距離(1700-2000)・良・中枠(3-6)で父「ゴールドアリュール」は基準比リフト1.243
小倉,小回り・機動型,ダ,短距離(1000-1300),良,中枠(3-6),父,サウスヴィグラス,94,13,26,0.1383,0.2766,96.1,0.0,5.98,0.2229,0.0537,1.241,B,小倉ダ短距離(1000-1300)・良・中枠(3-6)で父「サウスヴィグラス」は基準比リフト1.241
東京,直線長め・持続型,ダ,短中距離(1400-1600),良,外枠(7-8),父,ハーツクライ,82,11,22,0.1341,0.2683,241.5,0.0,6.57,0.2165,0.0518,1.239,B,東京ダ短中距離(1400-1600)・良・外枠(7-8)で父「ハーツクライ」は基準比リフト1.239
東京,直線長め・持続型,芝,中距離(1700-2000),良,外枠(7-8),父,ハービンジャー,120,10,32,0.0833,0.2667,41.0,0.0,6.37,0.2154,0.0513,1.238,B,東京芝中距離(1700-2000)・良・外枠(7-8)で父「ハービンジャー」は基準比リフト1.238
中京,直線長め・持続型,芝,短中距離(1400-1600),良,外枠(7-8),父,ダイワメジャー,143,10,35,0.0699,0.2448,25.1,0.0,6.91,0.1978,0.047,1.238,B,中京芝短中距離(1400-1600)・良・外枠(7-8)で父「ダイワメジャー」は基準比リフト1.238
京都,平坦・スピード型,芝,短中距離(1400-1600),良,中枠(3-6),父,アドマイヤムーン,136,14,36,0.1029,0.2647,43.2,0.0,6.86,0.2142,0.0505,1.236,B,京都芝短中距離(1400-1600)・良・中枠(3-6)で父「アドマイヤムーン」は基準比リフト1.236
東京,直線長め・持続型,芝,中距離(1700-2000),良,外枠(7-8),父,ルーラーシップ,94,8,25,0.0851,0.266,62.2,0.0,7.67,0.2154,0.0506,1.235,B,東京芝中距離(1700-2000)・良・外枠(7-8)で父「ルーラーシップ」は基準比リフト1.235
阪神,坂あり・パワー型,芝,中距離(1700-2000),良,中枠(3-6),父,エピファネイア,98,9,29,0.0918,0.2959,135.3,0.0,5.97,0.2399,0.056,1.233,B,阪神芝中距離(1700-2000)・良・中枠(3-6)で父「エピファネイア」は基準比リフト1.233
東京,直線長め・持続型,芝,中距離(1700-2000),良,内枠(1-2),父,ステイゴールド,128,14,37,0.1094,0.2891,61.7,0.0,6.03,0.2345,0.0546,1.233,B,東京芝中距離(1700-2000)・良・内枠(1-2)で父「ステイゴールド」は基準比リフト1.233
阪神,坂あり・パワー型,ダ,短中距離(1400-1600),良,中枠(3-6),父,ネオユニヴァース,80,10,20,0.125,0.25,74.2,0.0,8.02,0.2031,0.0469,1.231,B,阪神ダ短中距離(1400-1600)・良・中枠(3-6)で父「ネオユニヴァース」は基準比リフト1.231
京都,平坦・スピード型,ダ,短距離(1000-1300),良,中枠(3-6),父,サクラバクシンオー,100,8,24,0.08,0.24,41.7,0.0,6.88,0.1949,0.0451,1.231,B,京都ダ短距離(1000-1300)・良・中枠(3-6)で父「サクラバクシンオー」は基準比リフト1.231
中山,坂あり・パワー型,ダ,中距離(1700-2000),良,内枠(1-2),父,ゴールドアリュール,110,8,25,0.0727,0.2273,50.9,0.0,7.5,0.1848,0.0425,1.23,B,中山ダ中距離(1700-2000)・良・内枠(1-2)で父「ゴールドアリュール」は基準比リフト1.23
福島,小回り・機動型,芝,中距離(1700-2000),良,中枠(3-6),父,ダイワメジャー,93,12,25,0.129,0.2688,87.5,0.0,6.14,0.2188,0.05,1.229,B,福島芝中距離(1700-2000)・良・中枠(3-6)で父「ダイワメジャー」は基準比リフト1.229
京都,平坦・スピード型,芝,短中距離(1400-1600),良,中枠(3-6),父,スペシャルウィーク,95,9,25,0.0947,0.2632,140.1,0.0,6.55,0.2142,0.049,1.229,B,京都芝短中距離(1400-1600)・良・中枠(3-6)で父「スペシャルウィーク」は基準比リフト1.229
阪神,坂あり・パワー型,ダ,中距離(1700-2000),良,中枠(3-6),父,マンハッタンカフェ,129,15,36,0.1163,0.2791,68.9,0.0,6.42,0.2273,0.0518,1.228,B,阪神ダ中距離(1700-2000)・良・中枠(3-6)で父「マンハッタンカフェ」は基準比リフト1.228
京都,平坦・スピード型,芝,短中距離(1400-1600),良,外枠(7-8),父,ステイゴールド,101,7,24,0.0693,0.2376,38.1,0.0,7.9,0.1935,0.0441,1.228,B,京都芝短中距離(1400-1600)・良・外枠(7-8)で父「ステイゴールド」は基準比リフト1.228
札幌,小回り・持続型,ダ,中距離(1700-2000),良,中枠(3-6),父,シンボリクリスエス,99,11,30,0.1111,0.303,37.5,0.0,5.98,0.2469,0.0561,1.227,B,札幌ダ中距離(1700-2000)・良・中枠(3-6)で父「シンボリクリスエス」は基準比リフト1.227
福島,小回り・機動型,ダ,中距離(1700-2000),良,中枠(3-6),父,シンボリクリスエス,118,4,29,0.0339,0.2458,12.9,0.0,6.42,0.2003,0.0455,1.227,B,福島ダ中距離(1700-2000)・良・中枠(3-6)で父「シンボリクリスエス」は基準比リフト1.227
東京,直線長め・持続型,芝,短中距離(1400-1600),良,外枠(7-8),父,ゼンノロブロイ,82,6,20,0.0732,0.2439,74.1,0.0,8.0,0.1988,0.0451,1.227,B,東京芝短中距離(1400-1600)・良・外枠(7-8)で父「ゼンノロブロイ」は基準比リフト1.227
小倉,小回り・機動型,芝,短距離(1000-1300),良,外枠(7-8),父,サクラバクシンオー,107,13,26,0.1215,0.243,93.6,0.0,6.2,0.1981,0.0449,1.227,B,小倉芝短距離(1000-1300)・良・外枠(7-8)で父「サクラバクシンオー」は基準比リフト1.227
京都,平坦・スピード型,芝,中距離(1700-2000),良,中枠(3-6),父,ルーラーシップ,113,11,34,0.0973,0.3009,56.1,0.0,6.29,0.2454,0.0555,1.226,B,京都芝中距離(1700-2000)・良・中枠(3-6)で父「ルーラーシップ」は基準比リフト1.226
京都,平坦・スピード型,ダ,中距離(1700-2000),良,中枠(3-6),父,ロージズインメイ,101,7,27,0.0693,0.2673,78.9,0.0,7.35,0.2181,0.0492,1.226,B,京都ダ中距離(1700-2000)・良・中枠(3-6)で父「ロージズインメイ」は基準比リフト1.226
阪神,坂あり・パワー型,芝,中距離(1700-2000),良,外枠(7-8),父,ダイワメジャー,84,7,24,0.0833,0.2857,58.5,0.0,6.48,0.2332,0.0525,1.225,B,阪神芝中距離(1700-2000)・良・外枠(7-8)で父「ダイワメジャー」は基準比リフト1.225
中山,坂あり・パワー型,ダ,中距離(1700-2000),良,内枠(1-2),父,クロフネ,137,7,31,0.0511,0.2263,19.5,0.0,6.55,0.1848,0.0415,1.225,B,中山ダ中距離(1700-2000)・良・内枠(1-2)で父「クロフネ」は基準比リフト1.225
新潟,直線長め・平坦型,ダ,中距離(1700-2000),良,外枠(7-8),父,キングカメハメハ,94,15,26,0.1596,0.2766,78.3,0.0,5.95,0.226,0.0506,1.224,B,新潟ダ中距離(1700-2000)・良・外枠(7-8)で父「キングカメハメハ」は基準比リフト1.224
福島,小回り・機動型,芝,中距離(1700-2000),良,中枠(3-6),父,ルーラーシップ,86,11,23,0.1279,0.2674,52.8,0.0,6.67,0.2188,0.0486,1.222,B,福島芝中距離(1700-2000)・良・中枠(3-6)で父「ルーラーシップ」は基準比リフト1.222
新潟,直線長め・平坦型,芝,中距離(1700-2000),良,中枠(3-6),父,ハービンジャー,129,13,34,0.1008,0.2636,64.4,0.0,7.02,0.2171,0.0465,1.214,B,新潟芝中距離(1700-2000)・良・中枠(3-6)で父「ハービンジャー」は基準比リフト1.214
東京,直線長め・持続型,ダ,短中距離(1400-1600),稍,中枠(3-6),父,ゴールドアリュール,100,10,23,0.1,0.23,72.8,0.0,7.42,0.1894,0.0406,1.214,B,東京ダ短中距離(1400-1600)・稍・中枠(3-6)で父「ゴールドアリュール」は基準比リフト1.214
中山,坂あり・パワー型,芝,短中距離(1400-1600),良,内枠(1-2),父,ディープインパクト,93,14,27,0.1505,0.2903,120.4,0.0,5.16,0.2397,0.0506,1.211,B,中山芝短中距離(1400-1600)・良・内枠(1-2)で父「ディープインパクト」は基準比リフト1.211
中京,直線長め・持続型,芝,短中距離(1400-1600),良,中枠(3-6),父,ハーツクライ,137,12,34,0.0876,0.2482,70.1,0.0,6.94,0.2051,0.0431,1.21,B,中京芝短中距離(1400-1600)・良・中枠(3-6)で父「ハーツクライ」は基準比リフト1.21
東京,直線長め・持続型,芝,短中距離(1400-1600),良,外枠(7-8),父,ステイゴールド,100,8,24,0.08,0.24,61.5,0.0,7.65,0.1988,0.0412,1.207,B,東京芝短中距離(1400-1600)・良・外枠(7-8)で父「ステイゴールド」は基準比リフト1.207
阪神,坂あり・パワー型,芝,短中距離(1400-1600),良,外枠(7-8),父,キングカメハメハ,139,12,32,0.0863,0.2302,38.0,0.0,6.67,0.1907,0.0395,1.207,B,阪神芝短中距離(1400-1600)・良・外枠(7-8)で父「キングカメハメハ」は基準比リフト1.207
阪神,坂あり・パワー型,芝,短中距離(1400-1600),良,外枠(7-8),父,ステイゴールド,87,7,20,0.0805,0.2299,152.5,0.0,7.77,0.1907,0.0392,1.206,B,阪神芝短中距離(1400-1600)・良・外枠(7-8)で父「ステイゴールド」は基準比リフト1.206
中山,坂あり・パワー型,ダ,短距離(1000-1300),良,外枠(7-8),父,ゴールドアリュール,86,9,21,0.1047,0.2442,82.0,0.0,6.94,0.2034,0.0408,1.201,B,中山ダ短距離(1000-1300)・良・外枠(7-8)で父「ゴールドアリュール」は基準比リフト1.201
中山,坂あり・パワー型,芝,短距離(1000-1300),良,中枠(3-6),父,サクラバクシンオー,112,13,27,0.1161,0.2411,71.2,0.0,7.15,0.2011,0.04,1.199,B,中山芝短距離(1000-1300)・良・中枠(3-6)で父「サクラバクシンオー」は基準比リフト1.199
東京,直線長め・持続型,芝,中距離(1700-2000),良,外枠(7-8),父,シンボリクリスエス,128,8,33,0.0625,0.2578,46.0,0.0,6.51,0.2154,0.0424,1.197,B,東京芝中距離(1700-2000)・良・外枠(7-8)で父「シンボリクリスエス」は基準比リフト1.197
京都,平坦・スピード型,ダ,中距離(1700-2000),良,中枠(3-6),父,ブライアンズタイム,115,10,30,0.087,0.2609,50.4,0.0,6.75,0.2181,0.0428,1.196,B,京都ダ中距離(1700-2000)・良・中枠(3-6)で父「ブライアンズタイム」は基準比リフト1.196
東京,直線長め・持続型,芝,短中距離(1400-1600),良,内枠(1-2),父,ネオユニヴァース,98,6,24,0.0612,0.2449,86.4,0.0,8.42,0.2047,0.0402,1.196,B,東京芝短中距離(1400-1600)・良・内枠(1-2)で父「ネオユニヴァース」は基準比リフト1.196
東京,直線長め・持続型,芝,短中距離(1400-1600),良,内枠(1-2),父,キングカメハメハ,143,13,35,0.0909,0.2448,58.7,0.0,6.48,0.2047,0.0401,1.196,B,東京芝短中距離(1400-1600)・良・内枠(1-2)で父「キングカメハメハ」は基準比リフト1.196
福島,小回り・機動型,ダ,短距離(1000-1300),良,中枠(3-6),父,サウスヴィグラス,120,12,27,0.1,0.225,87.3,0.0,7.12,0.1882,0.0368,1.196,B,福島ダ短距離(1000-1300)・良・中枠(3-6)で父「サウスヴィグラス」は基準比リフト1.196
阪神,坂あり・パワー型,芝,中距離(1700-2000),良,中枠(3-6),父,ダイワメジャー,129,10,37,0.0775,0.2868,67.9,0.0,6.63,0.2399,0.0469,1.195,B,阪神芝中距離(1700-2000)・良・中枠(3-6)で父「ダイワメジャー」は基準比リフト1.195
京都,平坦・スピード型,芝,中距離(1700-2000),良,内枠(1-2),父,ハーツクライ,112,10,32,0.0893,0.2857,102.6,0.0,5.74,0.239,0.0467,1.195,B,京都芝中距離(1700-2000)・良・内枠(1-2)で父「ハーツクライ」は基準比リフト1.195
福島,小回り・機動型,芝,中距離(1700-2000),良,外枠(7-8),父,ステイゴールド,98,10,22,0.102,0.2245,125.7,0.0,7.91,0.1878,0.0367,1.195,B,福島芝中距離(1700-2000)・良・外枠(7-8)で父「ステイゴールド」は基準比リフト1.195
中山,坂あり・パワー型,ダ,短距離(1000-1300),良,中枠(3-6),父,キングカメハメハ,100,7,23,0.07,0.23,69.4,0.0,6.87,0.1927,0.0373,1.194,B,中山ダ短距離(1000-1300)・良・中枠(3-6)で父「キングカメハメハ」は基準比リフト1.194
中京,直線長め・持続型,芝,中距離(1700-2000),良,中枠(3-6),父,キングカメハメハ,133,11,35,0.0827,0.2632,110.3,0.0,6.5,0.2207,0.0425,1.193,B,中京芝中距離(1700-2000)・良・中枠(3-6)で父「キングカメハメハ」は基準比リフト1.193
阪神,坂あり・パワー型,ダ,中距離(1700-2000),良,内枠(1-2),父,キングカメハメハ,114,8,28,0.0702,0.2456,31.9,0.0,6.07,0.206,0.0396,1.192,B,阪神ダ中距離(1700-2000)・良・内枠(1-2)で父「キングカメハメハ」は基準比リフト1.192
東京,直線長め・持続型,芝,中距離(1700-2000),良,中枠(3-6),父,ダイワメジャー,124,11,35,0.0887,0.2823,38.7,0.0,6.3,0.237,0.0453,1.191,B,東京芝中距離(1700-2000)・良・中枠(3-6)で父「ダイワメジャー」は基準比リフト1.191
阪神,坂あり・パワー型,ダ,中距離(1700-2000),良,外枠(7-8),父,シンボリクリスエス,100,7,28,0.07,0.28,23.8,0.0,6.33,0.2351,0.0449,1.191,B,阪神ダ中距離(1700-2000)・良・外枠(7-8)で父「シンボリクリスエス」は基準比リフト1.191
阪神,坂あり・パワー型,ダ,中距離(1700-2000),良,外枠(7-8),父,クロフネ,118,14,33,0.1186,0.2797,126.3,0.0,6.29,0.2351,0.0446,1.19,B,阪神ダ中距離(1700-2000)・良・外枠(7-8)で父「クロフネ」は基準比リフト1.19
新潟,直線長め・平坦型,ダ,短距離(1000-1300),良,外枠(7-8),父,サウスヴィグラス,85,8,23,0.0941,0.2706,67.3,0.0,6.26,0.2279,0.0427,1.187,B,新潟ダ短距離(1000-1300)・良・外枠(7-8)で父「サウスヴィグラス」は基準比リフト1.187
小倉,小回り・機動型,芝,中距離(1700-2000),良,外枠(7-8),父,キングカメハメハ,107,7,26,0.0654,0.243,41.5,0.0,6.7,0.2048,0.0382,1.187,B,小倉芝中距離(1700-2000)・良・外枠(7-8)で父「キングカメハメハ」は基準比リフト1.187
中山,坂あり・パワー型,ダ,中距離(1700-2000),良,中枠(3-6),父,ダイワメジャー,127,7,30,0.0551,0.2362,60.6,0.0,6.83,0.199,0.0372,1.187,B,中山ダ中距離(1700-2000)・良・中枠(3-6)で父「ダイワメジャー」は基準比リフト1.187
阪神,坂あり・パワー型,ダ,中距離(1700-2000),良,内枠(1-2),父,シンボリクリスエス,90,6,22,0.0667,0.2444,186.8,0.0,6.61,0.206,0.0384,1.186,B,阪神ダ中距離(1700-2000)・良・内枠(1-2)で父「シンボリクリスエス」は基準比リフト1.186
